time,hvac_reaAhu_TCooCoiSup_y
950400,285.7413588507421
950430,285.7413588507421
950460,285.7413588507421
950490,285.7413588507421
950520,285.7413588507421
950550,285.7413588507421
950580,285.7413588507421
950610,285.7413588507421
950640,285.7413588507421
950670,285.7413588507421
950700,285.7413588507421
950730,285.7413588507421
950760,285.7413588507421
950790,285.7413588507421
950820,285.7413588507421
950850,285.7413588507421
950880,285.7413588507421
950910,285.7413588507421
950940,285.7413588507421
950970,285.7413588507421
951000,285.7413588507421
951030,285.7413588507421
951060,285.7413588507421
951090,285.7413588507421
951120,285.7413588507421
951150,285.7413588507421
951180,285.7413588507421
951210,285.7413588507421
951240,285.7413588507421
951270,285.7413588507421
951300,285.7413588507421
951330,285.7413588507421
951360,285.7413588507421
951390,285.7413588507421
951420,285.7413588507421
951450,285.7413588507421
951480,285.7413588507421
951510,285.7413588507421
951540,285.7413588507421
951570,285.7413588507421
951600,285.7413588507421
951630,285.7413588507421
951660,285.7413588507421
951690,285.7413588507421
951720,285.7413588507421
951750,285.7413588507421
951780,285.7413588507421
951810,285.7413588507421
951840,285.7413588507421
951870,285.7413588507421
951900,285.7413588507421
951930,285.7413588507421
951960,285.7413588507421
951990,285.7413588507421
952020,285.7413588507421
952050,285.7413588507421
952080,285.7413588507421
952110,285.7413588507421
952140,285.7413588507421
952170,285.7413588507421
952200,285.7413588507421
952230,285.7413588507421
952260,285.7413588507421
952290,285.7413588507421
952320,285.7413588507421
952350,285.7413588507421
952380,285.7413588507421
952410,285.7413588507421
952440,285.7413588507421
952470,285.7413588507421
952500,285.7413588507421
952530,285.7413588507421
952560,285.7413588507421
952590,285.7413588507421
952620,285.7413588507421
952650,285.7413588507421
952680,285.7413588507421
952710,285.7413588507421
952740,285.7413588507421
952770,285.7413588507421
952800,285.7413588507421
952830,285.7413588507421
952860,285.7413588507421
952890,285.7413588507421
952920,285.7413588507421
952950,285.7413588507421
952980,285.7413588507421
953010,285.7413588507421
953040,285.7413588507421
953070,285.7413588507421
953100,285.7413588507421
953130,285.7413588507421
953160,285.7413588507421
953190,285.7413588507421
953220,285.7413588507421
953250,285.7413588507421
953280,285.7413588507421
953310,285.7413588507421
953340,285.7413588507421
953370,285.7413588507421
953400,285.7413588507421
953430,285.7413588507421
953460,285.7413588507421
953490,285.7413588507421
953520,285.7413588507421
953550,285.7413588507421
953580,285.7413588507421
953610,285.7413588507421
953640,285.7413588507421
953670,285.7413588507421
953700,285.7413588507421
953730,285.7413588507421
953760,285.7413588507421
953790,285.7413588507421
953820,285.7413588507421
953850,285.7413588507421
953880,285.7413588507421
953910,285.7413588507421
953940,285.7413588507421
953970,285.7413588507421
954000,285.7413588507421
954030,285.7413588507421
954060,285.7413588507421
954090,285.7413588507421
954120,285.7413588507421
954150,285.7413588507421
954180,285.7413588507421
954210,285.7413588507421
954240,285.7413588507421
954270,285.7413588507421
954300,285.7413588507421
954330,285.7413588507421
954360,285.7413588507421
954390,285.7413588507421
954420,285.7413588507421
954450,285.7413588507421
954480,285.7413588507421
954510,285.7413588507421
954540,285.7413588507421
954570,285.7413588507421
954600,285.7413588507421
954630,285.7413588507421
954660,285.7413588507421
954690,285.7413588507421
954720,285.7413588507421
954750,285.7413588507421
954780,285.7413588507421
954810,285.7413588507421
954840,285.7413588507421
954870,285.7413588507421
954900,285.7413588507421
954930,285.7413588507421
954960,285.7413588507421
954990,285.7413588507421
955020,285.7413588507421
955050,285.7413588507421
955080,285.7413588507421
955110,285.7413588507421
955140,285.7413588507421
955170,285.7413588507421
955200,285.7413588507421
955230,285.7413588507421
955260,285.7413588507421
955290,285.7413588507421
955320,285.7413588507421
955350,285.7413588507421
955380,285.7413588507421
955410,285.7413588507421
955440,285.7413588507421
955470,285.7413588507421
955500,285.7413588507421
955530,285.7413588507421
955560,285.7413588507421
955590,285.7413588507421
955620,285.7413588507421
955650,285.7413588507421
955680,285.7413588507421
955710,285.7413588507421
955740,285.7413588507421
955770,285.7413588507421
955800,285.7413588507421
955830,285.7413588507421
955860,285.7413588507421
955890,285.7413588507421
955920,285.7413588507421
955950,285.7413588507421
955980,285.7413588507421
956010,285.7413588507421
956040,285.7413588507421
956070,285.7413588507421
956100,285.7413588507421
956130,285.7413588507421
956160,285.7413588507421
956190,285.7413588507421
956220,285.7413588507421
956250,285.7413588507421
956280,285.7413588507421
956310,285.7413588507421
956340,285.7413588507421
956370,285.7413588507421
956400,285.7413588507421
956430,285.7413588507421
956460,285.7413588507421
956490,285.7413588507421
956520,285.7413588507421
956550,285.7413588507421
956580,285.7413588507421
956610,285.7413588507421
956640,285.7413588507421
956670,285.7413588507421
956700,285.7413588507421
956730,285.7413588507421
956760,285.7413588507421
956790,285.7413588507421
956820,285.7413588507421
956850,285.7413588507421
956880,285.7413588507421
956910,285.7413588507421
956940,285.7413588507421
956970,285.7413588507421
957000,285.7413588507421
957030,285.7413588507421
957060,285.7413588507421
957090,285.7413588507421
957120,285.7413588507421
957150,285.7413588507421
957180,285.7413588507421
957210,285.7413588507421
957240,285.7413588507421
957270,285.7413588507421
957300,285.7413588507421
957330,285.7413588507421
957360,285.7413588507421
957390,285.7413588507421
957420,285.7413588507421
957450,285.7413588507421
957480,285.7413588507421
957510,285.7413588507421
957540,285.7413588507421
957570,285.7413588507421
957600,285.7413588507421
957630,285.7413588507421
957660,285.7413588507421
957690,285.7413588507421
957720,285.7413588507421
957750,285.7413588507421
957780,285.7413588507421
957810,285.7413588507421
957840,285.7413588507421
957870,285.7413588507421
957900,285.7413588507421
957930,285.7413588507421
957960,285.7413588507421
957990,285.7413588507421
958020,285.7413588507421
958050,285.7413588507421
958080,285.7413588507421
958110,285.7413588507421
958140,285.7413588507421
958170,285.7413588507421
958200,285.7413588507421
958230,285.7413588507421
958260,285.7413588507421
958290,285.7413588507421
958320,285.7413588507421
958350,285.7413588507421
958380,285.7413588507421
958410,285.7413588507421
958440,285.7413588507421
958470,285.7413588507421
958500,285.7413588507421
958530,285.7413588507421
958560,285.7413588507421
958590,285.7413588507421
958620,285.7413588507421
958650,285.7413588507421
958680,285.7413588507421
958710,285.7413588507421
958740,285.7413588507421
958770,285.7413588507421
958800,285.7413588507421
958830,285.7413588507421
958860,285.7413588507421
958890,285.7413588507421
958920,285.7413588507421
958950,285.7413588507421
958980,285.7413588507421
959010,285.7413588507421
959040,285.7413588507421
959070,285.7413588507421
959100,285.7413588507421
959130,285.7413588507421
959160,285.7413588507421
959190,285.7413588507421
959220,285.7413588507421
959250,285.7413588507421
959280,285.7413588507421
959310,285.7413588507421
959340,285.7413588507421
959370,285.7413588507421
959400,285.7413588507421
959430,285.7413588507421
959460,285.7413588507421
959490,285.7413588507421
959520,285.7413588507421
959550,285.7413588507421
959580,285.7413588507421
959610,285.7413588507421
959640,285.7413588507421
959670,285.7413588507421
959700,285.7413588507421
959730,285.7413588507421
959760,285.7413588507421
959790,285.7413588507421
959820,285.7413588507421
959850,285.7413588507421
959880,285.7413588507421
959910,285.7413588507421
959940,285.7413588507421
959970,285.7413588507421
960000,285.7413588507421
960030,285.7413588507421
960060,285.7413588507421
960090,285.7413588507421
960120,285.7413588507421
960150,285.7413588507421
960180,285.7413588507421
960210,285.7413588507421
960240,285.7413588507421
960270,285.7413588507421
960300,285.7413588507421
960330,285.7413588507421
960360,285.7413588507421
960390,285.7413588507421
960420,285.7413588507421
960450,285.7413588507421
960480,285.7413588507421
960510,285.7413588507421
960540,285.7413588507421
960570,285.7413588507421
960600,285.7413588507421
960630,285.7413588507421
960660,285.7413588507421
960690,285.7413588507421
960720,285.7413588507421
960750,285.7413588507421
960780,285.7413588507421
960810,285.7413588507421
960840,285.7413588507421
960870,285.7413588507421
960900,285.7413588507421
960930,285.7413588507421
960960,285.7413588507421
960990,285.7413588507421
961020,285.7413588507421
961050,285.7413588507421
961080,285.7413588507421
961110,285.7413588507421
961140,285.7413588507421
961170,285.7413588507421
961200,285.7413588507421
961230,285.7413588507421
961260,285.7413588507421
961290,285.7413588507421
961320,285.7413588507421
961350,285.7413588507421
961380,285.7413588507421
961410,285.7413588507421
961440,285.7413588507421
961470,285.7413588507421
961500,285.7413588507421
961530,285.7413588507421
961560,285.7413588507421
961590,285.7413588507421
961620,285.7413588507421
961650,285.7413588507421
961680,285.7413588507421
961710,285.7413588507421
961740,285.7413588507421
961770,285.7413588507421
961800,285.7413588507421
961830,285.7413588507421
961860,285.7413588507421
961890,285.7413588507421
961920,285.7413588507421
961950,285.7413588507421
961980,285.7413588507421
962010,285.7413588507421
962040,285.7413588507421
962070,285.7413588507421
962100,285.7413588507421
962130,285.7413588507421
962160,285.7413588507421
962190,285.7413588507421
962220,285.7413588507421
962250,285.7413588507421
962280,285.7413588507421
962310,285.7413588507421
962340,285.7413588507421
962370,285.7413588507421
962400,285.7413588507421
962430,285.7413588507421
962460,285.7413588507421
962490,285.7413588507421
962520,285.7413588507421
962550,285.7413588507421
962580,285.7413588507421
962610,285.7413588507421
962640,285.7413588507421
962670,285.7413588507421
962700,285.7413588507421
962730,285.7413588507421
962760,285.7413588507421
962790,285.7413588507421
962820,285.7413588507421
962850,285.7413588507421
962880,285.7413588507421
962910,285.7413588507421
962940,285.7413588507421
962970,285.7413588507421
963000,285.7413588507421
963030,285.7413588507421
963060,285.7413588507421
963090,285.7413588507421
963120,285.7413588507421
963150,285.7413588507421
963180,285.7413588507421
963210,285.7413588507421
963240,285.7413588507421
963270,285.7413588507421
963300,285.7413588507421
963330,285.7413588507421
963360,285.7413588507421
963390,285.7413588507421
963420,285.7413588507421
963450,285.7413588507421
963480,285.7413588507421
963510,285.7413588507421
963540,285.7413588507421
963570,285.7413588507421
963600,285.7413588507421
963630,285.7413588507421
963660,285.7413588507421
963690,285.7413588507421
963720,285.7413588507421
963750,285.7413588507421
963780,285.7413588507421
963810,285.7413588507421
963840,285.7413588507421
963870,285.7413588507421
963900,285.7413588507421
963930,285.7413588507421
963960,285.7413588507421
963990,285.7413588507421
964020,285.7413588507421
964050,285.7413588507421
964080,285.7413588507421
964110,285.7413588507421
964140,285.7413588507421
964170,285.7413588507421
964200,285.7413588507421
964230,285.7413588507421
964260,285.7413588507421
964290,285.7413588507421
964320,285.7413588507421
964350,285.7413588507421
964380,285.7413588507421
964410,285.7413588507421
964440,285.7413588507421
964470,285.7413588507421
964500,285.7413588507421
964530,285.7413588507421
964560,285.7413588507421
964590,285.7413588507421
964620,285.7413588507421
964650,285.7413588507421
964680,285.7413588507421
964710,285.7413588507421
964740,285.7413588507421
964770,285.7413588507421
964800,285.7413588507421
964830,285.7413588507421
964860,285.7413588507421
964890,285.7413588507421
964920,285.7413588507421
964950,285.7413588507421
964980,285.7413588507421
965010,285.7413588507421
965040,285.7413588507421
965070,285.7413588507421
965100,285.7413588507421
965130,285.7413588507421
965160,285.7413588507421
965190,285.7413588507421
965220,285.7413588507421
965250,285.7413588507421
965280,285.7413588507421
965310,285.7413588507421
965340,285.7413588507421
965370,285.7413588507421
965400,285.7413588507421
965430,285.7413588507421
965460,285.7413588507421
965490,285.7413588507421
965520,285.7413588507421
965550,285.7413588507421
965580,285.7413588507421
965610,285.7413588507421
965640,285.7413588507421
965670,285.7413588507421
965700,285.7413588507421
965730,285.7413588507421
965760,285.7413588507421
965790,285.7413588507421
965820,285.7413588507421
965850,285.7413588507421
965880,285.7413588507421
965910,285.7413588507421
965940,285.7413588507421
965970,285.7413588507421
966000,285.7413588507421
966030,285.7413588507421
966060,285.7413588507421
966090,285.7413588507421
966120,285.7413588507421
966150,285.7413588507421
966180,285.7413588507421
966210,285.7413588507421
966240,285.7413588507421
966270,285.7413588507421
966300,285.7413588507421
966330,285.7413588507421
966360,285.7413588507421
966390,285.7413588507421
966420,285.7413588507421
966450,285.7413588507421
966480,285.7413588507421
966510,285.7413588507421
966540,285.7413588507421
966570,285.7413588507421
966600,285.7413588507421
966630,285.7413588507421
966660,285.7413588507421
966690,285.7413588507421
966720,285.7413588507421
966750,285.7413588507421
966780,285.7413588507421
966810,285.7413588507421
966840,285.7413588507421
966870,285.7413588507421
966900,285.7413588507421
966930,285.7413588507421
966960,285.7413588507421
966990,285.7413588507421
967020,285.7413588507421
967050,285.7413588507421
967080,285.7413588507421
967110,285.7413588507421
967140,285.7413588507421
967170,285.7413588507421
967200,285.7413588507421
967230,285.7413588507421
967260,285.7413588507421
967290,285.7413588507421
967320,285.7413588507421
967350,285.7413588507421
967380,285.7413588507421
967410,285.7413588507421
967440,285.7413588507421
967470,285.7413588507421
967500,285.7413588507421
967530,285.7413588507421
967560,285.7413588507421
967590,285.7413588507421
967620,285.7413588507421
967650,285.7413588507421
967680,285.7413588507421
967710,285.7413588507421
967740,285.7413588507421
967770,285.7413588507421
967800,285.7413588507421
967830,285.7413588507421
967860,285.7413588507421
967890,285.7413588507421
967920,285.7413588507421
