time,hvac_reaAhu_TMix_y
950400,292.5469078821127
950430,292.5469078661352
950460,292.5469113158259
950490,292.5469131883843
950520,292.54691373590344
950550,292.54690475030003
950580,292.5469045715702
950610,292.54690626355546
950640,292.54690684002435
950670,292.5469070279864
950700,292.5469070864729
950730,292.54690710180114
950760,292.54690710270205
950790,292.54690709883323
950820,292.54690709341213
950850,292.54690708754407
950880,292.5469070816192
950910,292.5469070756974
950940,292.5469070697332
950970,292.5469070638928
951000,292.5469070580966
951030,292.5469070524362
951060,292.5469070469852
951090,292.5469070415812
951120,292.5469070363086
951150,292.54690703115295
951180,292.54690702619524
951210,292.54690702138697
951240,292.5469070168166
951270,292.5469070124856
951300,292.5469070083678
951330,292.54690700446986
951360,292.5469070008318
951390,292.5469069973585
951420,292.5469069942133
951450,292.5469069913698
951480,292.5469069887982
951510,292.5469069864597
951540,292.54690698439214
951570,292.5469069825984
951600,292.54690698115417
951630,292.5469069800143
951660,292.5469069791704
951690,292.5469069786021
951720,292.5469069783975
951750,292.5469069784455
951780,292.5469069788366
951810,292.54690697959063
951840,292.54690697633754
951870,292.546906971841
951900,292.54690696695997
951930,292.5469069620983
951960,292.5469069572869
951990,292.5469069525721
952020,292.5469069479757
952050,292.546906943412
952080,292.54690693909345
952110,292.5469069349437
952140,292.5469069309488
952170,292.546906927089
952200,292.54690692340813
952230,292.54690691983336
952260,292.5469069163579
952290,292.5469069130296
952320,292.54690690993385
952350,292.5469069070277
952380,292.54690690424343
952410,292.54690690158225
952440,292.5469068990615
952470,292.5469068967403
952500,292.54690689459403
952530,292.5469068925964
952560,292.54690689064836
952590,292.54690688886063
952620,292.54690688728743
952650,292.54690688584793
952680,292.54690688444833
952710,292.5469068831149
952740,292.5469068819496
952770,292.54690688077915
952800,292.54690687977325
952830,292.5469068789122
952860,292.54690687822483
952890,292.54690687762167
952920,292.54690687703555
952950,292.54690687652993
952980,292.5469068761136
953010,292.546906875717
953040,292.54690687532616
953070,292.5469068749709
953100,292.54690687469673
953130,292.5469068744554
953160,292.54690687428456
953190,292.54690687415746
953220,292.546906874054
953250,292.54690687400495
953280,292.5469068740016
953310,292.54690687395873
953340,292.5469068739704
953370,292.5469068741299
953400,292.5469068742589
953430,292.5469068743932
953460,292.5469068746174
953490,292.54690687492905
953520,292.54690687531644
953550,292.5469068757522
953580,292.54690687628147
953610,292.54690687687867
953640,292.5469068768731
953670,292.5469068765315
953700,292.546906876
953730,292.54690687531144
953760,292.5469068746777
953790,292.5469068740366
953820,292.54690687339604
953850,292.54690687282164
953880,292.546906872274
953910,292.54690687189327
953940,292.5469068715803
953970,292.546906871606
954000,292.5469068718882
954030,292.54690680294556
954060,292.54690668624824
954090,292.54690663468057
954120,292.54691555993253
954150,292.5469185489935
954180,292.5469167476073
954210,292.5469134837925
954240,292.5469098692913
954270,292.54690609959573
954300,292.54690225366363
954330,292.54689837493805
954360,292.5468944762766
954390,292.5468905605058
954420,292.5468866286736
954450,292.5468826807859
954480,292.54687871674463
954510,292.5468747363934
954540,292.5468707394891
954570,292.5468667256851
954600,292.5468626948539
954630,292.54685864645097
954660,292.5468545806248
954690,292.5468504967644
954720,292.5468463946582
954750,292.5468422744449
954780,292.54683813515095
954810,292.5468339766381
954840,292.5468297893677
954870,292.54682557231354
954900,292.5468213312283
954930,292.54681706880626
954960,292.5468127856356
954990,292.5468084809343
955020,292.5468041550649
955050,292.5467998075694
955080,292.5467954389009
955110,292.5467910478846
955140,292.54678663502506
955170,292.54678219987153
955200,292.5467777422526
955230,292.5467732620483
955260,292.54676875889334
955290,292.54676423291096
955320,292.5467596833956
955350,292.5467551107771
955380,292.5467505144099
955410,292.5467458943705
955440,292.54674105254406
955470,292.54673669373057
955500,292.54673196467905
955530,292.5467272051015
955560,292.5467224536457
955590,292.54671768794105
955620,292.54671289968303
955650,292.5467080871822
955680,292.54670324974404
955710,292.54669838721253
955740,292.5466934992498
955770,292.5466885858069
955800,292.54668364654106
955830,292.5466786816036
955860,292.54667369086405
955890,292.5466686740263
955920,292.54666363081634
955950,292.546658561698
955980,292.54665346587495
956010,292.54664834392105
956040,292.5466431951709
956070,292.54663801988397
956100,292.5466328176995
956130,292.54662758883063
956160,292.5466223329169
956190,292.54661704995533
956220,292.5466117401685
956250,292.54660640290297
956280,292.54660103843923
956310,292.5465956468834
956340,292.5465902277531
956370,292.5465847810557
956400,292.54657930729843
956430,292.54657380569597
956460,292.54656827643873
956490,292.54656271973084
956520,292.54655713536823
956550,292.54655152295675
956580,292.5465458832701
956610,292.5465402153234
956640,292.54653451978817
956670,292.54652879644124
956700,292.5465230450314
956730,292.546517265848
956760,292.5465114588487
956790,292.5465056238662
956820,292.5464997608304
956850,292.5464938701226
956880,292.54648795122375
956910,292.5464820045692
956940,292.54647603009124
956970,292.54647002740626
957000,292.54646399708326
957030,292.5464579386989
957060,292.54645185263615
957090,292.54644573872
957120,292.54643959705373
957150,292.5464334273448
957180,292.5464272302007
957210,292.5464210051586
957240,292.54641446462887
957270,292.54640866435795
957300,292.5464023217913
957330,292.5463959373669
957360,292.5463895753875
957390,292.5463832026147
957420,292.5463768062845
957450,292.5463703840194
957480,292.54636393480956
957510,292.546357458865
957540,292.5463509559407
957570,292.54634442637405
957600,292.54633787002956
957630,292.5463356797914
957660,292.5463349450078
957690,292.5463346921961
957720,292.5463345982529
957750,292.546334555585
957780,292.54633452820684
957810,292.5463345037732
957840,292.54633447783027
957870,292.5463344487649
957900,292.546334415774
957930,292.54633437819564
957960,292.5463343356354
957990,292.5463217971117
958020,292.5463175812082
958050,292.54630920528786
958080,292.54630356079673
958110,292.54630066137116
958140,292.54630137742197
958170,292.5463054571813
958200,292.5463127489778
958230,292.5463229225626
958260,292.54633567178536
958290,292.5463506357681
958320,292.54636744009
958350,292.5463856698211
958380,292.54640487943203
958410,292.54642457810723
958440,292.54644423292274
958470,292.5464632566431
958500,292.54648100836647
958530,292.5464967818482
958560,292.54650980548945
958590,292.54651923066126
958620,292.5465241310671
958650,292.54652349105487
958680,292.5465162073462
958710,292.5465010751423
958740,292.54647679423005
958770,292.54644195328495
958800,292.5463950459604
958830,292.54633444368784
958860,292.5462584427824
958890,292.54616519786424
958920,292.5460528547093
958950,292.5459193446805
958980,292.5457628117085
959010,292.5455808433077
959040,292.54537211357933
959070,292.5451330053497
959100,292.54512476804405
959130,292.54512270949454
959160,292.5451149049982
959190,292.5451084729995
959220,292.54511208571563
959250,292.5451201102323
959280,292.5451206388741
959310,292.5451202252639
959340,292.5451248032167
959370,292.5451245248001
959400,292.54512358224616
959430,292.54512303463184
959460,292.545122617476
959490,292.5451222421726
959520,292.545121882177
959550,292.54512151605667
959580,292.54512110117815
959610,292.5451205593214
959640,292.5451201541645
959670,292.54511974453777
959700,292.5451191517947
959730,292.5451187444364
959760,292.5451183172143
959790,292.5451176153289
959820,292.545117191635
959850,292.5451167672746
959880,292.5451160638255
959910,292.54511566315335
959940,292.5451152829673
959970,292.5451146852639
960000,292.5451137151149
960030,292.54511325941223
960060,292.5451129338819
960090,292.54511254980747
960120,292.5451120455763
960150,292.54511145185995
960180,292.5451108680036
960210,292.5451104417924
960240,292.54511035049086
960270,292.54511078409286
960300,292.5451119306174
960330,292.54511396346044
960360,292.5451145876355
960390,292.5451147617663
960420,292.5451148391587
960450,292.5451149720322
960480,292.5451152424383
960510,292.545115703202
960540,292.5451163897784
960570,292.5451165924114
960600,292.54511664357324
960630,292.545116667223
960660,292.5451167142401
960690,292.54511680692417
960720,292.54511695522865
960750,292.545117161821
960780,292.54511742499216
960810,292.54511773977885
960840,292.54511809907115
960870,292.54511849434255
960900,292.5451189162206
960930,292.54511935502313
960960,292.5451198008791
960990,292.5451202438998
961020,292.54512067445125
961050,292.54512108289435
961080,292.54512145961655
961110,292.5451217947129
961140,292.5451220778599
961170,292.5451222982177
961200,292.5451224439511
961230,292.54512248666055
961260,292.5451224948746
961290,292.54512249414864
961320,292.54512249256584
961350,292.54512032148494
961380,292.5451195967524
961410,292.54511935399165
961440,292.54511927139896
961470,292.54511924148164
961500,292.54511922847826
961530,292.5451192203461
961560,292.54511921332613
961590,292.5451192060823
961620,292.54511919783107
961650,292.5451191873645
961680,292.545119172534
961710,292.545119149264
961740,292.54511911083426
961770,292.5451190473976
961800,292.5451189447207
961830,292.5451187836078
961860,292.54511853989305
961890,292.54511818401573
961920,292.5451176824905
961950,292.545116999811
961980,292.54511670605143
962010,292.54511651751903
962040,292.5451163114645
962070,292.5451160246012
962100,292.54511562772564
962130,292.54511512841725
962160,292.545114586184
962190,292.5451141352196
962220,292.54511401259964
962250,292.54511459164144
962280,292.54511459364596
962310,292.54511442786793
962340,292.5451143672421
962370,292.54511410863404
962400,292.54511385983176
962430,292.5451135064667
962460,292.5451132305662
962490,292.545112836715
962520,292.5451125463873
962550,292.54511211784484
962580,292.5451118028921
