time,hvac_reaZonWes_TSup_y
950400,285.83460655535674
950430,285.83460656001364
950460,285.83460499384245
950490,285.83460414213687
950520,285.8346038909629
950550,285.8346079786125
950580,285.8346080548567
950610,285.83460728490195
950640,285.83460702079844
950670,285.83460693273577
950700,285.8346069033205
950730,285.83460689344554
950760,285.8346068900486
950790,285.8346068887999
950820,285.8346068882625
950850,285.8346068879324
950880,285.83460688762284
950910,285.83460688727797
950940,285.83460688689274
950970,285.83460688645715
951000,285.8346068859952
951030,285.8346068854876
951060,285.83460688490624
951090,285.8346068842512
951120,285.8346068835423
951150,285.83460688279666
951180,285.8346068819429
951210,285.8346068810116
951240,285.8346068800492
951270,285.8346068789918
951300,285.83460687782184
951330,285.8346068765815
951360,285.8346068752623
951390,285.83460687386673
951420,285.83460687237687
951450,285.8346068708129
951480,285.8346068691486
951510,285.8346068673848
951540,285.83460686548125
951570,285.8346068634714
951600,285.8346068613727
951630,285.8346068591836
951660,285.8346068568609
951690,285.83460685446
951720,285.83460685195666
951750,285.8346068493134
951780,285.8346068466067
951810,285.8346068438102
951840,285.8346068428902
951870,285.83460684261945
951900,285.8346068425525
951930,285.8346068425675
951960,285.83460684258614
951990,285.83460684262155
952020,285.83460684265106
952050,285.8346068426542
952080,285.8346068426375
952110,285.8346068426487
952140,285.83460684267067
952170,285.8346068426868
952200,285.8346068426799
952230,285.83460684264804
952260,285.8346068426396
952290,285.8346068426297
952320,285.83460684262593
952350,285.8346068426332
952380,285.8346068426206
952410,285.83460684258114
952440,285.8346068425591
952470,285.8346068425507
952500,285.83460684255067
952530,285.8346068425515
952560,285.8346068425683
952590,285.8346068426005
952620,285.8346068426635
952650,285.8346068427329
952680,285.8346068427918
952710,285.83460684289656
952740,285.83460684300945
952770,285.8346068431235
952800,285.83460684331385
952830,285.83460684351087
952860,285.8346068437186
952890,285.83460684395493
952920,285.8346068442826
952950,285.8346068446385
952980,285.83460684503154
953010,285.8346068454647
953040,285.83460684596713
953070,285.8346068464827
953100,285.83460684706665
953130,285.8346068476917
953160,285.8346068483234
953190,285.8346068490443
953220,285.83460684982674
953250,285.8346068506662
953280,285.83460685153614
953310,285.8346068524259
953340,285.83460685337207
953370,285.83460685435017
953400,285.83460685539933
953430,285.834606856473
953460,285.83460685754545
953490,285.834606858636
953520,285.8346068597343
953550,285.83460686088256
953580,285.834606862034
953610,285.83460686315954
953640,285.83460686462934
953670,285.8346068662514
953700,285.8346068679479
953730,285.83460686968846
953760,285.8346068714916
953790,285.83460687334366
953820,285.8346068751957
953850,285.8346068770326
953880,285.83460687886026
953910,285.8346068806212
953940,285.8346068823021
953970,285.8346068838833
954000,285.8346068853516
954030,285.8346069177616
954060,285.83460697149235
954090,285.83460699608844
954120,285.8346030158091
954150,285.83460168385045
954180,285.8346024914239
954210,285.8346039517837
954240,285.8346055688033
954270,285.834607255167
954300,285.8346089754556
954330,285.83461071052267
954360,285.8346124544242
954390,285.83461420598394
954420,285.8346159647926
954450,285.834617730721
954480,285.83461950389
954510,285.8346212843416
954540,285.8346230722018
954570,285.83462486758
954600,285.8346266706198
954630,285.8346284814175
954660,285.83463030018817
954690,285.83463212687593
954720,285.8346339617215
954750,285.83463580475706
954780,285.83463765616096
954810,285.83463951638663
954840,285.834641389268
954870,285.83464327556425
954900,285.83464517253765
954930,285.83464707902584
954960,285.8346489949657
954990,285.83465092036363
955020,285.8346528552844
955050,285.83465479978577
955080,285.83465675398253
955110,285.83465871791435
955140,285.83466069172056
955170,285.83466267550017
955200,285.83466466927257
955230,285.8346666732599
955260,285.83466868734524
955290,285.83467071181144
955320,285.8346727465906
955350,285.83467479188806
955380,285.8346768477175
955410,285.83467891416626
955440,285.83468106363017
955470,285.83468299455853
955500,285.8346850875821
955530,285.83468719340556
955560,285.83468929557023
955590,285.8346914039215
955620,285.8346935222467
955650,285.83469565132714
955680,285.83469779141745
955710,285.8346999425215
955740,285.8347021049817
955770,285.8347042786688
955800,285.83470646374354
955830,285.83470866019894
955860,285.83471086804866
955890,285.8347130875857
955920,285.83471531852877
955950,285.83471756112164
955980,285.8347198154844
956010,285.8347220814127
956040,285.83472435915394
956070,285.83472664864564
956100,285.8347289500222
956130,285.83473126326635
956160,285.83473358841803
956190,285.83473592554606
956220,285.8347382745998
956250,285.83474063571356
956280,285.8347430089133
956310,285.8347453940877
956340,285.8347477914692
956370,285.83475020094795
956400,285.83475262261703
956430,285.83475505641974
956460,285.8347575024332
956490,285.83475996072093
956520,285.8347624312782
956550,285.83476491404707
956580,285.8347674091137
956610,285.8347699165026
956640,285.8347724361247
956670,285.8347749681889
956700,285.83477751251786
956730,285.8347800691177
956760,285.8347826381701
956790,285.83478521956323
956820,285.8347878132531
956850,285.8347904193552
956880,285.8347930377577
956910,285.8347956685635
956940,285.83479831178687
956970,285.83480096722644
957000,285.83480363504583
957030,285.8348063152345
957060,285.8348090077133
957090,285.8348117125595
957120,285.83481442969236
957150,285.8348171590516
957180,285.8348199007323
957210,285.83482265465705
957240,285.83482553366065
957270,285.8348280832071
957300,285.83483086942886
957330,285.834833673342
957360,285.8348364673714
957390,285.83483926598706
957420,285.8348420750319
957450,285.83484489554456
957480,285.8348477276709
957510,285.8348505716894
957540,285.834853427516
957570,285.834856295064
957600,285.8348591744399
957630,285.8348601379733
957660,285.83486046268325
957690,285.83486057562885
957720,285.834860618601
957750,285.8348606386904
957780,285.8348606517025
957810,285.83486066292954
957840,285.83486067421865
957870,285.8348606863084
957900,285.8348606995454
957930,285.8348607141508
957960,285.83486073023477
957990,285.83486622312404
958020,285.83486806696817
958050,285.834871733591
958080,285.8348742017094
958110,285.8348754658014
958140,285.834875143921
958170,285.8348733464689
958200,285.8348701400997
958230,285.8348656692019
958260,285.8348600681627
958290,285.8348534950757
958320,285.8348461139563
958350,285.8348381066655
958380,285.8348296685967
958410,285.83482101465097
958440,285.8348123784833
958470,285.8348040175533
958500,285.83479621257067
958530,285.83478927324023
958560,285.8347835377086
958590,285.83477937789667
958620,285.8347771998619
958650,285.8347774486944
958680,285.83478060808415
958710,285.83478720617944
958740,285.8347978126883
958770,285.834813046496
958800,285.834833567767
958830,285.83486009042775
958860,285.8348933611883
958890,285.83493418906045
958920,285.8349833868669
958950,285.8350418614861
958980,285.8351104264328
959010,285.8351901392979
959040,285.83528158131367
959070,285.8353863383767
959100,285.8353898859742
959130,285.83539071408603
959160,285.83539401995705
959190,285.83539673237294
959220,285.8353951094219
959250,285.8353915851291
959280,285.83539129137654
959310,285.83539140313786
959340,285.8353893245173
959370,285.83538937376204
959400,285.83538971179746
959430,285.83538987992534
959460,285.8353899917897
959490,285.8353900857328
