time,hvac_reaZonEas_TSup_y
950400,286.07060024244936
950430,286.07060024695903
950460,286.07059873044733
950490,286.07059790573555
950520,286.070597662512
950550,286.0706016208875
950580,286.0706016946838
950610,286.07060094914186
950640,286.07060069341634
950670,286.07060060814723
950700,286.07060057966527
950730,286.0706005701042
950760,286.07060056681456
950790,286.0706005656054
950820,286.0706005650849
950850,286.07060056476547
950880,286.07060056446505
950910,286.07060056413036
950940,286.07060056375724
950970,286.07060056333427
951000,286.07060056288725
951030,286.07060056239595
951060,286.0706005618336
951090,286.07060056119985
951120,286.07060056051336
951150,286.0706005597922
951180,286.0706005589652
951210,286.07060055806227
951240,286.07060055713185
951270,286.07060055610816
951300,286.07060055497357
951330,286.0706005537726
951360,286.0706005524958
951390,286.0706005511472
951420,286.0706005497053
951450,286.07060054819243
951480,286.0706005465826
951510,286.0706005448762
951540,286.0706005430323
951570,286.0706005410852
951600,286.0706005390515
951630,286.0706005369315
951660,286.0706005346815
951690,286.0706005323564
951720,286.07060052993216
951750,286.07060052737233
951780,286.07060052475254
951810,286.07060052204577
951840,286.07060052115617
951870,286.07060052089435
951900,286.0706005208295
951930,286.0706005208456
951960,286.07060052086547
951990,286.0706005209012
952020,286.0706005209296
952050,286.07060052093186
952080,286.07060052091543
952110,286.07060052092606
952140,286.07060052094835
952170,286.0706005209637
952200,286.0706005209572
952230,286.07060052092635
952260,286.0706005209173
952290,286.07060052090856
952320,286.07060052090645
952350,286.07060052091447
952380,286.0706005209012
952410,286.0706005208612
952440,286.07060052083824
952470,286.0706005208294
952500,286.07060052082966
952530,286.0706005208306
952560,286.0706005208465
952590,286.0706005208777
952620,286.0706005209389
952650,286.0706005210052
952680,286.0706005210616
952710,286.07060052116395
952740,286.07060052127355
952770,286.07060052138297
952800,286.0706005215689
952830,286.0706005217596
952860,286.07060052196005
952890,286.0706005221893
952920,286.0706005225077
952950,286.07060052285254
952980,286.07060052323277
953010,286.07060052365125
953040,286.07060052413743
953070,286.07060052463663
953100,286.07060052520205
953130,286.07060052580806
953160,286.0706005264204
953190,286.07060052712
953220,286.0706005278797
953250,286.0706005286946
953280,286.0706005295377
953310,286.0706005304002
953340,286.070600531317
953370,286.07060053226485
