time,hvac_reaAhu_TCooCoiRet_y
950400,285.7464282396388
950430,285.7464282396388
950460,285.7464282396388
950490,285.7464282396388
950520,285.7464282396388
950550,285.7464282396388
950580,285.7464282396388
950610,285.7464282396388
950640,285.7464282396388
950670,285.7464282396388
950700,285.7464282396388
950730,285.7464282396388
950760,285.7464282396388
950790,285.7464282396388
950820,285.7464282396388
950850,285.7464282396388
950880,285.7464282396388
950910,285.7464282396388
950940,285.7464282396388
950970,285.7464282396388
951000,285.7464282396388
951030,285.7464282396388
951060,285.7464282396388
951090,285.7464282396388
951120,285.7464282396388
951150,285.7464282396388
951180,285.7464282396388
951210,285.7464282396388
951240,285.7464282396388
951270,285.7464282396388
951300,285.7464282396388
951330,285.7464282396388
951360,285.7464282396388
951390,285.7464282396388
951420,285.7464282396388
951450,285.7464282396388
951480,285.7464282396388
951510,285.7464282396388
951540,285.7464282396388
951570,285.7464282396388
951600,285.7464282396388
951630,285.7464282396388
951660,285.7464282396388
951690,285.7464282396388
951720,285.7464282396388
951750,285.7464282396388
951780,285.7464282396388
951810,285.7464282396388
951840,285.7464282396388
951870,285.7464282396388
951900,285.7464282396388
951930,285.7464282396388
951960,285.7464282396388
951990,285.7464282396388
952020,285.7464282396388
952050,285.7464282396388
952080,285.7464282396388
952110,285.7464282396388
952140,285.7464282396388
952170,285.7464282396388
952200,285.7464282396388
952230,285.7464282396388
952260,285.7464282396388
952290,285.7464282396388
952320,285.7464282396388
952350,285.7464282396388
952380,285.7464282396388
952410,285.7464282396388
952440,285.7464282396388
952470,285.7464282396388
952500,285.7464282396388
952530,285.7464282396388
952560,285.7464282396388
952590,285.7464282396388
952620,285.7464282396388
952650,285.7464282396388
952680,285.7464282396388
952710,285.7464282396388
952740,285.7464282396388
952770,285.7464282396388
952800,285.7464282396388
952830,285.7464282396388
952860,285.7464282396388
952890,285.7464282396388
952920,285.7464282396388
952950,285.7464282396388
952980,285.7464282396388
953010,285.7464282396388
953040,285.7464282396388
953070,285.7464282396388
953100,285.7464282396388
953130,285.7464282396388
953160,285.7464282396388
953190,285.7464282396388
953220,285.7464282396388
953250,285.7464282396388
953280,285.7464282396388
953310,285.7464282396388
953340,285.7464282396388
953370,285.7464282396388
953400,285.7464282396388
953430,285.7464282396388
953460,285.7464282396388
953490,285.7464282396388
953520,285.7464282396388
