time,hvac_reaZonCor_TSup_y
950400,285.5227006716338
950430,285.5227006776229
950460,285.5226986632068
950490,285.5226975677632
950520,285.52269724472995
950550,285.5227025016064
950580,285.52270259973346
950610,285.5227016094155
950640,285.5227012697167
950670,285.5227011564473
950700,285.52270111861196
950730,285.5227011059093
950760,285.522701101541
950790,285.522701099935
950820,285.52270109924416
950850,285.52270109881914
950880,285.52270109842243
950910,285.5227010979805
950940,285.5227010974852
950970,285.52270109692734
951000,285.5227010963324
951030,285.52270109567905
951060,285.52270109493026
951090,285.5227010940866
951120,285.52270109317504
951150,285.5227010922144
951180,285.52270109111663
951210,285.52270108992144
951240,285.5227010886805
951270,285.5227010873201
951300,285.52270108581894
951330,285.5227010842235
951360,285.5227010825254
951390,285.5227010807251
951420,285.52270107880736
951450,285.5227010767927
951480,285.52270107464875
951510,285.5227010723772
951540,285.52270106993024
951570,285.52270106734716
951600,285.5227010646511
951630,285.5227010618362
951660,285.52270105885077
951690,285.5227010557634
951720,285.5227010525442
951750,285.5227010491453
951780,285.52270104566196
951810,285.52270104206326
951840,285.5227010408775
951870,285.52270104052883
951900,285.52270104044266
951930,285.5227010404588
951960,285.522701040479
951990,285.5227010405217
952020,285.5227010405602
952050,285.5227010405659
952080,285.5227010405451
952110,285.52270104055987
952140,285.52270104058607
952170,285.5227010406074
952200,285.5227010405981
952230,285.52270104055714
952260,285.522701040548
952290,285.5227010405336
952320,285.52270104052565
952350,285.52270104053326
952380,285.52270104051917
952410,285.5227010404722
952440,285.52270104044715
952470,285.52270104043833
952500,285.5227010404377
952530,285.5227010404389
952560,285.52270104046164
952590,285.5227010405036
952620,285.52270104058465
952650,285.5227010406765
952680,285.5227010407542
952710,285.5227010408879
952740,285.52270104103377
952770,285.5227010411835
952800,285.5227010414266
952830,285.52270104168196
952860,285.5227010419523
952890,285.52270104225755
952920,285.52270104267916
952950,285.5227010431392
952980,285.52270104364857
953010,285.522701044211
953040,285.5227010448617
953070,285.5227010455288
953100,285.5227010462842
953130,285.52270104709146
953160,285.52270104790796
953190,285.5227010488377
953220,285.5227010498461
953250,285.52270105092845
953280,285.5227010520532
953310,285.52270105320343
953340,285.52270105442767
953370,285.52270105569306
953400,285.5227010570484
953430,285.5227010584364
953460,285.5227010598233
953490,285.522701061235
953520,285.5227010626555
953550,285.5227010641402
953580,285.52270106563174
953610,285.5227010670889
953640,285.5227010689911
953670,285.52270107109103
953700,285.52270107328746
953730,285.5227010755418
953760,285.52270107787643
953790,285.5227010802743
953820,285.5227010826719
953850,285.52270108504996
953880,285.5227010874169
953910,285.5227010896982
953940,285.522701091876
953970,285.5227010939227
954000,285.5227010958242
954030,285.52270113776154
954060,285.52270120728514
954090,285.5227012391147
954120,285.52269608847314
954150,285.5226943648695
954180,285.5226954097512
954210,285.5226972993306
954240,285.522699391628
954270,285.522701573651
954300,285.52270379957815
954330,285.5227060446255
954360,285.52270830110285
954390,285.5227105674915
954420,285.5227128432561
954450,285.5227151282403
954480,285.52271742258876
954510,285.5227197263624
954540,285.52272203972484
954570,285.5227243628098
954600,285.5227266958185
954630,285.52272903885654
954660,285.52273139221575
954690,285.52273375582416
954720,285.5227361299776
954750,285.5227385147409
954780,285.522740910323
954810,285.5227433173267
954840,285.5227457407026
954870,285.5227481814374
954900,285.522750635995
954930,285.52275310285995
954960,285.52275558194737
954990,285.5227580732887
955020,285.5227605769423
955050,285.52276309299697
955080,285.5227656215892
955110,285.52276816279203
955140,285.52277071676036
955170,285.5227732836434
955200,285.52277586345883
955230,285.5227784564785
955260,285.52278106257637
955290,285.52278368210096
955320,285.5227863149777
955350,285.5227889614599
955380,285.5227916215743
955410,285.52279429542176
955440,285.5227970891912
955470,285.5227996022462
955500,285.52280232773643
955530,285.5228050703422
955560,285.52280780832547
955590,285.5228105544163
955620,285.5228133135117
955650,285.5228160866266
955680,285.5228188740759
955710,285.52282167588527
955740,285.5228244924693
955770,285.5228273236967
955800,285.52283016974354
955830,285.52283303061785
955860,285.5228359063338
955890,285.52283879727065
955920,285.5228417030733
955950,285.5228446240418
955980,285.52284756034044
956010,285.52285051170793
956040,285.5228534784682
956070,285.52285646052184
956100,285.52285945806364
956130,285.5228624710626
956160,285.5228654995667
956190,285.5228685436796
956220,285.52287160331963
956250,285.522874678669
956280,285.52287776976533
956310,285.52288087645485
956340,285.522883999046
956370,285.5228871373962
956400,285.52289029162245
956430,285.5228934616563
956460,285.52289664759456
956490,285.5228998495186
956520,285.52290306742526
956550,285.522906301241
956580,285.52290955106946
956610,285.522912816957
956640,285.52291609876966
956670,285.52291939679355
956700,285.52292271079125
956730,285.52292604077746
956760,285.52292938697786
956790,285.52293274925347
956820,285.52293612755017
956850,285.52293952200637
956880,285.5229429324992
956910,285.52294635913387
956940,285.52294980194387
956970,285.522953260675
957000,285.5229567355273
957030,285.52296022649085
957060,285.522963733464
957090,285.52296725654304
957120,285.52297079562646
957150,285.5229743506403
957180,285.5229779216954
957210,285.5229815087131
957240,285.5229852749218
957270,285.5229886143616
957300,285.5229922657276
957330,285.52299594085775
957360,285.52299960321585
957390,285.5230032716542
957420,285.5230069537797
957450,285.5230106509427
957480,285.5230143633431
957510,285.52301809132604
957540,285.52302183478133
957570,285.523025593612
957600,285.52302936794695
957630,285.52303063096906
957660,285.5230310566115
957690,285.52303120467315
957720,285.5230312610115
957750,285.52303128735844
957780,285.52303130443175
957810,285.523031319166
957840,285.52303133398874
957870,285.5230313498654
957900,285.5230313672504
957930,285.5230313864343
957960,285.5230314075576
957990,285.52303861645504
958020,285.52304103634197
958050,285.5230458484371
958080,285.5230490876498
958110,285.5230507466822
958140,285.5230503242948
958170,285.5230479653784
958200,285.5230437573995
958230,285.52303788985887
958260,285.52303053912846
958290,285.52302191269155
958320,285.5230122257969
958350,285.523001717121
958380,285.52299064310336
958410,285.52297928577025
958440,285.5229679517835
958470,285.52295697902866
958500,285.5229467358985
958530,285.5229376288734
958560,285.5229301017108
958590,285.5229246425383
958620,285.5229217842579
958650,285.5229221110112
958680,285.5229262575899
958710,285.52293491713357
958740,285.52294883733185
958770,285.52296883041294
958800,285.52299576276346
958830,285.52303057135197
958860,285.523074236159
958890,285.52312781893164
958920,285.5231923864192
958950,285.5232691288018
958980,285.52335911374195
959010,285.52346372922705
959040,285.5235837380564
959070,285.5237212215591
959100,285.52372587805695
959130,285.52372697169426
959160,285.523731337722
959190,285.52373491997895
959220,285.5237327754486
959250,285.52372811841747
959280,285.52372773019414
959310,285.5237278778218
959340,285.5237251341181
959370,285.5237251994327
959400,285.5237256461612
959430,285.52372586835065
959460,285.523726016191
959490,285.52372614036045
959520,285.52372625634234
959550,285.5237263766617
