time,hvac_reaZonSou_TZon_y
950400,293.67256268191574
950430,293.6728595231859
950460,293.6729924440754
950490,293.67296492905297
950520,293.67280001718626
950550,293.67251082132964
950580,293.6721200936569
950610,293.67164239446123
950640,293.6710910000424
950670,293.67047521149584
950700,293.6698036326372
950730,293.66908397381394
950760,293.6683229428514
950790,293.6675263100693
950820,293.666699019063
950850,293.66584530025034
950880,293.6649687740264
950910,293.6640725406137
950940,293.6631592570609
950970,293.662231202805
951000,293.6612903353565
951030,293.6603383375603
951060,293.65937665770235
951090,293.6584065435548
951120,293.6574290712875
951150,293.6564451700329
951180,293.65545564277016
951210,293.6544611840909
951240,293.6534623953232
951270,293.6524597974178
951300,293.6514538419341
951330,293.6504449204158
951360,293.6494333724007
951390,293.6484194922691
951420,293.6474035351059
951450,293.64638572172476
951480,293.6453662429795
951510,293.64434526346764
951540,293.64332292471795
951570,293.6422993479365
951600,293.6412746363774
951630,293.6402488773921
951660,293.63922214420444
951690,293.63819449744994
951720,293.6371659865152
951750,293.6361366507041
951780,293.6351065202556
951810,293.63407561723545
951840,293.63304395631025
951870,293.632011545453
951900,293.6309783865338
951930,293.629944475856
951960,293.6289098046316
951990,293.6278743594009
952020,293.6268381224083
952050,293.6258010719358
952080,293.6247631826027
952110,293.623724425634
952140,293.6226847691021
952170,293.6216441781451
952200,293.6206026151637
952230,293.6195600400001
952260,293.6185164101005
952290,293.61747168066364
952320,293.6164258047758
952350,293.61537873353535
952380,293.61433041616596
952410,293.6132808001213
952440,293.612229831181
952470,293.61117745354034
952500,293.6101236098918
952530,293.6090682415017
952560,293.60801128828103
952590,293.6069526888509
952620,293.6058923806033
952650,293.604830299758
952680,293.603766381417
952710,293.6027005596146
952740,293.6016327673647
952770,293.60056293670436
952800,293.59949099873467
952830,293.59841688366055
952860,293.59734052082564
952890,293.5962618387474
952920,293.5951807651488
952950,293.59409722698973
952980,293.5930111504948
953010,293.59192246118084
953040,293.5908310838825
953070,293.5897369427771
953100,293.5886399614066
953130,293.58754006270055
953160,293.586437168996
953190,293.58533120205703
953220,293.5842220830941
953250,293.5831097327812
953280,293.58199407127256
953310,293.5808750182185
953340,293.57975249278064
953370,293.5786264136464
953400,293.57749669904223
953430,293.5763632667471
953460,293.5752260341042
953490,293.57408491803307
953520,293.5729398350401
953550,293.5717907012293
953580,293.5706374323125
953610,293.56947994361855
953640,293.5683181501007
953670,293.56715196634866
953700,293.5659813065941
953730,293.564806084718
953760,293.5636262142579
953790,293.56244160841516
953820,293.56125218006065
953850,293.5600578417408
953880,293.55885850568245
953910,293.5576540837989
953940,293.5564444876938
953970,293.55522962866564
954000,293.5540094177117
954030,293.55278394213946
954060,293.5515535260019
954090,293.55031855481377
954120,293.5490794155646
954150,293.5478364260324
954180,293.54658989766784
954210,293.54534011529046
954240,293.5440873324697
954270,293.5428317773314
954300,293.54157365701644
954330,293.5403131604217
954360,293.53905046041496
954390,293.5377857157423
954420,293.5365190726545
954450,293.5352506663043
954480,293.5339806219584
954510,293.5327090560574
954540,293.5314360771407
954570,293.53016178665854
954600,293.52888627968537
954630,293.52760964554903
954660,293.52633196838514
954690,293.5250533276296
954720,293.52377379845234
954750,293.52249345214665
954780,293.5212123564724
954810,293.5199305759656
954840,293.51864817221883
954870,293.517365204166
954900,293.51608172830674
954930,293.51479779888535
954960,293.51351346807115
954990,293.51222878612293
955020,293.5109438015341
955050,293.5096585611655
955080,293.50837311036526
955110,293.5070874930792
955140,293.50580175195034
955170,293.5045159284117
955200,293.5032300627702
955230,293.50194419428334
955260,293.5006583612326
955290,293.499372600986
955320,293.49808695006186
955350,293.49680144418215
955380,293.4955161183262
955410,293.49423100677745
955440,293.49294614286623
955470,293.4916615607528
955500,293.4903772914632
955530,293.4890933674963
955560,293.4878098203283
955590,293.4865266808619
955620,293.4852439795804
955650,293.48396174656307
955680,293.48268001150024
955710,293.48139880371554
955740,293.4801181521851
955770,293.47883808556185
955800,293.4775586321903
955830,293.4762798201275
955860,293.4750016771581
955890,293.4737242308094
955920,293.47244750836893
955950,293.4711715368939
955980,293.4698963432269
956010,293.4686219540082
956040,293.4673483956844
956070,293.4660756945214
956100,293.46480387661296
956130,293.46353296789084
956160,293.4622629941327
956190,293.46099398097056
956220,293.45972595389907
956250,293.4584589382812
956280,293.4571929593562
956310,293.4559280422462
956340,293.4546642119603
956370,293.45340149340234
956400,293.45213991137456
956430,293.45087949058353
956460,293.44962025564377
956490,293.44836223108274
956520,293.447105441345
956550,293.44584991079574
956580,293.44459566372416
956610,293.4433427243471
956640,293.44209111681255
956670,293.44084086520127
956700,293.4395919935321
956730,293.43834452576215
956760,293.4370984857895
956790,293.4358538974574
956820,293.43461078455493
956850,293.4333691708188
956880,293.4321290799368
956910,293.4308905355474
956940,293.4296535612435
956970,293.42841818057406
957000,293.4271844170432
957030,293.42595229411404
957060,293.42472183520965
957090,293.4234930637133
957120,293.42226600297096
957150,293.4210406762918
957180,293.4198171069489
957210,293.4185953181816
957240,293.4173753326526
957270,293.41615717530937
957300,293.4149408671895
957330,293.4137264322679
957360,293.41251389373446
957390,293.4113032745878
957420,293.41009459783606
957450,293.4088878864885
957480,293.4076831635427
957510,293.4064804519418
957540,293.4052797745695
957570,293.4040811542529
957600,293.4028846137698
957630,293.4016946613941
957660,293.4005211329565
957690,293.3993745187418
957720,293.39826453799935
957750,293.3971997751354
957780,293.3961876719261
957810,293.39523463009186
957840,293.3943461380269
957870,293.3935268932009
957900,293.3927809120698
957930,293.3921116261892
957960,293.3915219653994
957990,293.3910144085563
958020,293.39059112402055
958050,293.39025390545567
958080,293.3900043114558
958110,293.3898436577974
958140,293.38977306461913
958170,293.38979348215327
958200,293.3899057176587
958230,293.39011045619134
958260,293.3904082790851
958290,293.39079967927785
958320,293.39128507450727
958350,293.39186481835446
958380,293.3925392095629
958410,293.3933084997359
958440,293.39417289965536
958470,293.3951325843136
958500,293.39618769682426
958530,293.3973383512579
958560,293.39858463452947
958590,293.39992660734686
958620,293.4013643043056
958650,293.40289773312224
958680,293.4045268730631
958710,293.40625167253006
958740,293.40807204586383
958770,293.4099878692801
958800,293.41199897603445
958830,293.4141051506543
958860,293.4163061224485
958890,293.41860155793205
958920,293.4209910527438
958950,293.423474122055
958980,293.42605019130326
959010,293.4287185838394
959040,293.43147851235886
959070,293.4343290600794
959100,293.4372721433796
959130,293.440301279062
959160,293.44341735894864
959190,293.44661890404086
959220,293.4499150412039
959250,293.45329005213074
959280,293.4567359047146
959310,293.46025808748726
959340,293.4638552029591
959370,293.46752409739327
959400,293.471261365562
959430,293.475061939274
959460,293.478808363141
959490,293.4821647232241
959520,293.48506347846967
959550,293.4875245280154
959580,293.489592480699
959610,293.4913153937746
959640,293.49273800176
959670,293.49389995523825
959700,293.4948357394735
959730,293.49557511502115
959760,293.4961436765158
959790,293.4965634002655
959820,293.4968531397386
959850,293.4970290581065
959880,293.4971050083313
959910,293.49709286230797
959940,293.4970027911764
959970,293.4968435113898
960000,293.49662249578137
960030,293.49634615719225
960060,293.4960200017592
960090,293.4956487670513
960120,293.49523653888696
960150,293.49478685211517
960180,293.49430277746
960210,293.49378699626965
960240,293.4932418647564
960270,293.49266946909313
960300,293.49207167254315
960330,293.4914501556375
960360,293.4908064463488
960390,293.4901419585055
960420,293.48945800913054
960450,293.48875583938695
960480,293.48803663135834
960510,293.4873015215965
960540,293.48655161194483
960570,293.4857879768575
960600,293.48501167286673
960630,293.4842237412131
960660,293.48342521145855
960690,293.48261710372736
960720,293.4818004299061
960750,293.4809761940239
960780,293.4801453919935
960810,293.47930901086664
960840,293.4784680277334
960870,293.4776234083833
960900,293.47677610582434
960930,293.47592705874723
960960,293.4750771900025
960990,293.4742274051518
961020,293.4733785911394
961050,293.4725316151212
961080,293.4716873234795
961110,293.47084654104157
961140,293.47001007051654
961170,293.4691786921529
961200,293.4683531636195
961230,293.46753474275465
961260,293.4667247051501
961290,293.46592374904424
961320,293.46513247125296
961350,293.4643514419851
961380,293.4635812125912
961410,293.4628222929515
961440,293.4620751593532
961470,293.4613402526008
961500,293.4606179768572
961530,293.45990869895087
961560,293.4592127480449
961590,293.45853041560275
961620,293.4578619556017
961650,293.45720758494406
961680,293.45656748403866
961710,293.45594179822166
961740,293.4553306386381
961770,293.45473408251524
961800,293.4541521736525
961830,293.453584921804
961860,293.4530323053219
961890,293.4524942722016
961920,293.45197074054283
961950,293.4514615993163
961980,293.45096671015693
962010,293.45048590601857
962040,293.45001899378445
962070,293.4495657551394
962100,293.4491259476147
962130,293.4486993057549
962160,293.44828554239564
962190,293.4478843500497
962220,293.44749540240815
962250,293.44711835595854
962280,293.44675284888984
962310,293.4463985082786
962340,293.4460549490012
962370,293.4457217749797
962400,293.4453985830479
962430,293.4450849636546
962460,293.4447805039898
962490,293.4444847889387
962520,293.44419740440765
962550,293.4439179377507
962580,293.44364598110536
962610,293.4433811311722
962640,293.44312299123374
962670,293.4428711675959
962700,293.4426252706806
962730,293.4423849142994
962760,293.4421497177182
962790,293.4419193049771
962820,293.4416933059318
962850,293.4414713556123
962880,293.4412530931954
962910,293.441038162228
962940,293.4408262088776
962970,293.4401869252714
963000,293.4390162529591
963030,293.43732944681244
963060,293.4351788638653
963090,293.4326238585803
963120,293.42972098041696
963150,293.4265212369149
963180,293.4230697371411
963210,293.4194060915071
963240,293.4155650002933
963270,293.4115768477065
963300,293.4074682493108
963330,293.40326253080127
963360,293.39898014556474
963390,293.39463904123215
963420,293.3902549733303
963450,293.3858417788567
963480,293.3814116139861
963510,293.37697516089
963540,293.3725418079582
963570,293.36811980710036
963600,293.3637164112701
963630,293.3593379948976
963660,293.3549901595269
963690,293.3506778266224
963720,293.34640531923196
963750,293.34217643395135
963780,293.33799450443513
963810,293.3338624575287
963840,293.32978286294457
963870,293.3257579772886
963900,293.32178978312976
963930,293.3178800237216
963960,293.3140302338983
963990,293.3102417676101
964020,293.30651582249794
964050,293.30285346186463
964080,293.29925563434807
964110,293.29572319157404
964140,293.29225690402865
964170,293.2888574753622
964200,293.2855255553153
964230,293.282261751435
964260,293.27906663972715
964290,293.27594077438147
964320,293.27288469668554
964350,293.26989894323543
964380,293.2669840535375
964410,293.2641405770878
964440,293.26136908000814
964470,293.2586701441868
964500,293.2560443922618
964530,293.25349247821356
964560,293.25101509499143
964590,293.2486129805883
964620,293.2462869235516
964650,293.2440377682842
964680,293.2418664202805
964710,293.23977385094196
964740,293.23776110261275
964770,293.2358292955991
964800,293.23397963316785
964830,293.2322093607712
964860,293.23051073032826
964890,293.2288750690321
964920,293.2272941396166
964950,293.2257604464554
964980,293.2242673751488
965010,293.2228090927324
965040,293.22138047206045
965070,293.2199770120506
965100,293.2185947631983
965130,293.2172302607849
965160,293.21588046587306
965190,293.2145427134739
965220,293.2132146671024
965250,293.21189427895507
965280,293.21057975501645
965310,293.20926952447644
965340,293.2079622129174
965370,293.20665661880145
965400,293.2053516928423
965430,293.20404651990407
965460,293.20274030311003
965490,293.20143234988956
965520,293.20012205972034
965550,293.1988089133583
965580,293.1974924633703
965610,293.1961723258101
965640,293.19484817289634
965670,293.1935197265705
965700,293.1921867528253
965730,293.1908490567125
965760,293.1895064779445
965790,293.1881588870186
965820,293.18680618180105
965850,293.1854482845144
965880,293.1840851390794
965910,293.18271670876896
965940,293.18134297413684
965970,293.179963931188
966000,293.1785795897613
966030,293.1771899720992
966060,293.175795111583
966090,293.1743950516132
966120,293.17298984461746
966150,293.1715795511724
966180,293.1701642392245
966210,293.16874398339945
966240,293.16731886438833
966270,293.1658889684032
966300,293.1644543866936
966330,293.16301521511565
966360,293.1615715537495
966390,293.16012350655836
966420,293.15867118108497
966450,293.15721468818117
966480,293.15575414176584
966510,293.15428965861025
966540,293.15282135814545
966570,293.1513493622901
966600,293.14987379529725
966630,293.14839478378775
966660,293.14691245616484
966690,293.1454269428756
966720,293.1439383762604
966750,293.14244689044625
966780,293.1409526212619
966810,293.1394557061643
966840,293.13795628417574
966870,293.1364544958258
966900,293.13495048310085
966930,293.13344438939924
966960,293.1319363594904
966990,293.1304265394792
967020,293.12891507677347
967050,293.12740212005565
967080,293.12588781925746
967110,293.1243723255384
967140,293.12285579126564
967170,293.12133836999664
967200,293.11982021646526
967230,293.1183014865686
967260,293.11678233735614
967290,293.1152629270209
967320,293.1137434148923
967350,293.11222396142995
967380,293.11070472821933
967410,293.1091858779687
967440,293.107667574507
967470,293.1061499827831
967500,293.1046332688662
967530,293.1031175999471
967560,293.10160314434023
967590,293.1000900714867
967620,293.0985785519589
967650,293.0970687574646
967680,293.09556086085263
967710,293.0940550361195
967740,293.092551458416
967770,293.0910503040551
967800,293.08955175051995
967830,293.08805597647336
967860,293.0865631617668
967890,293.08507348745064
967920,293.0835871357853
967950,293.082104290252
967980,293.08062513556456
968010,293.07914985768207
968040,293.0776786438216
968070,293.07621168247294
968100,293.07474916341147
968130,293.0732912777118
968160,293.0718382177629
968190,293.0703901772825
968220,293.0689473513336
968250,293.0675099363403
968280,293.06607813010487
968310,293.06465213182486
968340,293.0632321421108
968370,293.061818362417
968400,293.0604109960538
968430,293.0590100463545
968460,293.05761525650814
968490,293.0562263008286
968520,293.05484284515
968550,293.0534645667239
968580,293.0520911601839
968610,293.050722338638
968640,293.04935783314585
968670,293.04799739171915
968700,293.04664077822395
968730,293.045287771307
968760,293.04393816338296
968790,293.04259175968764
968820,293.0412483773986
968850,293.03990784481664
968880,293.03857000060475
968910,293.03723469307994
968940,293.03590177955283
968970,293.0345711257139
969000,293.0332426050603
969030,293.0319160983609
969060,293.03059149315845
969090,293.0292686833046
969120,293.0279475685251
969150,293.02662805401536
969180,293.02531005006074
969210,293.0239934716835
969240,293.02267823831187
969270,293.02136427347085
969300,293.02005150449384
969330,293.0187398622515
969360,293.0174293447266
969390,293.01612003556954
969420,293.01481203734875
969450,293.0135054495648
969480,293.0122003620582
969510,293.0108968536394
969540,293.0095949924314
969570,293.0082948367183
969600,293.0069964358906
969630,293.00569983135495
969660,293.0044050573693
969690,293.0031121417954
969720,293.0018211067723
969750,293.0005319693196
969780,292.9992447418741
969810,292.997959432769
969840,292.9966760466597
969870,292.99539458490415
969900,292.99411504590074
969930,292.9928374253887
969960,292.99156171671507
969990,292.99028791107224
970020,292.98901599770863
970050,292.98774596411573
970080,292.98647779619404
970110,292.9852114783997
970140,292.98394699387524
970170,292.98268432456445
970200,292.98142345131447
970230,292.98016482469586
970260,292.97890783706055
970290,292.91394991866815
970320,292.78897160276614
970350,292.70420513974557
970380,292.67388711520124
970410,292.6845784241412
970440,292.7251594981963
970470,292.7884849035401
970500,292.8695692499217
970530,292.9644019404617
970560,293.0693726314387
970590,293.18109622581045
970620,293.29657745900084
970650,293.41339734709265
970680,293.52982590524647
970710,293.67285964726676
970740,293.78329092823566
970770,293.85971037031925
970800,293.9152313469874
970830,293.95581100343054
970860,293.9836267323934
970890,294.00052262178815
970920,294.0074046423331
970950,294.0050121107494
970980,293.9942431593662
971010,293.9760624855402
971040,293.95146284369685
971070,293.92142048627625
971100,293.8868532174192
971130,293.8485857350479
971160,293.8073303168345
971190,293.7640164282813
971220,293.7183080782977
971250,293.6703854601904
971280,293.6210830462523
971310,293.57131507823715
971340,293.52168776202524
971370,293.47264928312705
971400,293.4245173947768
971430,293.3776077215611
971460,293.33217933478005
971490,293.2884126413609
971520,293.2464021697212
971550,293.206256173616
971580,293.16806238307475
971610,293.1317168861741
971640,293.0884183669913
971670,293.03858756486926
971700,292.9885991624772
971730,292.94085358515014
971760,292.89602607707195
971790,292.85417761440306
971820,292.81497439683415
971850,292.7780764337674
971880,292.7433229451218
971910,292.7106041259386
971940,292.6798259551896
971970,292.6508947686432
972000,292.6237127598969
972030,292.5981795601676
972060,292.57419199789837
972090,292.5516507534319
972120,292.5304592803539
972150,292.5105258919087
972180,292.49176395013814
972210,292.47409245294295
972240,292.4574356529921
972270,292.44172319413207
972300,292.42688976541285
972330,292.4128744080658
972360,292.3996206342042
972390,292.38707573877167
972420,292.37519445423624
972450,292.36394968168963
972480,292.3533233486437
972510,292.34330102997137
972540,292.33387283612274
972570,292.3250371224118
972600,292.316781658541
972630,292.30908716227214
972660,292.30193000359327
972690,292.29528322079915
972720,292.28911538021833
972750,292.2833914987879
972780,292.27807468259084
972810,292.2731272829808
972840,292.26851254908513
972870,292.2641958726344
972900,292.2601456068157
972930,292.25633402022265
972960,292.25273919635396
972990,292.24934260281503
973020,292.24612844433125
973050,292.24308082325933
973080,292.24019100508133
973110,292.23746029117183
973140,292.2348917635466
973170,292.2324863123955
973200,292.2302426972912
973230,292.22815737361344
973260,292.2263061038718
973290,292.2247959538796
973320,292.2546329264674
973350,292.30845045354033
973380,292.3574515554045
973410,292.4021269237887
