time,hvac_oveAhu_yHea_u
950400,0.0
950430,0.0
950460,0.0
950490,0.0
950520,0.0
950550,0.0
950580,0.0
950610,0.0
950640,0.0
950670,0.0
950700,0.0
950730,0.0
950760,0.0
950790,0.0
950820,0.0
950850,0.0
950880,0.0
950910,0.0
950940,0.0
950970,0.0
951000,0.0
951030,0.5002582408531517
951060,0.5002582408531517
951090,0.5002582408531517
951120,0.5002582408531517
951150,0.5002582408531517
951180,0.5002582408531517
951210,0.5002582408531517
951240,0.5002582408531517
951270,0.5002582408531517
951300,0.5002582408531517
951330,0.5002582408531517
951360,0.5002582408531517
951390,0.5002582408531517
951420,0.5002582408531517
951450,0.5002582408531517
951480,0.5002582408531517
951510,0.5002582408531517
951540,0.5002582408531517
951570,0.5002582408531517
951600,0.5002582408531517
951630,0.5002505146972274
951660,0.5002505146972274
951690,0.5002505146972274
951720,0.5002505146972274
951750,0.5002505146972274
951780,0.5002505146972274
951810,0.5002505146972274
951840,0.5002505146972274
951870,0.5002505146972274
951900,0.5002505146972274
951930,0.5002505146972274
951960,0.5002505146972274
951990,0.5002505146972274
952020,0.5002505146972274
952050,0.5002505146972274
952080,0.5002505146972274
952110,0.5002505146972274
952140,0.5002505146972274
952170,0.5002505146972274
952200,0.5002505146972274
952230,0.5002505010795257
952260,0.5002505010795257
952290,0.5002505010795257
952320,0.5002505010795257
952350,0.5002505010795257
952380,0.5002505010795257
952410,0.5002505010795257
952440,0.5002505010795257
952470,0.5002505010795257
952500,0.5002505010795257
952530,0.5002505010795257
952560,0.5002505010795257
952590,0.5002505010795257
952620,0.5002505010795257
952650,0.5002505010795257
952680,0.5002505010795257
952710,0.5002505010795257
952740,0.5002505010795257
952770,0.5002505010795257
952800,0.5002505010795257
952830,0.5002500665868101
952860,0.5002500665868101
952890,0.5002500665868101
952920,0.5002500665868101
952950,0.5002500665868101
952980,0.5002500665868101
953010,0.5002500665868101
953040,0.5002500665868101
953070,0.5002500665868101
953100,0.5002500665868101
953130,0.5002500665868101
953160,0.5002500665868101
953190,0.5002500665868101
953220,0.5002500665868101
953250,0.5002500665868101
953280,0.5002500665868101
953310,0.5002500665868101
953340,0.5002500665868101
953370,0.5002500665868101
953400,0.5002500665868101
953430,0.5002475829719847
953460,0.5002475829719847
953490,0.5002475829719847
953520,0.5002475829719847
953550,0.5002475829719847
953580,0.5002475829719847
953610,0.5002475829719847
953640,0.5002475829719847
953670,0.5002475829719847
953700,0.5002475829719847
953730,0.5002475829719847
953760,0.5002475829719847
953790,0.5002475829719847
953820,0.5002475829719847
953850,0.5002475829719847
953880,0.5002475829719847
953910,0.5002475829719847
953940,0.5002475829719847
953970,0.5002475829719847
954000,0.5002475829719847
954030,0.5002445465368117
954060,0.5002445465368117
954090,0.5002445465368117
954120,0.5002445465368117
954150,0.5002445465368117
954180,0.5002445465368117
954210,0.5002445465368117
954240,0.5002445465368117
954270,0.5002445465368117
954300,0.5002445465368117
954330,0.5002445465368117
954360,0.5002445465368117
954390,0.5002445465368117
954420,0.5002445465368117
954450,0.5002445465368117
954480,0.5002445465368117
954510,0.5002445465368117
954540,0.5002445465368117
954570,0.5002445465368117
954600,0.5002445465368117
954630,0.5002446096001978
954660,0.5002446096001978
954690,0.5002446096001978
954720,0.5002446096001978
954750,0.5002446096001978
954780,0.5002446096001978
954810,0.5002446096001978
954840,0.5002446096001978
954870,0.5002446096001978
954900,0.5002446096001978
954930,0.5002446096001978
954960,0.5002446096001978
954990,0.5002446096001978
955020,0.5002446096001978
955050,0.5002446096001978
955080,0.5002446096001978
955110,0.5002446096001978
955140,0.5002446096001978
955170,0.5002446096001978
955200,0.5002446096001978
955230,0.5002446039179094
955260,0.5002446039179094
955290,0.5002446039179094
955320,0.5002446039179094
955350,0.5002446039179094
955380,0.5002446039179094
955410,0.5002446039179094
955440,0.5002446039179094
955470,0.5002446039179094
955500,0.5002446039179094
955530,0.5002446039179094
955560,0.5002446039179094
955590,0.5002446039179094
955620,0.5002446039179094
955650,0.5002446039179094
955680,0.5002446039179094
955710,0.5002446039179094
955740,0.5002446039179094
955770,0.5002446039179094
955800,0.5002446039179094
955830,0.5002445931433688
955860,0.5002445931433688
955890,0.5002445931433688
955920,0.5002445931433688
955950,0.5002445931433688
955980,0.5002445931433688
956010,0.5002445931433688
956040,0.5002445931433688
956070,0.5002445931433688
956100,0.5002445931433688
956130,0.5002445931433688
956160,0.5002445931433688
956190,0.5002445931433688
956220,0.5002445931433688
956250,0.5002445931433688
956280,0.5002445931433688
956310,0.5002445931433688
956340,0.5002445931433688
956370,0.5002445931433688
956400,0.5002445931433688
956430,0.5002445805123847
956460,0.5002445805123847
956490,0.5002445805123847
956520,0.5002445805123847
956550,0.5002445805123847
956580,0.5002445805123847
956610,0.5002445805123847
956640,0.5002445805123847
956670,0.5002445805123847
956700,0.5002445805123847
956730,0.5002445805123847
956760,0.5002445805123847
956790,0.5002445805123847
956820,0.5002445805123847
956850,0.5002445805123847
956880,0.5002445805123847
956910,0.5002445805123847
956940,0.5002445805123847
956970,0.5002445805123847
957000,0.5002445805123847
957030,0.5002445758593858
957060,0.5002445758593858
957090,0.5002445758593858
957120,0.5002445758593858
957150,0.5002445758593858
957180,0.5002445758593858
957210,0.5002445758593858
957240,0.5002445758593858
957270,0.5002445758593858
957300,0.5002445758593858
957330,0.5002445758593858
957360,0.5002445758593858
957390,0.5002445758593858
957420,0.5002445758593858
957450,0.5002445758593858
957480,0.5002445758593858
957510,0.5002445758593858
957540,0.5002445758593858
957570,0.5002445758593858
957600,0.5002445758593858
957630,0.5002455240575269
957660,0.5002455240575269
957690,0.5002455240575269
957720,0.5002455240575269
957750,0.5002455240575269
957780,0.5002455240575269
957810,0.5002455240575269
957840,0.5002455240575269
957870,0.5002455240575269
957900,0.5002455240575269
957930,0.5002455240575269
957960,0.5002455240575269
957990,0.5002455240575269
958020,0.5002455240575269
958050,0.5002455240575269
958080,0.5002455240575269
958110,0.5002455240575269
958140,0.5002455240575269
958170,0.5002455240575269
958200,0.5002455240575269
958230,0.5002457590724074
958260,0.5002457590724074
958290,0.5002457590724074
958320,0.5002457590724074
958350,0.5002457590724074
958380,0.5002457590724074
958410,0.5002457590724074
958440,0.5002457590724074
958470,0.5002457590724074
958500,0.5002457590724074
958530,0.5002457590724074
958560,0.5002457590724074
958590,0.5002457590724074
958620,0.5002457590724074
958650,0.5002457590724074
958680,0.5002457590724074
958710,0.5002457590724074
958740,0.5002457590724074
958770,0.5002457590724074
958800,0.5002457590724074
958830,0.5002459388716414
958860,0.5002459388716414
958890,0.5002459388716414
958920,0.5002459388716414
958950,0.5002459388716414
958980,0.5002459388716414
959010,0.5002459388716414
959040,0.5002459388716414
959070,0.5002459388716414
959100,0.5002459388716414
959130,0.5002459388716414
959160,0.5002459388716414
959190,0.5002459388716414
959220,0.5002459388716414
959250,0.5002459388716414
959280,0.5002459388716414
959310,0.5002459388716414
959340,0.5002459388716414
959370,0.5002459388716414
959400,0.5002459388716414
959430,0.5002459821699996
