time,hvac_reaZonEas_CO2Zon_y
950400,615.8103217297449
950430,615.7772941366866
950460,615.744921747721
950490,615.7132954845679
950520,615.6824552173096
950550,615.6524141382378
950580,615.6231953653586
950610,615.5948128614759
950640,615.5672786586372
950670,615.5406004001704
950700,615.5147841486784
950730,615.489834094405
950760,615.4657523949896
950790,615.4425392187964
950820,615.4201928620591
950850,615.3987098915567
950880,615.3780852940413
950910,615.3583126245644
950940,615.3393841500839
950970,615.3212909865107
951000,615.3040232282076
951030,615.2875700694738
951060,615.2719199177931
951090,615.2570604988732
951120,615.2429789536372
951150,615.2296619274262
951180,615.2170956517429
951210,615.2052660188804
951240,615.1941586498858
951270,615.1837589562506
951300,615.1740521957089
951330,615.165023522599
951360,615.1566580331769
951390,615.1489408062417
951420,615.1418569394639
951450,615.1353915817375
951480,615.1295299619122
951510,615.1242574141802
951540,615.1195594004264
951570,615.1154215297779
951600,615.1118295756404
951630,615.108769490411
951660,615.1062274180969
951690,615.1041897050123
951720,615.1026429087738
951750,615.1015738057083
951780,615.100969396842
951810,615.1008169126378
951840,615.1011038163971
951870,615.1018178072047
951900,615.1029468212096
951930,615.1044790324231
951960,615.1064028527588
951990,615.1087069313743
952020,615.1113801534349
952050,615.1144116383305
952080,615.1177907374329
952110,615.121507031439
952140,615.1255503273557
952170,615.1299106551638
952200,615.1345782642038
952230,615.1395436193269
952260,615.1447973968408
952290,615.150330480294
952320,615.1561339560994
952350,615.1621991090516
952380,615.1685174177427
952410,615.175080549875
952440,615.1818803574877
952470,615.1889088721632
952500,615.1961583002277
952530,615.203621017959
952560,615.2112895668033
952590,615.2191566486154
952620,615.227215120092
952650,615.2354579880486
952680,615.243878405203
952710,615.2524696658451
952740,615.2612252014251
952770,615.2701385760781
952800,615.2792034821823
952830,615.288413735987
952860,615.2977632732619
952890,615.3072461450433
952920,615.3168565134476
952950,615.3265886475757
952980,615.3364369194661
953010,615.346395800154
953040,615.3564598558006
953070,615.3666237439137
953100,615.3768822096343
953130,615.3872300821283
953160,615.3976622710429
953190,615.4081737630447
953220,615.418759618465
953250,615.4294149679976
953280,615.4401350094971
953310,615.4509150048455
953340,615.4617502769017
953370,615.4726362065435
953400,615.4835682297629
953430,615.4945418348686
953460,615.5055525597353
953490,615.516595989139
953520,615.5276677521733
953550,615.538763519724
953580,615.5498790020337
953610,615.5610099463153
953640,615.5721521344126
953670,615.5833013806324
953700,615.5944535295163
953730,615.6056044537306
953760,615.6167500520185
953790,615.6278862472179
953820,615.6390089843334
953850,615.6501142286622
953880,615.6611979639855
953910,615.6722561908205
953940,615.6832849247154
953970,615.6942801946112
954000,615.7052380412515
954030,615.7161547239504
954060,615.7270267767409
954090,615.7378508190031
954120,615.7486238273186
954150,615.7593419804589
954180,615.7700020799416
954210,615.7806010660664
954240,615.7911358696144
954270,615.8016034660658
954300,615.8120009096742
954330,615.8223253328906
954360,615.8325739462923
954390,615.842744041474
954420,615.852832992853
954450,615.8628382582956
954480,615.8727573788346
954510,615.8825879777098
954540,615.8923277588357
954570,615.9019745049047
954600,615.9115260752307
954630,615.9209804034185
954660,615.9303354949247
954690,615.939589424601
954720,615.9487403341559
954750,615.9577864297225
954780,615.966725979382
954810,615.9755573107819
954840,615.9842788085823
954870,615.9928889127465
954900,616.0013861164093
954930,616.0097689633881
954960,616.0180360462263
954990,616.0261860043616
955020,616.0342175222921
955050,616.0421293278413
955080,616.049920190486
955110,616.0575889197855
955140,616.0651343638519
955170,616.0725554079381
955200,616.0798509730713
955230,616.0870200147364
955260,616.0940615216995
955290,616.100974514772
955320,616.1077580457718
955350,616.1144111964204
955380,616.1209330773859
955410,616.1273228273155
955440,616.133579605129
955470,616.1397026276621
955500,616.1456910817969
955530,616.1515442217938
955560,616.157261315029
955590,616.1628416499842
955620,616.1682845382221
955650,616.1735893135198
955680,616.1787553310716
955710,616.1837819669125
955740,616.1886686173274
955770,616.1934146984179
955800,616.1980196455432
955830,616.2024829129116
955860,616.2068039731171
955890,616.210982316705
955920,616.215017451841
955950,616.2189089038404
955980,616.2226562148647
956010,616.2262589435893
956040,616.2297166648087
956070,616.2330289691844
956100,616.2361954629079
956130,616.239215767432
956160,616.2420895191849
956190,616.24481636931
956220,616.2473959834199
956250,616.2498280413379
956280,616.2521122368838
956310,616.2542482776569
956340,616.2562358847865
956370,616.2580747927793
956400,616.2597647492828
956430,616.2613055149243
956460,616.2626968631054
956490,616.2639385798441
956520,616.2650304636105
956550,616.2659723251636
956580,616.2667639873815
956610,616.2674052851306
956640,616.2678960651224
956670,616.2682361857491
956700,616.2684255169993
956730,616.2684639402866
956760,616.2683513483246
956790,616.2680876450485
956820,616.2676727454684
956850,616.2671065755497
956880,616.2663890721412
956910,616.2655201828276
956940,616.2644998658625
956970,616.2633280900772
957000,616.2620048347379
957030,616.2605300895016
957060,616.2589038543202
957090,616.2571261393335
957120,616.2551969648156
957150,616.2531163610786
957180,616.2508843683843
957210,616.2485010368972
957240,616.245966415991
957270,616.2432806133163
957300,616.2404436623236
957330,616.2374556700881
957360,616.2343167374326
957390,616.2310269711853
957420,616.2275864882774
957450,616.2239954153576
957480,616.220253888407
957510,616.2163620527582
957540,616.2123200631274
957570,616.2081280835033
957600,616.2037862870292
957630,616.1992956492016
957660,616.1946576323057
957690,616.1898737209356
957720,616.1849450245252
957750,616.179872159901
957780,616.1746552337453
957810,616.1692938611299
957840,616.1637871995644
957870,616.1581339906378
957900,616.1523326054578
957930,616.146381091749
957960,616.1402772212999
957990,616.1340180929467
958020,616.1276018117254
958050,616.1210251505777
958080,616.1142854790484
958110,616.1073798615397
958140,616.1003053733303
958170,616.093059065166
958200,616.0856380405518
958230,616.078039476878
958260,616.0702606615142
958290,616.0622990159276
958320,616.0541521221159
958350,616.0458177448436
958380,616.037293853567
958410,616.0285786420175
958440,616.0196705469729
958470,616.0105682653166
958500,616.0012707704481
958530,615.9917773272032
958560,615.9820875064103
958590,615.972201198232
958620,615.9621186252535
958650,615.9518403546622
958680,615.9413673104036
958710,615.9307007844619
958740,615.9198424485633
958770,615.9087943648049
958800,615.8975589973951
958830,615.8861392226414
958860,615.8745383416209
958890,615.8627600887262
958920,615.850808647443
958950,615.8386886540286
958980,615.8264052239887
959010,615.8139639357396
959040,615.8013709008887
959070,615.7886326546251
959100,615.775759889268
959130,615.7627613269422
959160,615.7496413043352
959190,615.7364089837725
959220,615.7230603926013
959250,615.709622671977
959280,615.6961125280599
959310,615.6825337453804
959340,615.6688934625669
959370,615.6552063728782
959400,615.6414868541959
959430,615.6277448943135
959460,615.6139889163876
959490,615.6002338189007
959520,615.586498961432
959550,615.5728057454105
959580,615.5591760274604
959610,615.5456311976559
959640,615.5321916725111
959670,615.5188765795795
959700,615.5057036192792
959730,615.4926890197745
959760,615.4798474833575
959790,615.4671922272881
959820,615.4547350615795
959850,615.442486393193
959880,615.4304553261211
959910,615.4186497651472
959940,615.40707642771
959970,615.395740947307
960000,615.3846479422052
960030,615.3738011124163
960060,615.3632032161622
960090,615.3528561767337
960120,615.3427611304077
960150,615.332918472034
960180,615.3233278979723
960210,615.313988446663
960240,615.3048985373177
960270,615.2960560071903
960300,615.2874581479339
960330,615.2791017413967
960360,615.2709830088596
960390,615.2630978502848
960420,615.2554417423627
960450,615.2480097891897
960480,615.2407967634099
960510,615.2337971443396
960540,615.2270051551995
960570,615.220414774017
960600,615.2140198339957
960630,615.2078140146955
960660,615.2017908822115
960690,615.1959439250573
960720,615.1902665875772
960750,615.1847523012149
960780,615.1793945135761
960810,615.1741867149735
960840,615.1691224621491
960870,615.1641953988914
960900,615.1593992732637
960930,615.1547279512656
960960,615.1501754267
960990,615.1457358272197
961020,615.1414034164848
961050,615.137172592512
961080,615.1330378823595
961110,615.1289939333561
961140,615.1250355012221
961170,615.1211574354555
961200,615.117354662506
961230,615.1136229188924
961260,615.1099588616571
961290,615.1063593651573
961320,615.1028214379502
961350,615.0993421307825
961380,615.0959188391298
961410,615.0925489465617
961440,615.0892300367335
961470,615.085959894743
961500,615.0827365155375
961530,615.0795581133382
961560,615.0764231306695
961590,615.0733302469533
961620,615.0702783869066
961650,615.0672667289502
961680,615.0642947008262
961710,615.0613619918945
961740,615.0584685669224
961770,615.0556146772794
961800,615.0528008698171
961830,615.0500279646404
961860,615.0472970987308
961890,615.0446097337516
961920,615.0419676488093
961950,615.0393729368042
961980,615.036828021893
962010,615.0343356004458
962040,615.0318986685668
962070,615.0295205061573
962100,615.027204660507
962130,615.0249549276232
962160,615.0227753307502
962190,615.0206700958896
962220,615.0186436243722
962250,615.0167004625723
962280,615.0148452029047
962310,615.0130825685094
962340,615.0114173074406
962370,615.0098541356584
962400,615.0083977339282
962430,615.0070526736463
962460,615.0058233948581
962490,615.0047141371235
962520,615.0037289242798
962550,615.0028714892297
962580,615.0021452673953
962610,615.0015533200655
962640,615.0010983298853
962670,615.0007825277328
962700,615.0006076998291
962730,615.0005751332662
962760,615.0006856287717
962790,615.0009394656031
962820,615.0013364171957
962850,615.0018757438943
962880,615.002556190041
962910,615.0033760222387
962940,615.0043330366792
962970,615.0054242850185
963000,615.0066447472019
963030,615.0079905741497
963060,615.0094605050949
963090,615.0110525474224
963120,615.012763230131
963150,615.0145877186403
963180,615.0165201491517
963210,615.0185540843487
963240,615.0206828513963
963270,615.0228998169964
963300,615.025198705891
963330,615.0275737552921
963360,615.0300198241421
963390,615.0325325526691
963420,615.0351083808259
963450,615.0377445677759
963480,615.040439183426
963510,615.0431910763712
963540,615.045999822473
963570,615.0488656581257
963600,615.0517894018076
963630,615.0547723672347
963660,615.0578162709834
963690,615.0609231371242
963720,615.0640952011006
963750,615.0673348147078
963780,615.0706443537633
963810,615.0740261298195
963840,615.077482306915
963870,615.0810148242593
963900,615.0846253254379
963930,615.0883150946404
963960,615.0920850001052
963990,615.0959354449998
964020,615.0998663256967
964050,615.1038769974148
964080,615.1079662469599
964110,615.1121322723594
964140,615.1163726690646
964170,615.1206844223063
964200,615.1250639052281
964230,615.1295068823677
964260,615.1340085179438
964290,615.138563388576
964320,615.1431654998845
964350,615.1478083065243
964380,615.1524847351718
964410,615.1571872099897
964440,615.1619076801734
964470,615.1666374248762
964500,615.1713676657603
964530,615.1760891501696
964560,615.1807922426884
964590,615.1854669769166
964620,615.1901030937566
964650,615.1946900747904
964680,615.1992171734389
964710,615.2036734347639
964740,615.2080477167287
964770,615.2123287522785
964800,615.2165051613288
964830,615.2205648676098
964860,615.2244951469553
964890,615.2282835225403
964920,615.2319185235432
964950,615.2353884663322
964980,615.2386832131874
965010,615.2417932716392
965040,615.2447098373113
965070,615.2474247842205
965100,615.2499306375873
965130,615.2522205412603
965160,615.2542882239487
965190,615.2561279658509
965220,615.2577345662851
965250,615.2591033125428
965280,615.260229950139
965310,615.261110654462
965340,615.2617420038442
965370,615.2621209540982
965400,615.2622448144241
965430,615.2621112247202
965460,615.2617181342171
965490,615.2610637814116
965520,615.2601466752478
965550,615.2589655774932
965580,615.2575194862557
965610,615.255807620599
965640,615.2538294061987
965670,615.2515844619837
965700,615.2490725877036
965730,615.2462937524065
