time,hvac_reaAhu_TMix_y
11836800,292.99658628106226
11836830,292.99658627433615
11836860,292.99658780118244
11836890,292.99658786824887
11836920,292.9965879298258
11836950,292.9965880712266
11836980,292.9965882460659
11837010,292.9965884211399
11837040,292.99658857456484
11837070,292.996597163835
11837100,292.9966005477222
11837130,292.99659872352527
11837160,292.99659331641203
11837190,292.9965841493399
11837220,292.99657123073246
11837250,292.9965554711773
11837280,292.9965378740799
11837310,292.9965190759241
11837340,292.9964995090268
11837370,292.9964795792807
11837400,292.99645964781695
11837430,292.99643997307146
11837460,292.9964207269216
11837490,292.99640189239045
11837520,292.99638319960707
11837550,292.9963646891594
11837580,292.99634661403985
11837610,292.9963290806691
11837640,292.9963120206021
11837670,292.99629535981416
11837700,292.9962790815745
11837730,292.99626317098523
11837760,292.9962475826158
11837790,292.99623225910125
11837820,292.99621715525643
11837850,292.9962022339348
11837880,292.99618745838814
11837910,292.99617279068485
11837940,292.9961581972183
11837970,292.9961436506753
11838000,292.9961291286189
11838030,292.9961146112276
11838060,292.99610008366597
11838090,292.9960855347176
11838120,292.99607095796057
11838150,292.99605635121327
11838180,292.99604171472964
11838210,292.99602705353993
11838240,292.9960123748684
11838270,292.995997689417
11838300,292.99598301103583
11838330,292.99596835475205
11838360,292.995953739217
11838390,292.9959391836741
11838420,292.99592471056064
11838450,292.9959103423651
11838480,292.99589610363194
11838510,292.99588202019555
11838540,292.9958681175236
11838570,292.99585442348433
11838600,292.9958409651581
11838630,292.9958277705042
11838660,292.995814867772
11838690,292.9958022850995
11838720,292.9957891661352
11838750,292.9957847926676
11838780,292.9957833335828
11838810,292.9957753817703
11838840,292.9957660051313
11838870,292.99575619382875
11838900,292.9957466897515
11838930,292.9957376359881
11838960,292.99572913499594
11838990,292.99572121804675
11839020,292.9957139207841
11839050,292.99570726681594
11839080,292.99570128241044
11839110,292.9956959910989
11839140,292.9956914165137
11839170,292.9956875818373
11839200,292.995684509782
11839230,292.99568222284097
11839260,292.9956807439002
11839290,292.99568009460035
11839320,292.9956802977982
11839350,292.99568137532356
11839380,292.9956833498921
11839410,292.9956862441188
11839440,292.9956900810327
11839470,292.99569488366177
11839500,292.9957006768742
11839530,292.99570748398867
11839560,292.99571533166363
11839590,292.9957242451046
11839620,292.9957342528376
11839650,292.99574538183737
11839680,292.9957576636001
11839710,292.995771127378
11839740,292.9957858087035
11839770,292.995801738503
11839800,292.995818957544
11839830,292.995837499195
11839860,292.99585740998924
11839890,292.9958787260837
11839920,292.99590150091285
11839950,292.9959257727468
11839980,292.9959516043022
11840010,292.99597903464985
11840040,292.9960081386322
11840070,292.996038953861
11840100,292.99607157105714
11840130,292.99610602358194
11840160,292.9961424231235
11840190,292.99618079247915
11840220,292.9962212739051
11840250,292.9962638697254
11840280,292.9963087662409
11840310,292.996355929244
11840340,292.99640561029474
11840370,292.99645771403505
11840400,292.99651258924905
11840430,292.9965249298681
11840460,292.9965184518734
11840490,292.9965188346008
11840520,292.99651943767236
11840550,292.99652151001146
11840580,292.9965258970245
11840610,292.99653122314146
11840640,292.99653692207323
11840670,292.9965428420578
11840700,292.9965489359247
11840730,292.9965551897874
11840760,292.9965616007139
11840790,292.99656816959146
11840820,292.99657489810005
11840850,292.9965817873872
11840880,292.9965888383718
11840910,292.99659605043024
11840940,292.99660342278185
11840970,292.9966109528845
11841000,292.9966186375455
11841030,292.9966264720406
11841060,292.9966344499638
11841090,292.99664256385626
11841120,292.996650804118
11841150,292.99665915921514
11841180,292.9966676162028
11841210,292.99667615896374
11841240,292.9966847696565
11841270,292.9966934276684
11841300,292.9967021093326
11841330,292.99671078822325
11841360,292.99671943408225
11841390,292.99672801369127
11841420,292.9967364895462
11841450,292.99674482006685
11841480,292.9967529591728
11841510,292.9967608561079
11841540,292.9967684549587
11841570,292.99677569428866
11841600,292.99678250676425
11841630,292.9967888190146
11841660,292.99679455091825
11841690,292.99679961551453
11841720,292.9968039184114
11841750,292.99680735770784
11841780,292.9968098232582
11841810,292.99681119675546
11841840,292.99681135045694
11841870,292.9968101494034
11841900,292.9968074475509
11841930,292.9968030912487
11841960,292.99679691623487
11841990,292.996788750566
11842020,292.99677841216425
11842050,292.9967657113517
11842080,292.9967504496148
11842110,292.99673242195917
11842140,292.99671141661673
11842170,292.9966872176115
11842200,292.9966596043732
11842230,292.99662835579846
11842260,292.9965932506076
11842290,292.9965540708625
