time,hvac_reaZonEas_TZon_y
11836800,296.1753602897907
11836830,296.1748356285455
11836860,296.1743186806757
11836890,296.1738098687533
11836920,296.17330892773555
11836950,296.1728155391309
11836980,296.17232934704634
11837010,296.17184998347426
11837040,296.17137707593963
11837070,296.17091028707165
11837100,296.17044918735223
11837130,296.16999341451975
11837160,296.1695426218371
11837190,296.1690964650361
11837220,296.1686546134108
11837250,296.1682167545179
11837280,296.1677825919832
11837310,296.16735184476977
11837340,296.16692424892346
11837370,296.16649955900016
11837400,296.1660775483202
11837430,296.1656580088134
11837460,296.16524075094645
11837490,296.164825602989
11837520,296.1644124103591
11837550,296.16400103735856
11837580,296.1635913657836
11837610,296.1631832924244
11837640,296.1627767280189
11837670,296.1623715969917
11837700,296.16196783664316
11837730,296.1615653958331
11837760,296.1611642337713
11837790,296.1607643190618
11837820,296.1603656287907
11837850,296.15996814752896
11837880,296.1595718663557
11837910,296.15917678197553
11837940,296.1587828959094
11837970,296.15839021372307
11838000,296.1579987443047
11838030,296.157608499187
11838060,296.15721949195284
11838090,296.1568317376719
11838120,296.1564452524039
11838150,296.1560600527403
11838180,296.1556761553975
11838210,296.1552935768547
11838240,296.1549123330283
11838270,296.15453243899555
11838300,296.1541539087386
11838330,296.1537767549295
11838360,296.15340098874503
11838390,296.15302661970446
11838420,296.1526536555324
11838450,296.15228210204356
11838480,296.1519119630475
11838510,296.15154324026764
11838540,296.15117593327835
11838570,296.1508100394545
11838600,296.1504455539283
11838630,296.1500824695614
11838660,296.14972077692886
11838690,296.14936046429443
11838720,296.14900151382244
11838750,296.1486439477554
11838780,296.1482877206763
11838810,296.14793277169747
11838840,296.1475791007899
11838870,296.1472266872437
11838900,296.1468755065985
11838930,296.14652552935047
11838960,296.1461767235164
11838990,296.1458290545716
11839020,296.1454824858196
11839050,296.1451369783581
11839080,296.14479249116414
11839110,296.14444898110264
11839140,296.1441064029659
11839170,296.14376470950236
11839200,296.1434238514487
11839230,296.143083777564
11839260,296.14274443466985
11839290,296.14240576768464
11839320,296.1420677196708
11839350,296.1417302318768
11839380,296.14139324378993
11839410,296.14105669318883
11839440,296.14072051619956
11839470,296.1403846471867
11839500,296.14004901913125
11839530,296.1397135636054
11839560,296.1393782108849
11839590,296.1390428900679
11839620,296.1387075293164
11839650,296.13837205625225
11839680,296.1380363996811
11839710,296.1377004828519
11839740,296.1373642201808
11839770,296.1370275261438
11839800,296.1366903161287
11839830,296.1363525061575
11839860,296.1360140127109
11839890,296.13567475246
11839920,296.1353346422985
11839950,296.134993599181
11839980,296.1346515403146
11840010,296.13430838300667
11840040,296.13396404499053
11840070,296.1336184442107
11840100,296.1332714993022
11840130,296.1329231292515
11840160,296.13257325407983
11840190,296.132221794283
11840220,296.1318686718371
11840250,296.13151380925973
11840280,296.1311571311154
11840310,296.1307985624748
11840340,296.130438031195
11840370,296.1300754654264
11840400,296.12971079710155
11840430,296.12934386271564
11840460,296.128974833594
11840490,296.1286038549864
11840520,296.12823095800155
11840550,296.1278562562872
11840580,296.12747986008316
11840610,296.127101896153
11840640,296.126722515625
11840670,296.1263418887409
11840700,296.1259602006456
11840730,296.12557764851067
11840760,296.125194439067
11840790,296.12481078638814
11840820,296.1244269098696
11840850,296.12404303239794
11840880,296.12365937870635
11840910,296.12327617390036
11840940,296.1228936421606
11840970,296.1225120055946
11841000,296.1221314832447
11841030,296.1217522902307
11841060,296.1213746370204
11841090,296.12099872881447
11841120,296.120624765036
11841150,296.12025293891776
11841180,296.1198834371695
11841210,296.1195164397202
11841240,296.11915211953703
11841270,296.11879064248666
11841300,296.11843216726345
11841330,296.11807684535313
11841360,296.1177248210416
11841390,296.11737623145183
11841420,296.11703120661315
11841450,296.116689869552
11841480,296.11635233640993
11841510,296.1160187165655
11841540,296.11568911278545
11841570,296.1153636213717
11841600,296.1150423323331
11841630,296.1147253295433
11841660,296.1144126909281
11841690,296.11410448862966
11841720,296.113800789194
11841750,296.1135016537432
11841780,296.1132071381568
11841810,296.11291729324546
11841840,296.1126321649227
11841870,296.11235179437676
11841900,296.1120762182321
11841930,296.1118054687147
11841960,296.1115395737984
11841990,296.11127855736567
11842020,296.11102243934016
11842050,296.1107712358316
11842080,296.1105249592612
11842110,296.1102836184875
11842140,296.11004721891965
11842170,296.1098157626296
11842200,296.1095892484499
11842230,296.1093676720673
11842260,296.1091510261092
11842290,296.1089393002175
11842320,296.10873248111767
11842350,296.1085307281385
11842380,296.10833387677053
11842410,296.10814317926264
11842440,296.1079564384768
11842470,296.10777410108193
11842500,296.1075973071325
11842530,296.10742577082976
11842560,296.1072583042443
11842590,296.10709507687545
11842620,296.1069359301265
11842650,296.1067796652901
11842680,296.1066263421333
11842710,296.1064753730738
11842740,296.1063266235046
11842770,296.10617931753467
11842800,296.10603306211783
11842830,296.1058874912842
11842860,296.1057425107576
11842890,296.1055979416315
11842920,296.1054536147215
11842950,296.10530936882856
11842980,296.10516505170284
11843010,296.10502051476425
11843040,296.10487560444676
11843070,296.1047301518525
11843100,296.1045839613468
11843130,296.1044368404691
11843160,296.10428872861644
11843190,296.10413961476377
11843220,296.10398949482953
11843250,296.103838363635
11843280,296.103686208327
11843310,296.10353300241906
11843340,296.1033787009144
11843370,296.10322323644436
11843400,296.10306651630015
11843430,296.1029084203096
11843460,296.1027487977156
11843490,296.1025874711854
11843520,296.1024242346497
11843550,296.1022588556067
11843580,296.10209134353136
11843610,296.101921845143
11843640,296.1017503447039
11843670,296.1015767994865
11843700,296.10140112317987
11843730,296.10122317363084
11843760,296.10104275586735
11843790,296.10085963268983
11843820,296.1006735375186
11843850,296.1004841866835
11843880,296.10029128996024
11843910,296.10009455904105
11843940,296.09989371404464
11843970,296.0996884883245
11844000,296.09947863186187
11844030,296.0992635737832
11844060,296.09904282103935
11844090,296.09881633197637
11844120,296.0985841430993
11844150,296.0983463598196
11844180,296.09810303729773
11844210,296.0978543316933
11844240,296.09760043388405
11844270,296.09734156461093
11844300,296.09707797012686
11844330,296.09680991536163
11844360,296.09653767935794
11844390,296.09626155243086
11844420,296.095981833526
11844450,296.0956988275621
11844480,296.0954128429786
11844510,296.0951241895424
11844540,296.0948331763532
11844570,296.09454011004965
11844600,296.09424529324303
11844630,296.09394902316484
11844660,296.09365159052476
11844690,296.09335327857355
11844720,296.0930543623601
11844750,296.09275510816474
11844780,296.09245577311606
11844810,296.09215660497955
11844840,296.09185784211434
11844870,296.0915597136275
11844900,296.0912624397255
11844930,296.09096624945727
11844960,296.09067209606087
11844990,296.09037996341203
11845020,296.09008955429977
11845050,296.0898013419936
11845080,296.08951555055455
11845110,296.08923242657806
11845140,296.08895274713325
11845170,296.0886754974935
11845200,296.0883998968664
11845230,296.0881263463219
11845260,296.0878550494946
11845290,296.0875863133802
11845320,296.0873205096288
11845350,296.08705795298147
11845380,296.08679881752363
11845410,296.0865429926799
11845440,296.0862899621179
11845470,296.0860396155137
11845500,296.0857922422745
11845530,296.085547893043
11845560,296.0853062987645
11845590,296.0850668223119
11845620,296.0848284145424
11845650,296.08458959537563
11845680,296.0843490109847
11845710,296.08410705610794
11845740,296.0838632447293
11845770,296.0836167380562
11845800,296.0833665513375
11845830,296.08311160174054
11845860,296.0828507636769
11845890,296.08258292195933
11845920,296.0823070145487
11845950,296.0820220637518
11845980,296.0817271971371
11846010,296.08142166006155
11846040,296.08110482168513
11846070,296.080776177227
11846100,296.08043534433614
11846130,296.08008205681756
11846160,296.07971615838534
11846190,296.07933759544693
11846220,296.0789464089909
11846250,296.07854277236925
11846280,296.0781268114147
11846310,296.07769875564287
11846340,296.0772589537809
11846370,296.0768078273342
11846400,296.07634582447463
11846430,296.07587341116306
11846460,296.0753910803306
11846490,296.0748993537001
11846520,296.07439877172584
11846550,296.0738898818938
11846580,296.0733732333945
11846610,296.07284937698626
11846640,296.0723188645136
11846670,296.07178224532066
11846700,296.0712400612126
11846730,296.0706928428455
11846760,296.0701411084387
11846790,296.0695853634153
11846820,296.06902609933167
11846850,296.0684637918814
11846880,296.0678988989381
11846910,296.0673318595674
11846940,296.0667630939512
11846970,296.06619300349206
11847000,296.06562197048356
11847030,296.06505035748137
11847060,296.0644785068766
11847090,296.06390674102045
11847120,296.06333536277015
11847150,296.0627646560136
11847180,296.06219488595764
11847210,296.0616262992523
11847240,296.061059122311
11847270,296.0604935576109
11847300,296.0599297969608
11847330,296.0593683160305
11847360,296.0588090042428
11847390,296.0582520032563
11847420,296.05769745337767
11847450,296.0571454509652
11847480,296.056596093863
11847510,296.0560494717888
11847540,296.0555056642163
11847570,296.05496474009817
11847600,296.0544267582164
11847630,296.0538919202374
11847660,296.05336042529797
11847690,296.05283230133944
11847720,296.05230756353245
11847750,296.05178625714746
11847780,296.05126840276614
11847810,296.05075408261104
11847840,296.05024338472714
11847870,296.04973639932837
11847900,296.049233222442
11847930,296.0487339554887
11847960,296.04823870360775
11847990,296.0477475740361
11848020,296.0472606746359
11848050,296.04677811260524
11848080,296.0462999933399
11848110,296.0458264194514
11848140,296.0453574898653
11848170,296.04489329902447
11848200,296.0444339365909
11848230,296.0439794868843
11848260,296.0435300284665
11848290,296.0430856338657
11848320,296.0426463693714
11848350,296.04221229491293
11848380,296.0417834639961
11848410,296.0413599236983
11848440,296.0409417147068
11848470,296.04052887139653
11848500,296.0401214219414
11848530,296.0397193884497
11848560,296.0393227871278
11848590,296.0389316284797
11848620,296.0385459174472
11848650,296.0381656536034
11848680,296.0377908313895
11848710,296.03742144033293
11848740,296.03705746524264
11848770,296.03669888642986
11848800,296.0363456799077
11848830,296.03599781760545
11848860,296.0356552675638
11848890,296.03531799413884
11848920,296.03498595818843
11848950,296.0346591172612
11848980,296.03433742577164
11849010,296.03402083517307
11849040,296.0337092941233
11849070,296.033402748637
11849100,296.03310114223905
11849130,296.032804416104
11849160,296.0325125091896
11849190,296.03222535836505
11849220,296.03194289853036
11849250,296.0316650627301
11849280,296.0313917822531
11849310,296.03112298674154
11849340,296.03085860427694
11849370,296.0305985614653
11849400,296.0303427835239
11849430,296.03009119309263
11849460,296.0298437248407
11849490,296.0296002727892
11849520,296.0293607945292
11849550,296.0291252346679
11849580,296.02889355907547
11849610,296.0286656867859
11849640,296.0284415537745
11849670,296.0282210975951
11849700,296.0280042585446
11849730,296.02779097707764
11849760,296.0275811935655
11849790,296.02737484783034
11849820,296.0271718790175
11849850,296.02697222542605
11849880,296.0267758244177
11849910,296.0265826123192
11849940,296.02639252435335
11849970,296.02620549458624
11850000,296.0260214558671
11850030,296.0258403398031
11850060,296.02566207671737
11850090,296.0254865956287
11850120,296.02531382422876
11850150,296.02514368886665
11850180,296.02497611453043
11850210,296.0248110248465
11850240,296.0246483420609
11850270,296.0244879870388
11850300,296.0243298792595
11850330,296.0241739368085
11850360,296.02402007638307
11850390,296.0238682132814
11850420,296.0237182614114
11850450,296.02357013328367
11850480,296.02342374001717
11850510,296.0232789913381
11850540,296.023135795584
11850570,296.02299405970393
11850600,296.022853689266
11850630,296.0227145884542
11850660,296.02257666008404
11850690,296.0224398055897
11850720,296.0223039250555
11850750,296.0221689171896
11850780,296.0220346793649
11850810,296.0219011075925
11850840,296.02176809656606
11850870,296.0216355396284
11850900,296.02150332883116
11850930,296.02137135488397
11850960,296.0212395072423
11850990,296.0211076740196
11851020,296.0209757421284
11851050,296.02084359713393
11851080,296.02071112346454
11851110,296.02057820418224
11851140,296.0204447213133
11851170,296.02031055545706
11851200,296.0201755863345
11851230,296.0200396893556
11851260,296.0199028735159
11851290,296.01976508295496
11851320,296.0196262607462
11851350,296.01948635560007
11851380,296.0193453270007
11851410,296.019203145312
11851440,296.01905979155845
11851470,296.01891525694015
11851500,296.01876954218363
11851530,296.01862265680273
11851560,296.0184746183193
11851590,296.01832545147533
11851620,296.01817518745713
11851650,296.0180238631521
11851680,296.0178715204424
11851710,296.01771820554535
11851740,296.0175639684058
11851770,296.0174088621378
11851800,296.01725294251935
11851830,296.0170962675348
11851860,296.01693889696725
11851890,296.016780892035
11851920,296.0166223150686
11851950,296.01646322922954
11851980,296.01630369826285
11852010,296.01614378498
11852040,296.0159835173703
11852070,296.0158228889273
11852100,296.0156619023071
11852130,296.0155006236487
11852160,296.01533922556393
11852190,296.0151780089476
11852220,296.015017400655
11852250,296.01485792725623
11852280,296.0147001663109
11852310,296.0145446769839
11852340,296.0143919260165
11852370,296.01424229246186
11852400,296.0140960918226
11852430,296.01395359470075
11852460,296.0138150379832
11852490,296.0136806318564
11852520,296.0135505644889
11852550,296.01342500541875
11852580,296.0133041081773
11852610,296.01318801241325
11852640,296.01307684565586
11852670,296.012970758817
11852700,296.0128697963774
11852730,296.01277408170495
11852760,296.0126837317693
11852790,296.01259880884817
11852820,296.01251940886016
11852850,296.0124455734489
11852880,296.01237740516206
11852910,296.0123149202999
11852940,296.01225819675943
11852970,296.01220731346854
11853000,296.0121623010717
11853030,296.0121231903433
11853060,296.01209000547624
11853090,296.012062753906
11853120,296.01204138528874
11853150,296.0120258709393
11853180,296.0120163179304
11853210,296.01201293712023
11853240,296.0120159110371
11853270,296.01202524446717
11853300,296.01204064151534
11853330,296.01206142861236
11853360,296.01208652835885
11853390,296.01211448528693
11853420,296.0121435422153
11853450,296.0121717637368
11853480,296.01219719801156
11853510,296.0122180632791
11853540,296.0122329428929
11853570,296.0122408644419
11853600,296.0122411837401
11853630,296.0122334864074
11853660,296.0122175245628
11853690,296.01219317872284
11853720,296.0121604322745
11853750,296.0121193533857
11853780,296.01207007928696
11853810,296.01201280451687
11853840,296.0119477677461
11853870,296.0118752446666
11853900,296.01179553376653
11853930,296.01170895486894
11853960,296.0116162103965
11853990,296.01151697637374
11854020,296.011411191814
11854050,296.0112989320645
11854080,296.01117976273605
11854110,296.0110554863233
11854140,296.0109261804007
11854170,296.01079215209563
11854200,296.0106544426705
11854230,296.01051431873145
11854260,296.0103720372148
11854290,296.0102279584999
11854320,296.0100824163373
11854350,296.00993563589844
11854380,296.0097877869788
11854410,296.00963899276167
11854440,296.00948935920354
11854470,296.0093389843918
11854500,296.00918795691535
11854530,296.00903635649496
11854560,296.00888425670456
11854590,296.00873172698823
11854620,296.0085788339453
11854650,296.0084256422782
11854680,296.00827221544995
11854710,296.0081186161199
11854740,296.00796490644694
11854770,296.0078111482946
11854800,296.007657403368
11854830,296.00750363923555
11854860,296.00734980295323
11854890,296.00719594116447
11854920,296.00704211164486
11854950,296.00688835909585
11854980,296.00673471279714
11855010,296.0065812078419
11855040,296.00642788119706
11855070,296.006274755266
11855100,296.0061218469599
11855130,296.00596917198834
11855160,296.0058167448699
11855190,296.0056645791547
11855220,296.00551268798347
11855250,296.0053610846723
11855280,296.0052097832938
11855310,296.00505879924924
11855340,296.0049081497662
11855370,296.0047578543471
11855400,296.00460793515646
11855430,296.0044584173725
11855460,296.0043093294855
11855490,296.0041607035646
11855520,296.0040125754897
11855550,296.0038649851503
11855580,296.0037179766174
11855610,296.0035715982854
11855640,296.0034259029835
11855670,296.00328094818224
11855700,296.00313679619256
11855730,296.00299351429544
11855760,296.0028511748052
11855790,296.0027098551238
11855820,296.0025696377868
11855850,296.0024306104681
11855880,296.0022928656701
11855910,296.00215650027724
11855940,296.00202161522344
11855970,296.001888315329
11856000,296.00175670924807
11856030,296.0016269094507
11856060,296.00149903219653
11856090,296.00137319749626
11856120,296.00124952905554
11856150,296.0011281542199
11856180,296.00100920391355
11856210,296.0008928125766
11856240,296.00077911804283
11856270,296.0006682473181
11856300,296.00056029513695
11856330,296.00045531796735
11856360,296.0003533489959
11856390,296.0002544253662
11856420,296.00015861701814
11856450,296.00006605121456
11856480,295.9999769312341
11856510,295.9998915496201
11856540,295.9998102966399
11856570,295.9997336642026
11856600,295.9996622451604
11856630,295.9995990201398
11856660,295.999542780735
11856690,295.99949214347646
11856720,295.999451344825
11856750,295.9994220158389
11856780,295.9994025458119
11856810,295.99939335122286
11856840,295.9993947266613
11856870,295.9994068235088
11856900,295.9994296861904
11856930,295.9994633368771
11856960,295.99950777985947
11856990,295.9995630046278
11857020,295.9996289885777
11857050,295.99970569937886
11857080,295.99979309703593
11857110,295.9998911356719
11857140,295.99999976506683
11857170,296.000118931975
11857200,296.0002485812203
11857230,296.00038865665374
11857260,296.0005391018326
11857290,296.0006998607596
11857320,296.0008708780108
11857350,296.0010521003317
11857380,296.0012434760822
11857410,296.00144495567207
11857440,296.00165649134533
11857470,296.0018780372234
11857500,296.00210954893555
11857530,296.002350982953
11857560,296.0026022953029
11857590,296.00286343888456
11857620,296.00313435648707
11857650,296.003414941045
11857680,296.0037052516662
11857710,296.00400541170785
11857740,296.00431549303994
11857770,296.0046355487645
11857800,296.0049656219091
11857830,296.0053057495238
11857860,296.0056559650747
11857890,296.00601629994065
11857920,296.00638678452486
11857950,296.00676744876205
11857980,296.0071583228032
11858010,296.0075594373741
11858040,296.007970824078
11858070,296.0083925157354
11858100,296.008824546463
11858130,296.0092669163066
11858160,296.0097164108946
11858190,296.0101756035084
11858220,296.01064382513914
11858250,296.011123444789
11858280,296.0116119245904
11858310,296.0121100681546
11858340,296.01261787939853
11858370,296.01313525619736
11858400,296.0136620687377
11858430,295.918737478545
11858460,295.72236211177915
11858490,295.5400387065593
11858520,295.41432430326523
11858550,295.3495610136129
11858580,295.3303659932795
11858610,295.33858287653595
11858640,295.36031816566606
11858670,295.38680090138007
11858700,295.4131954169599
11858730,295.43719195561266
11858760,295.4579323234024
11858790,295.47532662555494
11858820,295.4896240743177
11858850,295.50121234135327
11858880,295.5104997703627
11858910,295.5178615485004
11858940,295.52362278833516
11858970,295.5280569996933
11859000,295.5313924689011
11859030,295.5338171669514
11859060,295.53548649131585
11859090,295.5365323382058
11859120,295.537060749733
11859150,295.5371636383719
11859180,295.5369171234883
11859210,295.5363829286698
11859240,295.53561944230506
11859270,295.53467467177046
11859300,295.53358761972163
11859330,295.53236998177033
11859360,295.5310733367287
11859390,295.52974767525495
11859420,295.5284777208672
11859450,295.5273787951918
11859480,295.5267354438689
11859510,295.5264539873734
11859540,295.52638732081846
11859570,295.5261534090824
11859600,295.52496187771516
11859630,295.5217605375691
11859660,295.5151703567028
11859690,295.5043302287865
11859720,295.48886570053037
11859750,295.46884421978655
11859780,295.4447063176356
11859810,295.4171584596472
11859840,295.38705689255477
11859870,295.35528925893965
11859900,295.3226996223084
11859930,295.2900262559385
11859960,295.2578722589567
11859990,295.2266950999101
11860020,295.1968244671444
11860050,295.1685185779086
11860080,295.14191966072053
11860110,295.1170867631977
11860140,295.09401786874787
11860170,295.07266528783157
11860200,295.05295643631047
11860230,295.03479768860643
11860260,295.0180884336912
11860290,295.0027243763765
11860320,294.98860046932674
11860350,294.97561539177866
11860380,294.9636728639649
