time,hvac_reaZonSou_TZon_y
11836800,296.33083426783134
11836830,296.330120536368
11836860,296.3294116123206
11836890,296.32870769519604
11836920,296.32800856049926
11836950,296.3273139846541
11836980,296.3266237349266
11837010,296.3259375884718
11837040,296.32525533631195
11837070,296.32457680829935
11837100,296.3239017841763
11837130,296.32323009913733
11837160,296.3225616065548
11837190,296.3218961667232
11837220,296.3212336522776
11837250,296.3205739494248
11837280,296.3199169547098
11837310,296.31926257299244
11837340,296.31861071732516
11837370,296.3179613088398
11837400,296.31731427605916
11837430,296.31666955413687
11837460,296.3160270843419
11837490,296.3153868132504
11837520,296.31474869210894
11837550,296.3141126779593
11837580,296.31347873277616
11837610,296.3128468219588
11837640,296.31221691388953
11837670,296.31158898008533
11837700,296.31096299502474
11837730,296.310338935667
11837760,296.3097167810671
11837790,296.3090965121745
11837820,296.30847811166365
11837850,296.3078615637038
11837880,296.30724685373144
11837910,296.3066339682717
11837940,296.30602289478986
11837970,296.3054136215462
11838000,296.30480613745954
11838030,296.30420043197523
11838060,296.3035964949629
11838090,296.3029943166089
11838120,296.3023938873262
11838150,296.30179519766523
11838180,296.30119823823355
11838210,296.30060299962224
11838240,296.3000094723333
11838270,296.29941764671986
11838300,296.29882751291893
11838330,296.2982390607941
11838360,296.29765227988094
11838390,296.29706715933224
11838420,296.29648368786616
11838450,296.2959018537165
11838480,296.29532164458493
11838510,296.294743047593
11838540,296.2941660492373
11838570,296.2935906353452
11838600,296.2930167910297
11838630,296.29244450064743
11838660,296.2918737477615
11838690,296.2913045150935
11838720,296.2907367821521
11838750,296.29017055588565
11838780,296.28960579832255
11838810,296.2890424612955
11838840,296.28848053833747
11838870,296.2879200095898
11838900,296.28736085315256
11838930,296.2868030441484
11838960,296.2862465564002
11838990,296.28569136234427
11839020,296.28513743324
11839050,296.28458473910956
11839080,296.2840332487605
11839110,296.2834829297579
11839140,296.28293374841974
11839170,296.2823856698065
11839200,296.28183865771484
11839230,296.2812926746748
11839260,296.2807476819522
11839290,296.2802036395497
11839320,296.2796605062175
11839350,296.279118239463
11839380,296.2785767955683
11839410,296.27803612960923
11839440,296.27749619547717
11839470,296.27695694578836
11839500,296.276418332096
11839530,296.2758803048684
11839560,296.27534281353826
11839590,296.2748058065407
11839620,296.27426923138387
11839650,296.2737330346878
11839680,296.2731971622684
11839710,296.2726615591785
11839740,296.27212616980995
11839770,296.27159093793256
11839800,296.27105580681877
11839830,296.2705207192804
11839860,296.26998561781824
11839890,296.26945044465344
11839920,296.2689151419098
11839950,296.2683796516266
11839980,296.26784391598704
11840010,296.2673078772975
11840040,296.2667714782806
11840070,296.2662346619953
11840100,296.26569737222263
11840130,296.26515955329387
11840160,296.26462115060957
11840190,296.2640821103152
11840220,296.26354238003523
11840250,296.2630019082921
11840280,296.2624606455767
11840310,296.2619185433601
11840340,296.2613755556864
11840370,296.26083163754083
11840400,296.2602867472584
11840430,296.25974081620666
11840460,296.2591940579233
11840490,296.2586466612416
11840520,296.25809873962993
11840550,296.25755047664575
11840580,296.25700202623256
11840610,296.25645355787367
11840640,296.2559052566556
11840670,296.25535731780855
11840700,296.2548099430726
11840730,296.2542633384023
11840760,296.25371771214554
11840790,296.25317327349734
11840820,296.2526302311514
11840850,296.2520887921246
11840880,296.2515491607389
11840910,296.2510115377393
11840940,296.2504761195481
11840970,296.24994309762866
11841000,296.24941265796235
11841030,296.24888498061887
11841060,296.2483602394153
11841090,296.2478386016513
11841120,296.247320227914
11841150,296.24680527194556
11841180,296.246293880563
11841210,296.24578619362353
11841240,296.2452823440389
11841270,296.24478245781376
11841300,296.2442866541246
11841330,296.2437950454184
11841360,296.2433077375379
11841390,296.24282482986035
11841420,296.24234641545456
11841450,296.24187258124766
11841480,296.241403408206
11841510,296.2409389715148
11841540,296.2404793407729
11841570,296.24002458018134
11841600,296.2395747487443
11841630,296.239129900457
11841660,296.23869008451004
11841690,296.23825534547484
11841720,296.2378257235007
11841750,296.2374012544995
11841780,296.2369819703326
11841810,296.2365678989898
11841840,296.2361590647651
11841870,296.23575548842894
11841900,296.2353571873911
11841930,296.2349641758646
11841960,296.2345764650139
11841990,296.2341940631105
11842020,296.23381697566845
11842050,296.2334452055849
11842080,296.23307875326697
11842110,296.23271761675534
11842140,296.23236179183914
11842170,296.2320112721669
11842200,296.23166604934625
11842230,296.2313261130385
11842260,296.2309914510461
11842290,296.2306620493891
11842320,296.2303378923755
11842350,296.2300190846086
11842380,296.2297055078569
11842410,296.2293984824736
11842440,296.22909568059043
11842470,296.22879760517856
11842500,296.22850546923763
11842530,296.22821896473965
11842560,296.22793692358573
11842590,296.2276596910113
11842620,296.227387338785
11842650,296.2271186776499
11842680,296.22685412235734
11842710,296.2265935332986
