time,hvac_reaZonCor_TZon_y
11836800,296.46966613365964
11836830,296.4693628581102
11836860,296.4690604207131
11836890,296.46875854488616
11836920,296.46845692783404
11836950,296.46815541384893
11836980,296.46785389602724
11837010,296.4675523341614
11837040,296.46725075220803
11837070,296.466949253306
11837100,296.4666479320276
11837130,296.4663469524255
11837160,296.4660465286679
11837190,296.46574689287746
11837220,296.465448297289
11837250,296.46515101127284
11837280,296.4648553136588
11837310,296.4645614868234
11837340,296.4642698133889
11837370,296.4639805734329
11837400,296.4636940415151
11837430,296.46341048404344
11837460,296.46313015729265
11837490,296.4628533054461
11837520,296.46258015915214
11837550,296.46231093636084
11837580,296.4620458411769
11837610,296.46178506216575
11837640,296.46152877200996
11837670,296.4612771279806
11837700,296.4610302721756
11837730,296.460788331508
11837760,296.4605514178756
11837790,296.4603196285929
11837820,296.4600930469021
11837850,296.4598717424454
11837880,296.4596557717561
11837910,296.45944517881014
11837940,296.4592399956097
11837970,296.459040242762
11838000,296.4588459300521
11838030,296.4586570570034
11838060,296.45847361344585
11838090,296.4582955800556
11838120,296.45812292888536
11838150,296.45795562386667
11838180,296.4577936212943
11838210,296.4576368702864
11838240,296.4574853132182
11838270,296.4573388861383
11838300,296.45719751914936
11838330,296.45706113677187
11838360,296.4569296582829
11838390,296.45680299802916
11838420,296.4566810657185
11838450,296.45656376668904
11838480,296.45645100215893
11838510,296.45634266945376
11838540,296.45623866221695
11838570,296.4561388706027
11838600,296.4560431814484
11838630,296.4559514784362
11838660,296.45586364224096
11838690,296.45577955065477
11838720,296.45569907497554
11838750,296.4556221181112
11838780,296.455548530344
11838810,296.4554781482988
11838840,296.4554108540483
11838870,296.45534651368024
11838900,296.4552849900703
11838930,296.45522614186825
11838960,296.4551698254341
11838990,296.45511589480515
11839020,296.45506420199865
11839050,296.45501459700984
11839080,296.45496692789953
11839110,296.45492104082194
11839140,296.45487678007487
11839170,296.4548339881397
11839200,296.45479250572413
11839230,296.45475217180535
11839260,296.45471282367777
11839290,296.4546742969968
11839320,296.4546364258324
11839350,296.45459904271974
11839380,296.45456197871823
11839410,296.45452506347107
11839440,296.45448812526774
11839470,296.45445099098885
11839500,296.4544134859478
11839530,296.45437543433866
11839560,296.45433665968153
11839590,296.45429698465324
11839620,296.4542562311196
11839650,296.45421422019194
11839680,296.4541707723605
11839710,296.4541257075574
11839740,296.45407884526065
11839770,296.4540300045679
11839800,296.4539790043861
11839830,296.45392566352336
11839860,296.45386980090467
11839890,296.4538112356537
11839920,296.4537497873397
11839950,296.453685276035
11839980,296.4536175226101
11840010,296.45354634875054
11840040,296.4534715773228
11840070,296.4533930323237
11840100,296.4533105393481
11840130,296.4532239254361
11840160,296.45313301968787
11840190,296.45303765294125
11840220,296.4529376586262
11840250,296.45283287215676
11840280,296.45272313216077
11840310,296.4526082794196
11840340,296.4524881586807
11840370,296.4523626168824
11840400,296.4522315058758
11840430,296.45209464089146
11840460,296.45195206981987
11840490,296.45180387991354
11840520,296.45165012908586
11840550,296.4514909986864
11840580,296.4513266746197
11840610,296.4511573804897
11840640,296.45098337583266
11840670,296.45080494681605
11840700,296.4506223988544
11840730,296.4504360510881
11840760,296.4502462318926
11840790,296.45005327518635
11840820,296.449857517385
11840850,296.4496592949054
11840880,296.4494589421325
11840910,296.44925678977
11840940,296.4490531635249
11840970,296.44884838305705
11841000,296.4486427611659
11841030,296.4484366031665
11841060,296.44823020642775
11841090,296.44802386004415
11841120,296.44781784461907
11841150,296.44761243214316
11841180,296.4474078859463
11841210,296.4472044607121
11841240,296.447002402551
11841270,296.4468019491039
11841300,296.4466033296898
11841330,296.44640676547425
11841360,296.44621246966216
11841390,296.44602064770436
11841420,296.4458314975171
11841450,296.4456452097094
11841480,296.4454619678205
11841510,296.4452819485507
11841540,296.4451053220047
11841570,296.4449322519234
11841600,296.4447628959244
11841630,296.4445974057248
11841660,296.4444359273766
11841690,296.44427860147846
11841720,296.4441255633953
11841750,296.44397694346077
11841780,296.4438328671778
11841810,296.44369345540684
11841840,296.44355882454533
11841870,296.4434290867001
11841900,296.443304349844
11841930,296.4431847179693
11841960,296.44307029121836
11841990,296.44296116601794
11842020,296.44285743518446
11842050,296.44275918803027
11842080,296.4426665104476
11842110,296.4425794849836
11842140,296.4424981908979
11842170,296.4424227042101
11842200,296.44235309772733
11842230,296.4422894410597
11842260,296.44223180062073
11842290,296.4421802396094
11842320,296.44213481797914
11842350,296.4420957046369
11842380,296.4420628703374
11842410,296.4420380542135
11842440,296.4420184602838
11842470,296.4420047413002
11842500,296.4419985004733
11842530,296.441998653041
11842560,296.44200207826486
11842590,296.44200711677644
11842620,296.4420119399838
11842650,296.44201556185385
11842680,296.442016811691
11842710,296.4420144465384
11842740,296.4420069876973
11842770,296.44199439411517
11842800,296.44197639125355
11842830,296.4419539066305
11842860,296.4419260928404
11842890,296.44189280507663
11842920,296.4418540986737
11842950,296.4418100888839
11842980,296.4417609346401
11843010,296.4417068230654
11843040,296.441647953783
