time,hvac_reaZonNor_CO2Zon_y
11836800,592.8064478718373
11836830,592.8886584109925
11836860,592.971728835743
11836890,593.0557450754047
11836920,593.1407254977318
11836950,593.2266712109351
11836980,593.3135821567095
11837010,593.4014570071143
11837040,593.4902933178712
11837070,593.5800881294224
11837100,593.6708364860241
11837130,593.7625334364052
11837160,593.8551734988441
11837190,593.9487505680225
11837220,594.0432580880441
11837250,594.1386891484884
11837280,594.2350364898748
11837310,594.3322925192591
11837340,594.4304493532516
11837370,594.5294988569151
11837400,594.6294326678669
11837430,594.7302422147573
11837460,594.8319187366163
11837490,594.9344532950266
11837520,595.0378367899477
11837550,595.142060007317
11837580,595.2471136273065
11837610,595.3529882158565
11837640,595.4596742327759
11837670,595.5671620497561
11837700,595.6754419613358
11837730,595.7845041883446
11837760,595.8943388812806
11837790,596.0049361256888
11837820,596.1162859468764
11837850,596.2283783121803
11837880,596.3412031319434
11837910,596.454750260153
11837940,596.5690094945177
11837970,596.6839705755225
11838000,596.7996231845792
11838030,596.9159569412797
11838060,597.0329614002572
11838090,597.1506260470943
11838120,597.2689402937365
11838150,597.3878934731396
11838180,597.5074748333985
11838210,597.6276735313257
11838240,597.7484786254636
11838270,597.8698790687708
11838300,597.9918637006951
11838330,598.1144212389758
11838360,598.2375402711046
11838390,598.3612092454608
11838420,598.4854164622026
11838450,598.610150063963
11838480,598.7353980264119
11838510,598.8611481486689
11838540,598.9873880437071
11838570,599.1141051287426
11838600,599.2412866156094
11838630,599.368919501313
11838660,599.4969905587586
11838690,599.625486327494
11838720,599.7543930563673
11838750,599.8836972801008
11838780,600.0133844791551
11838810,600.1434396751695
11838840,600.2738483779559
11838870,600.4045956027845
11838900,600.5356660666679
11838930,600.6670441629041
11838960,600.7987139856776
11838990,600.9306593240675
11839020,601.0628636627405
11839050,601.1953101786482
11839080,601.327981740187
11839110,601.4608609063436
11839140,601.5939299272189
11839170,601.727170745423
11839200,601.8605649985756
11839230,601.9940940228995
11839260,602.1277388580114
11839290,602.2614802527789
11839320,602.395298672496
11839350,602.5291743071704
11839380,602.6630870811329
11839410,602.7970166638344
11839440,602.9309424818716
11839470,603.0648437300432
11839500,603.1986993888277
11839530,603.332488238709
11839560,603.4661888777532
11839590,603.5997797398337
11839620,603.7332391146759
11839650,603.8665451682006
11839680,603.9996759647419
11839710,604.132609489385
11839740,604.2653236724992
11839770,604.397796413929
11839800,604.53000560978
11839830,604.6619291782682
11839860,604.7935450886513
11839890,604.9248313885015
11839920,605.0557662347642
11839950,605.1863279220292
11839980,605.3164949158366
11840010,605.4462458814669
11840040,605.5755597197493
11840070,605.7044155957195
11840100,605.8327929773867
11840130,605.9606716634867
11840160,606.0880318260035
11840190,606.2148540356592
11840220,606.3411193098935
11840250,606.4668091338947
11840280,606.5919055166027
11840310,606.7163910041203
11840340,606.8402487477798
11840370,606.9634625049536
11840400,607.0860167255588
11840430,607.207912779062
11840460,607.3291918552122
11840490,607.4499088251495
11840520,607.5701161475363
11840550,607.6898725486611
11840580,607.8092209279683
11840610,607.9282063196408
11840640,608.0468735406876
11840670,608.1652664546782
11840700,608.2834278084488
11840730,608.4013992642858
11840760,608.519221487507
11840790,608.636934244983
11840820,608.754576500446
11840850,608.8721865029074
11840880,608.9898018677159
11840910,609.107459650625
11840940,609.2251964158362
11840970,609.3430482984892
11841000,609.4610510625137
11841030,609.5792401542856
11841060,609.6976507526487
11841090,609.8163178156816
11841120,609.9352761246133
11841150,610.054560325231
11841180,610.174204966939
11841210,610.2942445397364
11841240,610.4147135094646
11841270,610.5356463510916
11841300,610.6570775806019
11841330,610.7790417852497
11841360,610.9015736524755
11841390,611.0247079973683
11841420,611.148479788838
11841450,611.2729241744213
11841480,611.3980765038629
11841510,611.5239723511564
11841540,611.65064753542
11841570,611.7781381401195
11841600,611.9064805309903
11841630,612.0357113720833
11841660,612.165867640434
11841690,612.2969866385472
11841720,612.4291060051884
11841750,612.562263723844
11841780,612.6964981289943
11841810,612.8318479098101
11841840,612.968352111143
11841870,613.1060501316471
11841900,613.2449817186193
11841930,613.3851869595688
11841960,613.5267062698997
11841990,613.6695803769661
11842020,613.8138502996006
11842050,613.9595573234748
11842080,614.1067429715723
11842110,614.2554489698366
11842140,614.4057172076119
11842170,614.5575896928638
11842200,614.7111085018462
11842230,614.866315723315
11842260,615.0232533971968
11842290,615.181963447706
11842320,615.3424876111508
11842350,615.504857808301
11842380,615.6691263219983
11842410,615.835837819512
11842440,616.0041764183649
11842470,616.1743790517038
11842500,616.3469709054825
11842530,616.5196830316379
11842560,616.6898888284284
11842590,616.8574269453673
11842620,617.0222556867576
11842650,617.1850360559398
11842680,617.3454406742921
11842710,617.5034728603549
11842740,617.6588379681539
11842770,617.8119328537792
11842800,617.9628562824512
11842830,618.1120580045521
11842860,618.2592854277174
11842890,618.4045328584551
11842920,618.5478418761923
11842950,618.6892573383183
11842980,618.828823861259
11843010,618.9665849498404
11843040,619.1025830175863
11843070,619.2368597035697
11843100,619.36945628285
11843130,619.5004137758536
11843160,619.6297719851763
11843190,619.7575691454834
11843220,619.8838421171173
11843250,620.0086267264625
11843280,620.1319581102939
11843310,620.2538710194681
11843340,620.3744000703284
11843370,620.4935799431339
11843400,620.611445530113
11843430,620.7280320365644
11843460,620.8433750103908
11843490,620.9575104149333
11843520,621.070474569227
11843550,621.1823040889445
11843580,621.2930341762509
11843610,621.402697660102
11843640,621.5113260701395
11843670,621.6189500554185
11843700,621.7255994639166
11843730,621.8313033414878
11843760,621.9360899114408
11843790,622.0399865516981
11843820,622.1430197732743
11843850,622.2452152007073
11843880,622.3465975546953
11843910,622.447190637142
11843940,622.5470173188921
11843970,622.646099530349
11844000,622.7444582550883
11844030,622.8421192793156
11844060,622.9391145784467
11844090,623.0354764245354
11844120,623.131235549702
11844150,623.2264210317493
11844180,623.3210586090446
11844210,623.4151729010049
11844240,623.5087867493637
11844270,623.6019213934994
11844300,623.6945966431346
11844330,623.7868310086594
11844360,623.8786418521051
11844390,623.9700455527528
11844420,624.06105766722
11844450,624.1516930808623
11844480,624.2419661533315
11844510,624.3318908590744
11844540,624.4214809221337
11844570,624.5107499454788
11844600,624.5997115355478
11844630,624.688379422206
11844660,624.7767675744903
