time,hvac_oveZonActWes_yDam_u
11836800,0.15000000000000002
11836830,0.15000000000000002
11836860,0.15000000000000002
11836890,0.15000000000000002
11836920,0.15000000000000002
11836950,0.15000000000000002
11836980,0.15000000000000002
11837010,0.15000000000000002
11837040,0.15000000000000002
11837070,0.15000000000000002
11837100,0.15000000000000002
11837130,0.15000000000000002
11837160,0.15000000000000002
11837190,0.15000000000000002
11837220,0.15000000000000002
11837250,0.15000000000000002
11837280,0.15000000000000002
11837310,0.15000000000000002
11837340,0.15000000000000002
11837370,0.15000000000000002
11837400,0.15000000000000002
11837430,0.15000000000000002
11837460,0.15000000000000002
11837490,0.15000000000000002
11837520,0.15000000000000002
11837550,0.15000000000000002
11837580,0.15000000000000002
11837610,0.15000000000000002
11837640,0.15000000000000002
11837670,0.15000000000000002
11837700,0.15000000000000002
11837730,0.15000000000000002
11837760,0.15000000000000002
11837790,0.15000000000000002
11837820,0.15000000000000002
11837850,0.15000000000000002
11837880,0.15000000000000002
11837910,0.15000000000000002
11837940,0.15000000000000002
11837970,0.15000000000000002
11838000,0.15000000000000002
11838030,0.15000000000000002
11838060,0.15000000000000002
11838090,0.15000000000000002
11838120,0.15000000000000002
11838150,0.15000000000000002
11838180,0.15000000000000002
11838210,0.15000000000000002
11838240,0.15000000000000002
11838270,0.15000000000000002
11838300,0.15000000000000002
11838330,0.15000000000000002
11838360,0.15000000000000002
11838390,0.15000000000000002
11838420,0.15000000000000002
11838450,0.15000000000000002
11838480,0.15000000000000002
11838510,0.15000000000000002
11838540,0.15000000000000002
11838570,0.15000000000000002
11838600,0.15000000000000002
11838630,0.15000000000000002
11838660,0.15000000000000002
11838690,0.15000000000000002
11838720,0.15000000000000002
11838750,0.15000000000000002
11838780,0.15000000000000002
11838810,0.15000000000000002
11838840,0.15000000000000002
11838870,0.15000000000000002
11838900,0.15000000000000002
11838930,0.15000000000000002
11838960,0.15000000000000002
11838990,0.15000000000000002
11839020,0.15000000000000002
11839050,0.15000000000000002
11839080,0.15000000000000002
11839110,0.15000000000000002
11839140,0.15000000000000002
11839170,0.15000000000000002
11839200,0.15000000000000002
11839230,0.15000000000000002
11839260,0.15000000000000002
11839290,0.15000000000000002
11839320,0.15000000000000002
11839350,0.15000000000000002
11839380,0.15000000000000002
11839410,0.15000000000000002
11839440,0.15000000000000002
11839470,0.15000000000000002
11839500,0.15000000000000002
11839530,0.15000000000000002
11839560,0.15000000000000002
11839590,0.15000000000000002
11839620,0.15000000000000002
11839650,0.15000000000000002
11839680,0.15000000000000002
11839710,0.15000000000000002
11839740,0.15000000000000002
11839770,0.15000000000000002
11839800,0.15000000000000002
11839830,0.15000000000000002
11839860,0.15000000000000002
11839890,0.15000000000000002
11839920,0.15000000000000002
11839950,0.15000000000000002
11839980,0.15000000000000002
11840010,0.15000000000000002
11840040,0.15000000000000002
11840070,0.15000000000000002
11840100,0.15000000000000002
11840130,0.15000000000000002
11840160,0.15000000000000002
11840190,0.15000000000000002
11840220,0.15000000000000002
11840250,0.15000000000000002
11840280,0.15000000000000002
11840310,0.15000000000000002
11840340,0.15000000000000002
11840370,0.15000000000000002
11840400,0.15000000000000002
11840430,0.15000000000000002
11840460,0.15000000000000002
11840490,0.15000000000000002
11840520,0.15000000000000002
11840550,0.15000000000000002
11840580,0.15000000000000002
11840610,0.15000000000000002
11840640,0.15000000000000002
11840670,0.15000000000000002
11840700,0.15000000000000002
11840730,0.15000000000000002
11840760,0.15000000000000002
11840790,0.15000000000000002
11840820,0.15000000000000002
11840850,0.15000000000000002
11840880,0.15000000000000002
11840910,0.15000000000000002
11840940,0.15000000000000002
11840970,0.15000000000000002
11841000,0.15000000000000002
11841030,0.15000000000000002
11841060,0.15000000000000002
11841090,0.15000000000000002
11841120,0.15000000000000002
11841150,0.15000000000000002
11841180,0.15000000000000002
11841210,0.15000000000000002
11841240,0.15000000000000002
11841270,0.15000000000000002
11841300,0.15000000000000002
11841330,0.15000000000000002
11841360,0.15000000000000002
11841390,0.15000000000000002
11841420,0.15000000000000002
11841450,0.15000000000000002
11841480,0.15000000000000002
11841510,0.15000000000000002
11841540,0.15000000000000002
11841570,0.15000000000000002
11841600,0.15000000000000002
11841630,0.15000000000000002
11841660,0.15000000000000002
11841690,0.15000000000000002
11841720,0.15000000000000002
11841750,0.15000000000000002
11841780,0.15000000000000002
11841810,0.15000000000000002
11841840,0.15000000000000002
11841870,0.15000000000000002
11841900,0.15000000000000002
11841930,0.15000000000000002
11841960,0.15000000000000002
11841990,0.15000000000000002
11842020,0.15000000000000002
11842050,0.15000000000000002
11842080,0.15000000000000002
11842110,0.15000000000000002
11842140,0.15000000000000002
11842170,0.15000000000000002
11842200,0.15000000000000002
11842230,0.15000000000000002
11842260,0.15000000000000002
11842290,0.15000000000000002
11842320,0.15000000000000002
11842350,0.15000000000000002
11842380,0.15000000000000002
11842410,0.15000000000000002
11842440,0.15000000000000002
11842470,0.15000000000000002
11842500,0.15000000000000002
11842530,0.15000000000000002
11842560,0.15000000000000002
11842590,0.15000000000000002
11842620,0.15000000000000002
11842650,0.15000000000000002
11842680,0.15000000000000002
11842710,0.15000000000000002
11842740,0.15000000000000002
11842770,0.15000000000000002
11842800,0.15000000000000002
11842830,0.15000000000000002
11842860,0.15000000000000002
11842890,0.15000000000000002
11842920,0.15000000000000002
11842950,0.15000000000000002
11842980,0.15000000000000002
11843010,0.15000000000000002
11843040,0.15000000000000002
11843070,0.15000000000000002
11843100,0.15000000000000002
11843130,0.15000000000000002
11843160,0.15000000000000002
11843190,0.15000000000000002
11843220,0.15000000000000002
11843250,0.15000000000000002
11843280,0.15000000000000002
11843310,0.15000000000000002
11843340,0.15000000000000002
11843370,0.15000000000000002
11843400,0.15000000000000002
11843430,0.15000000000000002
11843460,0.15000000000000002
11843490,0.15000000000000002
11843520,0.15000000000000002
11843550,0.15000000000000002
11843580,0.15000000000000002
11843610,0.15000000000000002
11843640,0.15000000000000002
11843670,0.15000000000000002
11843700,0.15000000000000002
11843730,0.15000000000000002
11843760,0.15000000000000002
11843790,0.15000000000000002
11843820,0.15000000000000002
11843850,0.15000000000000002
11843880,0.15000000000000002
11843910,0.15000000000000002
11843940,0.15000000000000002
11843970,0.15000000000000002
11844000,0.15000000000000002
11844030,0.15000000000000002
11844060,0.15000000000000002
11844090,0.15000000000000002
11844120,0.15000000000000002
11844150,0.15000000000000002
11844180,0.15000000000000002
11844210,0.15000000000000002
11844240,0.15000000000000002
11844270,0.15000000000000002
11844300,0.15000000000000002
11844330,0.15000000000000002
11844360,0.15000000000000002
11844390,0.15000000000000002
11844420,0.15000000000000002
11844450,0.15000000000000002
11844480,0.15000000000000002
11844510,0.15000000000000002
11844540,0.15000000000000002
11844570,0.15000000000000002
11844600,0.15000000000000002
11844630,0.15000000000000002
11844660,0.15000000000000002
11844690,0.15000000000000002
11844720,0.15000000000000002
11844750,0.15000000000000002
11844780,0.15000000000000002
11844810,0.15000000000000002
11844840,0.15000000000000002
11844870,0.15000000000000002
11844900,0.15000000000000002
11844930,0.15000000000000002
11844960,0.15000000000000002
11844990,0.15000000000000002
11845020,0.15000000000000002
11845050,0.15000000000000002
11845080,0.15000000000000002
11845110,0.15000000000000002
11845140,0.15000000000000002
11845170,0.15000000000000002
11845200,0.15000000000000002
11845230,0.15000000000000002
11845260,0.15000000000000002
11845290,0.15000000000000002
11845320,0.15000000000000002
11845350,0.15000000000000002
11845380,0.15000000000000002
11845410,0.15000000000000002
11845440,0.15000000000000002
11845470,0.15000000000000002
11845500,0.15000000000000002
11845530,0.15000000000000002
11845560,0.15000000000000002
11845590,0.15000000000000002
11845620,0.15000000000000002
11845650,0.15000000000000002
11845680,0.15000000000000002
11845710,0.15000000000000002
11845740,0.15000000000000002
11845770,0.15000000000000002
11845800,0.15000000000000002
11845830,0.15000000000000002
11845860,0.15000000000000002
11845890,0.15000000000000002
11845920,0.15000000000000002
11845950,0.15000000000000002
11845980,0.15000000000000002
11846010,0.15000000000000002
11846040,0.15000000000000002
11846070,0.15000000000000002
11846100,0.15000000000000002
11846130,0.15000000000000002
11846160,0.15000000000000002
11846190,0.15000000000000002
11846220,0.15000000000000002
11846250,0.15000000000000002
11846280,0.15000000000000002
11846310,0.15000000000000002
11846340,0.15000000000000002
11846370,0.15000000000000002
11846400,0.15000000000000002
11846430,0.15000000000000002
11846460,0.15000000000000002
11846490,0.15000000000000002
11846520,0.15000000000000002
11846550,0.15000000000000002
11846580,0.15000000000000002
11846610,0.15000000000000002
11846640,0.15000000000000002
11846670,0.15000000000000002
11846700,0.15000000000000002
11846730,0.15000000000000002
11846760,0.15000000000000002
11846790,0.15000000000000002
11846820,0.15000000000000002
11846850,0.15000000000000002
11846880,0.15000000000000002
11846910,0.15000000000000002
11846940,0.15000000000000002
11846970,0.15000000000000002
11847000,0.15000000000000002
11847030,0.15000000000000002
11847060,0.15000000000000002
11847090,0.15000000000000002
11847120,0.15000000000000002
11847150,0.15000000000000002
11847180,0.15000000000000002
11847210,0.15000000000000002
11847240,0.15000000000000002
11847270,0.15000000000000002
11847300,0.15000000000000002
11847330,0.15000000000000002
11847360,0.15000000000000002
11847390,0.15000000000000002
11847420,0.15000000000000002
11847450,0.15000000000000002
11847480,0.15000000000000002
11847510,0.15000000000000002
11847540,0.15000000000000002
11847570,0.15000000000000002
11847600,0.15000000000000002
11847630,0.15000000000000002
11847660,0.15000000000000002
11847690,0.15000000000000002
11847720,0.15000000000000002
11847750,0.15000000000000002
11847780,0.15000000000000002
11847810,0.15000000000000002
11847840,0.15000000000000002
11847870,0.15000000000000002
11847900,0.15000000000000002
11847930,0.15000000000000002
11847960,0.15000000000000002
11847990,0.15000000000000002
11848020,0.15000000000000002
11848050,0.15000000000000002
11848080,0.15000000000000002
11848110,0.15000000000000002
11848140,0.15000000000000002
11848170,0.15000000000000002
11848200,0.15000000000000002
11848230,0.15000000000000002
11848260,0.15000000000000002
11848290,0.15000000000000002
11848320,0.15000000000000002
11848350,0.15000000000000002
11848380,0.15000000000000002
11848410,0.15000000000000002
11848440,0.15000000000000002
11848470,0.15000000000000002
11848500,0.15000000000000002
11848530,0.15000000000000002
11848560,0.15000000000000002
11848590,0.15000000000000002
11848620,0.15000000000000002
11848650,0.15000000000000002
11848680,0.15000000000000002
11848710,0.15000000000000002
11848740,0.15000000000000002
11848770,0.15000000000000002
11848800,0.15000000000000002
11848830,0.15000000000000002
11848860,0.15000000000000002
11848890,0.15000000000000002
11848920,0.15000000000000002
11848950,0.15000000000000002
11848980,0.15000000000000002
11849010,0.15000000000000002
11849040,0.15000000000000002
11849070,0.15000000000000002
11849100,0.15000000000000002
11849130,0.15000000000000002
11849160,0.15000000000000002
11849190,0.15000000000000002
11849220,0.15000000000000002
11849250,0.15000000000000002
11849280,0.15000000000000002
11849310,0.15000000000000002
11849340,0.15000000000000002
11849370,0.15000000000000002
11849400,0.15000000000000002
11849430,0.15000000000000002
11849460,0.15000000000000002
11849490,0.15000000000000002
11849520,0.15000000000000002
11849550,0.15000000000000002
11849580,0.15000000000000002
11849610,0.15000000000000002
11849640,0.15000000000000002
11849670,0.15000000000000002
11849700,0.15000000000000002
11849730,0.15000000000000002
11849760,0.15000000000000002
11849790,0.15000000000000002
11849820,0.15000000000000002
11849850,0.15000000000000002
11849880,0.15000000000000002
11849910,0.15000000000000002
11849940,0.15000000000000002
11849970,0.15000000000000002
11850000,0.15000000000000002
11850030,0.15000000000000002
11850060,0.15000000000000002
11850090,0.15000000000000002
11850120,0.15000000000000002
11850150,0.15000000000000002
11850180,0.15000000000000002
11850210,0.15000000000000002
11850240,0.15000000000000002
11850270,0.15000000000000002
11850300,0.15000000000000002
11850330,0.15000000000000002
11850360,0.15000000000000002
11850390,0.15000000000000002
11850420,0.15000000000000002
11850450,0.15000000000000002
11850480,0.15000000000000002
11850510,0.15000000000000002
11850540,0.15000000000000002
11850570,0.15000000000000002
11850600,0.15000000000000002
11850630,0.15000000000000002
11850660,0.15000000000000002
11850690,0.15000000000000002
11850720,0.15000000000000002
11850750,0.15000000000000002
11850780,0.15000000000000002
11850810,0.15000000000000002
11850840,0.15000000000000002
11850870,0.15000000000000002
11850900,0.15000000000000002
11850930,0.15000000000000002
11850960,0.15000000000000002
11850990,0.15000000000000002
11851020,0.15000000000000002
11851050,0.15000000000000002
11851080,0.15000000000000002
11851110,0.15000000000000002
11851140,0.15000000000000002
11851170,0.15000000000000002
11851200,0.15000000000000002
11851230,0.15000000000000002
11851260,0.15000000000000002
11851290,0.15000000000000002
11851320,0.15000000000000002
11851350,0.15000000000000002
11851380,0.15000000000000002
11851410,0.15000000000000002
11851440,0.15000000000000002
11851470,0.15000000000000002
11851500,0.15000000000000002
11851530,0.15000000000000002
11851560,0.15000000000000002
11851590,0.15000000000000002
11851620,0.15000000000000002
11851650,0.15000000000000002
11851680,0.15000000000000002
11851710,0.15000000000000002
11851740,0.15000000000000002
11851770,0.15000000000000002
11851800,0.15000000000000002
11851830,0.15000000000000002
11851860,0.15000000000000002
11851890,0.15000000000000002
11851920,0.15000000000000002
11851950,0.15000000000000002
11851980,0.15000000000000002
11852010,0.15000000000000002
11852040,0.15000000000000002
11852070,0.15000000000000002
11852100,0.15000000000000002
11852130,0.15000000000000002
11852160,0.15000000000000002
11852190,0.15000000000000002
11852220,0.15000000000000002
11852250,0.15000000000000002
11852280,0.15000000000000002
11852310,0.15000000000000002
11852340,0.15000000000000002
11852370,0.15000000000000002
11852400,0.15000000000000002
11852430,0.15000000000000002
11852460,0.15000000000000002
11852490,0.15000000000000002
11852520,0.15000000000000002
11852550,0.15000000000000002
11852580,0.15000000000000002
11852610,0.15000000000000002
11852640,0.15000000000000002
11852670,0.15000000000000002
11852700,0.15000000000000002
11852730,0.15000000000000002
11852760,0.15000000000000002
