time,hvac_oveZonActNor_yDam_u
11836800,0.17449817518248167
11836830,0.17449817518248167
11836860,0.17449817518248167
11836890,0.17449817518248167
11836920,0.17449817518248167
11836950,0.17449817518248167
11836980,0.17449817518248167
11837010,0.17449817518248167
11837040,0.17449817518248167
11837070,0.17449817518248167
11837100,0.17449817518248167
11837130,0.17449817518248167
11837160,0.17449817518248167
11837190,0.17449817518248167
11837220,0.17449817518248167
11837250,0.17449817518248167
11837280,0.17449817518248167
11837310,0.17449817518248167
11837340,0.17449817518248167
11837370,0.17449817518248167
11837400,0.17449817518248167
11837430,0.17449817518248167
11837460,0.17449817518248167
11837490,0.17449817518248167
11837520,0.17449817518248167
11837550,0.17449817518248167
11837580,0.17449817518248167
11837610,0.17449817518248167
11837640,0.17449817518248167
11837670,0.17449817518248167
11837700,0.17449817518248167
11837730,0.17449817518248167
11837760,0.17449817518248167
11837790,0.17449817518248167
11837820,0.17449817518248167
11837850,0.17449817518248167
11837880,0.17449817518248167
11837910,0.17449817518248167
11837940,0.17449817518248167
11837970,0.17449817518248167
11838000,0.17449817518248167
11838030,0.17449817518248167
11838060,0.17449817518248167
11838090,0.17449817518248167
11838120,0.17449817518248167
11838150,0.17449817518248167
11838180,0.17449817518248167
11838210,0.17449817518248167
11838240,0.17449817518248167
11838270,0.17449817518248167
11838300,0.17449817518248167
11838330,0.17449817518248167
11838360,0.17449817518248167
11838390,0.17449817518248167
11838420,0.17449817518248167
11838450,0.17449817518248167
11838480,0.17449817518248167
11838510,0.17449817518248167
11838540,0.17449817518248167
11838570,0.17449817518248167
11838600,0.17449817518248167
11838630,0.17449817518248167
11838660,0.17449817518248167
11838690,0.17449817518248167
11838720,0.17449817518248167
11838750,0.17449817518248167
11838780,0.17449817518248167
11838810,0.17449817518248167
11838840,0.17449817518248167
11838870,0.17449817518248167
11838900,0.17449817518248167
11838930,0.17449817518248167
11838960,0.17449817518248167
11838990,0.17449817518248167
11839020,0.17449817518248167
11839050,0.17449817518248167
11839080,0.17449817518248167
11839110,0.17449817518248167
11839140,0.17449817518248167
11839170,0.17449817518248167
11839200,0.17449817518248167
11839230,0.17449817518248167
11839260,0.17449817518248167
11839290,0.17449817518248167
11839320,0.17449817518248167
11839350,0.17449817518248167
11839380,0.17449817518248167
11839410,0.17449817518248167
11839440,0.17449817518248167
11839470,0.17449817518248167
11839500,0.17449817518248167
11839530,0.17449817518248167
11839560,0.17449817518248167
11839590,0.17449817518248167
11839620,0.17449817518248167
11839650,0.17449817518248167
11839680,0.17449817518248167
11839710,0.17449817518248167
11839740,0.17449817518248167
11839770,0.17449817518248167
11839800,0.17449817518248167
11839830,0.17449817518248167
11839860,0.17449817518248167
11839890,0.17449817518248167
11839920,0.17449817518248167
11839950,0.17449817518248167
11839980,0.17449817518248167
11840010,0.17449817518248167
11840040,0.17449817518248167
11840070,0.17449817518248167
11840100,0.17449817518248167
11840130,0.17449817518248167
11840160,0.17449817518248167
11840190,0.17449817518248167
11840220,0.17449817518248167
11840250,0.17449817518248167
11840280,0.17449817518248167
11840310,0.17449817518248167
11840340,0.17449817518248167
11840370,0.17449817518248167
11840400,0.17449817518248167
11840430,0.17449817518248167
11840460,0.17449817518248167
11840490,0.17449817518248167
11840520,0.17449817518248167
11840550,0.17449817518248167
11840580,0.17449817518248167
11840610,0.17449817518248167
11840640,0.17449817518248167
11840670,0.17449817518248167
11840700,0.17449817518248167
11840730,0.17449817518248167
11840760,0.17449817518248167
11840790,0.17449817518248167
11840820,0.17449817518248167
11840850,0.17449817518248167
11840880,0.17449817518248167
11840910,0.17449817518248167
11840940,0.17449817518248167
11840970,0.17449817518248167
11841000,0.17449817518248167
11841030,0.17449817518248167
11841060,0.17449817518248167
11841090,0.17449817518248167
11841120,0.17449817518248167
11841150,0.17449817518248167
11841180,0.17449817518248167
11841210,0.17449817518248167
11841240,0.17449817518248167
11841270,0.17449817518248167
11841300,0.17449817518248167
11841330,0.17449817518248167
11841360,0.17449817518248167
11841390,0.17449817518248167
11841420,0.17449817518248167
11841450,0.17449817518248167
11841480,0.17449817518248167
11841510,0.17449817518248167
11841540,0.17449817518248167
11841570,0.17449817518248167
11841600,0.17449817518248167
11841630,0.17449817518248167
11841660,0.17449817518248167
11841690,0.17449817518248167
11841720,0.17449817518248167
11841750,0.17449817518248167
11841780,0.17449817518248167
11841810,0.17449817518248167
11841840,0.17449817518248167
11841870,0.17449817518248167
11841900,0.17449817518248167
11841930,0.17449817518248167
11841960,0.17449817518248167
11841990,0.17449817518248167
11842020,0.17449817518248167
11842050,0.17449817518248167
11842080,0.17449817518248167
11842110,0.17449817518248167
11842140,0.17449817518248167
11842170,0.17449817518248167
11842200,0.17449817518248167
11842230,0.17449817518248167
11842260,0.17449817518248167
11842290,0.17449817518248167
11842320,0.17449817518248167
11842350,0.17449817518248167
11842380,0.17449817518248167
11842410,0.17449817518248167
11842440,0.17449817518248167
11842470,0.17449817518248167
11842500,0.17449817518248167
11842530,0.17449817518248167
11842560,0.17449817518248167
11842590,0.17449817518248167
11842620,0.17449817518248167
11842650,0.17449817518248167
