timestamp,hvac_reaZonEas_CO2Zon_y
2024-01-01 00:00:00,604.8660763453515
2024-01-01 00:00:30,604.9238582672176
2024-01-01 00:01:00,604.9818671773713
2024-01-01 00:01:30,605.0401442954661
2024-01-01 00:02:00,605.0987178029487
2024-01-01 00:02:30,605.1576042541784
2024-01-01 00:03:00,605.2168202091835
2024-01-01 00:03:30,605.2763805904384
2024-01-01 00:04:00,605.3362982699881
2024-01-01 00:04:30,605.3965846212745
2024-01-01 00:05:00,605.4572470408032
2024-01-01 00:05:30,605.5182918723668
2024-01-01 00:06:00,605.5797235393924
2024-01-01 00:06:30,605.6415443609295
2024-01-01 00:07:00,605.7037548369896
2024-01-01 00:07:30,605.7663538416402
2024-01-01 00:08:00,605.8293387002676
2024-01-01 00:08:30,605.8927052995094
2024-01-01 00:09:00,605.9564482496578
2024-01-01 00:09:30,606.0205610471729
2024-01-01 00:10:00,606.0850362183559
2024-01-01 00:10:30,606.1498654554332
2024-01-01 00:11:00,606.2150397525202
2024-01-01 00:11:30,606.2805495260209
2024-01-01 00:12:00,606.3463847321722
2024-01-01 00:12:30,606.4125350263902
2024-01-01 00:13:00,606.4789898595416
2024-01-01 00:13:30,606.5457385444249
2024-01-01 00:14:00,606.61277034032
2024-01-01 00:14:30,606.6800745450483
2024-01-01 00:15:00,606.7476405699208
2024-01-01 00:15:30,606.8154579974629
2024-01-01 00:16:00,606.8835166330466
2024-01-01 00:16:30,606.9518065536383
2024-01-01 00:17:00,607.0203181501793
2024-01-01 00:17:30,607.0890421614421
2024-01-01 00:18:00,607.1579697015138
2024-01-01 00:18:30,607.2270922826594
2024-01-01 00:19:00,607.2964018336262
2024-01-01 00:19:30,607.3658907131328
2024-01-01 00:20:00,607.4355517191321
2024-01-01 00:20:30,607.5053780941563
2024-01-01 00:21:00,607.5753635278721
2024-01-01 00:21:30,607.6455021562734
2024-01-01 00:22:00,607.7157885585234
2024-01-01 00:22:30,607.7862177512914
2024-01-01 00:23:00,607.8567851811678
2024-01-01 00:23:30,607.9274867153356
2024-01-01 00:24:00,607.9983186306501
2024-01-01 00:24:30,608.069277601662
2024-01-01 00:25:00,608.1403606872751
2024-01-01 00:25:30,608.2115653166873
2024-01-01 00:26:00,608.2828892745978
2024-01-01 00:26:30,608.3543306857815
2024-01-01 00:27:00,608.4258879992417
2024-01-01 00:27:30,608.4975599720294
2024-01-01 00:28:00,608.5693456528707
2024-01-01 00:28:30,608.6412443656124
2024-01-01 00:29:00,608.713255692672
2024-01-01 00:29:30,608.7853794585072
2024-01-01 00:30:00,608.8576157130904
2024-01-01 00:30:30,608.9299647156188
2024-01-01 00:31:00,609.0024269184806
2024-01-01 00:31:30,609.075002951141
2024-01-01 00:32:00,609.1476935006483
2024-01-01 00:32:30,609.2205002885149
2024-01-01 00:33:00,609.2934239059189
2024-01-01 00:33:30,609.3664647622528
2024-01-01 00:34:00,609.4396245611598
2024-01-01 00:34:30,609.5129047575011
2024-01-01 00:35:00,609.5863068599828
2024-01-01 00:35:30,609.6598323889942
2024-01-01 00:36:00,609.7334829098908
2024-01-01 00:36:30,609.8072600179452
2024-01-01 00:37:00,609.8811653324759
2024-01-01 00:37:30,609.9552004838675
2024-01-01 00:38:00,610.0293671033342
2024-01-01 00:38:30,610.1036668115943
2024-01-01 00:39:00,610.1781012085094
2024-01-01 00:39:30,610.252671862851
2024-01-01 00:40:00,610.3273803024864
2024-01-01 00:40:30,610.4022280049219
2024-01-01 00:41:00,610.4772163882712
2024-01-01 00:41:30,610.5523468024376
2024-01-01 00:42:00,610.6276205208258
2024-01-01 00:42:30,610.703038732245
2024-01-01 00:43:00,610.7786025332787
2024-01-01 00:43:30,610.8543129209093
2024-01-01 00:44:00,610.9301707854225
2024-01-01 00:44:30,611.0061769002115
2024-01-01 00:45:00,611.0823319207661
2024-01-01 00:45:30,611.1586363762752
2024-01-01 00:46:00,611.2350906642384
2024-01-01 00:46:30,611.3116950447649
2024-01-01 00:47:00,611.3884496359825
2024-01-01 00:47:30,611.4653544086942
2024-01-01 00:48:00,611.5424091825747
2024-01-01 00:48:30,611.6196136207292
2024-01-01 00:49:00,611.6969672257201
2024-01-01 00:49:30,611.774469334479
2024-01-01 00:50:00,611.8521191160203
2024-01-01 00:50:30,611.9299155667508
2024-01-01 00:51:00,612.0078575090856
2024-01-01 00:51:30,612.0859435866777
2024-01-01 00:52:00,612.1641722640254
2024-01-01 00:52:30,612.242541821228
2024-01-01 00:53:00,612.3210503549825
2024-01-01 00:53:30,612.3996957724237
2024-01-01 00:54:00,612.478475794056
2024-01-01 00:54:30,612.5573879459514
2024-01-01 00:55:00,612.6364295654082
2024-01-01 00:55:30,612.7155977905815
2024-01-01 00:56:00,612.7948895700501
2024-01-01 00:56:30,612.874301648105
2024-01-01 00:57:00,612.9538305806165
2024-01-01 00:57:30,613.0334727129949
2024-01-01 00:58:00,613.1132242058504
2024-01-01 00:58:30,613.1930810013135
2024-01-01 00:59:00,613.273038863887
2024-01-01 00:59:30,613.353093328316
2024-01-01 01:00:00,613.4332397641173
2024-01-01 01:00:30,613.5134715612695
2024-01-01 01:01:00,613.5937877296769
2024-01-01 01:01:30,613.6741886181303
2024-01-01 01:02:00,613.7546717482116
2024-01-01 01:02:30,613.8352346624529
2024-01-01 01:03:00,613.9158752639141
2024-01-01 01:03:30,613.9965909464587
