timestamp,damper_position
2024-01-01 00:00:00,-7.009954355657457e-08
2024-01-01 00:00:30,-6.390705414241875e-08
2024-01-01 00:01:00,-5.476855524844899e-08
2024-01-01 00:01:30,-4.7188018022961e-08
2024-01-01 00:02:00,-3.997513418838471e-08
2024-01-01 00:02:30,-3.3026231458241355e-08
2024-01-01 00:03:00,-2.6283714024927995e-08
2024-01-01 00:03:30,-1.9832055055082095e-08
2024-01-01 00:04:00,-1.3598299991703486e-08
2024-01-01 00:04:30,-7.556530646403665e-09
2024-01-01 00:05:00,-1.683708628744866e-09
2024-01-01 00:05:30,4.031685332076768e-09
2024-01-01 00:06:00,9.61076974267792e-09
2024-01-01 00:06:30,1.506506384597696e-08
2024-01-01 00:07:00,2.0410886499628277e-08
2024-01-01 00:07:30,2.5659756927254e-08
2024-01-01 00:08:00,3.082511419557039e-08
2024-01-01 00:08:30,3.5918477515673494e-08
2024-01-01 00:09:00,4.0952326019676615e-08
2024-01-01 00:09:30,4.593241936085862e-08
2024-01-01 00:10:00,5.087507636730759e-08
2024-01-01 00:10:30,5.57889364654899e-08
2024-01-01 00:11:00,6.067879938076256e-08
2024-01-01 00:11:30,6.556002401780567e-08
2024-01-01 00:12:00,7.043741010519297e-08
2024-01-01 00:12:30,7.531959707526254e-08
2024-01-01 00:13:00,8.021426443872597e-08
2024-01-01 00:13:30,8.51329314133207e-08
2024-01-01 00:14:00,9.008039774290713e-08
2024-01-01 00:14:30,9.506626280567262e-08
2024-01-01 00:15:00,1.0009436643131922e-07
2024-01-01 00:15:30,1.0517526793833832e-07
2024-01-01 00:16:00,1.1031376709743771e-07
2024-01-01 00:16:30,1.1551946331902076e-07
2024-01-01 00:17:00,1.2079523653877913e-07
2024-01-01 00:17:30,1.2614876633380115e-07
2024-01-01 00:18:00,1.315848525121286e-07
2024-01-01 00:18:30,1.371121346002066e-07
2024-01-01 00:19:00,1.427286929391367e-07
2024-01-01 00:19:30,1.4844316707764113e-07
2024-01-01 00:20:00,1.542565171588625e-07
2024-01-01 00:20:30,1.6017354304622817e-07
2024-01-01 00:21:00,1.6618944533628985e-07
2024-01-01 00:21:30,1.7230902391150956e-07
2024-01-01 00:22:00,1.785236396694513e-07
2024-01-01 00:22:30,1.8483041307876552e-07
2024-01-01 00:23:00,1.9124662311357362e-07
2024-01-01 00:23:30,1.9770315516450903e-07
2024-01-01 00:24:00,2.04215368324392e-07
2024-01-01 00:24:30,2.1076598409926466e-07
2024-01-01 00:25:00,2.1733388425232662e-07
2024-01-01 00:25:30,2.238893111465044e-07
2024-01-01 00:26:00,2.3039290779284862e-07
2024-01-01 00:26:30,2.3679955755214378e-07
2024-01-01 00:27:00,2.430622238433832e-07
2024-01-01 00:27:30,2.491223508172742e-07
2024-01-01 00:28:00,2.549185027139152e-07
2024-01-01 00:28:30,2.6038156418819417e-07
2024-01-01 00:29:00,2.6543186049060025e-07
2024-01-01 00:29:30,2.699993160276111e-07
2024-01-01 00:30:00,2.7400137591269844e-07
2024-01-01 00:30:30,2.7736220460911324e-07
2024-01-01 00:31:00,2.8001364587665604e-07
2024-01-01 00:31:30,2.8189426285683846e-07
2024-01-01 00:32:00,2.8269591538798584e-07
2024-01-01 00:32:30,2.829504058122703e-07
2024-01-01 00:33:00,2.822987173770165e-07
2024-01-01 00:33:30,2.808618005833454e-07
2024-01-01 00:34:00,2.7842078881153096e-07
2024-01-01 00:34:30,2.753231775764812e-07
2024-01-01 00:35:00,2.717071967735349e-07
2024-01-01 00:35:30,2.672743052215712e-07
2024-01-01 00:36:00,2.622491272370098e-07
2024-01-01 00:36:30,2.5675645401204246e-07
2024-01-01 00:37:00,2.508893990294713e-07
2024-01-01 00:37:30,2.4473531633341325e-07
2024-01-01 00:38:00,2.383729206925171e-07
2024-01-01 00:38:30,2.3188092702398788e-07
2024-01-01 00:39:00,2.2532365129216815e-07
2024-01-01 00:39:30,2.1875677011113355e-07
2024-01-01 00:40:00,2.1223212041875043e-07
2024-01-01 00:40:30,2.0581785820409893e-07
2024-01-01 00:41:00,1.995034244279178e-07
2024-01-01 00:41:30,1.93335856470856e-07
2024-01-01 00:42:00,1.8728731637439585e-07
2024-01-01 00:42:30,1.8142116053895406e-07
2024-01-01 00:43:00,1.7573066970385787e-07
2024-01-01 00:43:30,1.7022832341735708e-07
2024-01-01 00:44:00,1.6489108338512288e-07
2024-01-01 00:44:30,1.5972566947474913e-07
2024-01-01 00:45:00,1.5473688165964582e-07
2024-01-01 00:45:30,1.4992376025112882e-07
2024-01-01 00:46:00,1.4523062883482176e-07
2024-01-01 00:46:30,1.412027349120367e-07
2024-01-01 00:47:00,1.3640592469798037e-07
2024-01-01 00:47:30,1.3218315783957972e-07
2024-01-01 00:48:00,1.2807654195471822e-07
2024-01-01 00:48:30,1.240889570240691e-07
2024-01-01 00:49:00,1.2020600404419858e-07
2024-01-01 00:49:30,1.1643248286143278e-07
2024-01-01 00:50:00,1.1273671546741352e-07
2024-01-01 00:50:30,1.0913598095120696e-07
2024-01-01 00:51:00,1.0559572144756912e-07
2024-01-01 00:51:30,1.0212745636973479e-07
2024-01-01 00:52:00,9.871870653526039e-08
2024-01-01 00:52:30,9.535507286409774e-08
2024-01-01 00:53:00,9.203655542740989e-08
2024-01-01 00:53:30,8.874587529876824e-08
2024-01-01 00:54:00,8.549167203680666e-08
2024-01-01 00:54:30,8.226722609171288e-08
2024-01-01 00:55:00,7.904853891105363e-08
2024-01-01 00:55:30,7.584904976633252e-08
2024-01-01 00:56:00,7.265819931926668e-08
2024-01-01 00:56:30,6.94711878949126e-08
2024-01-01 00:57:00,6.628225587181829e-08
2024-01-01 00:57:30,6.308660357137897e-08
2024-01-01 00:58:00,5.98803912584992e-08
2024-01-01 00:58:30,5.665977919739059e-08
2024-01-01 00:59:00,5.3421887596654396e-08
2024-01-01 00:59:30,5.0165756554555596e-08
2024-01-01 01:00:00,4.68817866661699e-08
2024-01-01 01:00:30,4.318024033933981e-08
2024-01-01 01:01:00,3.919358998153154e-08
2024-01-01 01:01:30,3.535669068666793e-08
2024-01-01 01:02:00,3.15841074303691e-08
2024-01-01 01:02:30,2.78480018762979e-08
2024-01-01 01:03:00,2.415221386744478e-08
2024-01-01 01:03:30,2.04967434649726e-08
2024-01-01 01:04:00,1.688351061760191e-08
2024-01-01 01:04:30,1.3311555437092371e-08
2024-01-01 01:05:00,9.787597591751003e-09
2024-01-01 01:05:30,6.304917519472927e-09
2024-01-01 01:06:00,2.868314993993709e-09
2024-01-01 01:06:30,-5.193301034290454e-10
2024-01-01 01:07:00,-3.86185750728139e-09
2024-01-01 01:07:30,-7.156387341180017e-09
2024-01-01 01:08:00,-1.0402919565456208e-08
2024-01-01 01:08:30,-1.359761436465829e-08
2024-01-01 01:09:00,-1.6739511760089703e-08
2024-01-01 01:09:30,-1.98334114421998e-08
2024-01-01 01:10:00,-2.2875473603406588e-08
2024-01-01 01:10:30,-2.586377832811787e-08
2024-01-01 01:11:00,-2.880024548045707e-08
2024-01-01 01:11:30,-3.168295514983163e-08
2024-01-01 01:12:00,-3.4511907316653644e-08
2024-01-01 01:12:30,-3.728710196362598e-08
2024-01-01 01:13:00,-4.000565924420654e-08
2024-01-01 01:13:30,-4.266853909018454e-08
2024-01-01 01:14:00,-4.527574149155256e-08
2024-01-01 01:14:30,-4.782726644048249e-08
2024-01-01 01:15:00,-5.032311393128313e-08
2024-01-01 01:15:30,-5.276232401704792e-08
2024-01-01 01:16:00,-5.514201686699262e-08
2024-01-01 01:16:30,-5.7465072312227344e-08
2024-01-01 01:17:00,-5.973149035557624e-08
2024-01-01 01:17:30,-6.193743123047405e-08
2024-01-01 01:18:00,-6.408769465859101e-08
2024-01-01 01:18:30,-6.617748093517576e-08
2024-01-01 01:19:00,-6.820870995697138e-08
2024-01-01 01:19:30,-7.018138173682502e-08
2024-01-01 01:20:00,-7.209549628929413e-08
2024-01-01 01:20:30,-7.395009368857119e-08
2024-01-01 01:21:00,-7.57461338947866e-08
2024-01-01 01:21:30,-7.748169704385226e-08
2024-01-01 01:22:00,-7.915870304070549e-08
