timestamp,hvac_reaZonCor_CO2Zon_y
2024-01-01 00:00:00,603.5610413337233
2024-01-01 00:00:30,603.6247100172851
2024-01-01 00:01:00,603.6885594235
2024-01-01 00:01:30,603.7525967084424
2024-01-01 00:02:00,603.8168123199454
2024-01-01 00:02:30,603.8811960947397
2024-01-01 00:03:00,603.9457365156704
2024-01-01 00:03:30,604.0104216037786
2024-01-01 00:04:00,604.0752392540531
2024-01-01 00:04:30,604.1401779461976
2024-01-01 00:05:00,604.2052251206684
2024-01-01 00:05:30,604.2703691418402
2024-01-01 00:06:00,604.3355993493848
2024-01-01 00:06:30,604.4009054781894
2024-01-01 00:07:00,604.4662779413376
2024-01-01 00:07:30,604.5317079657045
2024-01-01 00:08:00,604.5971875860237
2024-01-01 00:08:30,604.662709649587
2024-01-01 00:09:00,604.7282678560264
2024-01-01 00:09:30,604.7938567862641
2024-01-01 00:10:00,604.8594719055678
2024-01-01 00:10:30,604.9251095545934
2024-01-01 00:11:00,604.9907669378675
2024-01-01 00:11:30,605.0564420964372
2024-01-01 00:12:00,605.1221338776128
2024-01-01 00:12:30,605.1878419492658
2024-01-01 00:13:00,605.253566758375
2024-01-01 00:13:30,605.3193094664338
2024-01-01 00:14:00,605.3850719084008
2024-01-01 00:14:30,605.4508565654301
2024-01-01 00:15:00,605.5166665281041
2024-01-01 00:15:30,605.5825054501724
2024-01-01 00:16:00,605.6483775036402
2024-01-01 00:16:30,605.714287338257
2024-01-01 00:17:00,605.780240041836
2024-01-01 00:17:30,605.8462410992885
2024-01-01 00:18:00,605.9122963520757
2024-01-01 00:18:30,605.9784119595253
2024-01-01 00:19:00,606.0445943617731
2024-01-01 00:19:30,606.1108502437518
2024-01-01 00:20:00,606.1771865003747
2024-01-01 00:20:30,606.2436102030194
2024-01-01 00:21:00,606.3101285678312
2024-01-01 00:21:30,606.3767489252142
2024-01-01 00:22:00,606.4434786909175
2024-01-01 00:22:30,606.5103253383791
2024-01-01 00:23:00,606.5772963725657
2024-01-01 00:23:30,606.6443993051513
2024-01-01 00:24:00,606.7116416309784
2024-01-01 00:24:30,606.7790308059357
2024-01-01 00:25:00,606.8465742258617
2024-01-01 00:25:30,606.9142792067788
2024-01-01 00:26:00,606.9821529662438
2024-01-01 00:26:30,607.0502026057734
2024-01-01 00:27:00,607.1184350942868
2024-01-01 00:27:30,607.1868572525716
2024-01-01 00:28:00,607.2554757387104
2024-01-01 00:28:30,607.3242970343515
2024-01-01 00:29:00,607.3933274318948
2024-01-01 00:29:30,607.4625730224733
2024-01-01 00:30:00,607.5320396846313
2024-01-01 00:30:30,607.6017330738513
2024-01-01 00:31:00,607.6716586127575
2024-01-01 00:31:30,607.7418214818028
2024-01-01 00:32:00,607.8122264585389
2024-01-01 00:32:30,607.8828790165952
2024-01-01 00:33:00,607.9537831057257
2024-01-01 00:33:30,608.024942104998
2024-01-01 00:34:00,608.0963602771878
2024-01-01 00:34:30,608.1680412689425
2024-01-01 00:35:00,608.2399884156681
2024-01-01 00:35:30,608.3122047085457
2024-01-01 00:36:00,608.3846928352349
2024-01-01 00:36:30,608.4574551732388
2024-01-01 00:37:00,608.5304937921644
2024-01-01 00:37:30,608.6038104490461
2024-01-01 00:38:00,608.6774065862932
2024-01-01 00:38:30,608.7512833285224
2024-01-01 00:39:00,608.8254414802722
2024-01-01 00:39:30,608.8998815237984
2024-01-01 00:40:00,608.9746036172123
2024-01-01 00:40:30,609.0496075928402
2024-01-01 00:41:00,609.1248929559962
2024-01-01 00:41:30,609.2004588838399
2024-01-01 00:42:00,609.2763042246582
2024-01-01 00:42:30,609.352427497292
2024-01-01 00:43:00,609.4288268908891
2024-01-01 00:43:30,609.5055002648458
2024-01-01 00:44:00,609.5824451489901
2024-01-01 00:44:30,609.6596587416205
2024-01-01 00:45:00,609.7371378734226
2024-01-01 00:45:30,609.8148790446073
2024-01-01 00:46:00,609.8928784587745
2024-01-01 00:46:30,609.9711320040014
2024-01-01 00:47:00,610.0496352481815
2024-01-01 00:47:30,610.128383438099
2024-01-01 00:48:00,610.2073715012027
2024-01-01 00:48:30,610.2865940469588
2024-01-01 00:49:00,610.3660453700915
2024-01-01 00:49:30,610.4457194522555
2024-01-01 00:50:00,610.5256099660154
2024-01-01 00:50:30,610.6057102765373
2024-01-01 00:51:00,610.6860134463855
2024-01-01 00:51:30,610.7665122371868
2024-01-01 00:52:00,610.8471991154292
2024-01-01 00:52:30,610.9280662537932
2024-01-01 00:53:00,611.0091055383252
2024-01-01 00:53:30,611.0903085689994
2024-01-01 00:54:00,611.1716666688075
2024-01-01 00:54:30,611.2531708828723
2024-01-01 00:55:00,611.3348119902356
2024-01-01 00:55:30,611.4165805006512
2024-01-01 00:56:00,611.4984666701947
2024-01-01 00:56:30,611.5804604941404
2024-01-01 00:57:00,611.6625517286157
2024-01-01 00:57:30,611.7447298768046
2024-01-01 00:58:00,611.8269842199466
2024-01-01 00:58:30,611.9093037928434
2024-01-01 00:59:00,611.9916774292926
2024-01-01 00:59:30,612.0740937205461
2024-01-01 01:00:00,612.1565410831159
2024-01-01 01:00:30,612.2390070040954
2024-01-01 01:01:00,612.3214800228051
2024-01-01 01:01:30,612.403952038786
2024-01-01 01:02:00,612.4864138136419
2024-01-01 01:02:30,612.5688567831775
2024-01-01 01:03:00,612.651275360009
2024-01-01 01:03:30,612.7336639877421
2024-01-01 01:04:00,612.8160177499856
2024-01-01 01:04:30,612.8983324193283
2024-01-01 01:05:00,612.9806044219338
2024-01-01 01:05:30,613.0628307936316
2024-01-01 01:06:00,613.1450091343296
2024-01-01 01:06:30,613.2271375653052
2024-01-01 01:07:00,613.3092146903737
2024-01-01 01:07:30,613.3912395611128
2024-01-01 01:08:00,613.4732116458687
2024-01-01 01:08:30,613.5551308019308
2024-01-01 01:09:00,613.6369972507882
2024-01-01 01:09:30,613.7188115557193
2024-01-01 01:10:00,613.8005746017648
2024-01-01 01:10:30,613.8822875775726
2024-01-01 01:11:00,613.9639519589947
2024-01-01 01:11:30,614.0455694941913
2024-01-01 01:12:00,614.1271421900406
2024-01-01 01:12:30,614.2086722998051
2024-01-01 01:13:00,614.2901623117938
2024-01-01 01:13:30,614.3716149389031
2024-01-01 01:14:00,614.4530331091987
2024-01-01 01:14:30,614.5344199569638
2024-01-01 01:15:00,614.6157788146376
2024-01-01 01:15:30,614.6971132052294
2024-01-01 01:16:00,614.7784268353363
2024-01-01 01:16:30,614.8597235885964
2024-01-01 01:17:00,614.9410075195891
2024-01-01 01:17:30,615.0222828481117
2024-01-01 01:18:00,615.1035539538915
2024-01-01 01:18:30,615.1848253714372
2024-01-01 01:19:00,615.2661017853707
2024-01-01 01:19:30,615.3473880258126
