timestamp,hvac_reaAhu_TCooCoiSup_y
2024-01-01 00:00:00,11.83849422339847
2024-01-01 00:00:30,11.83849422339847
2024-01-01 00:01:00,11.83849422339847
2024-01-01 00:01:30,11.83849422339847
2024-01-01 00:02:00,11.83849422339847
2024-01-01 00:02:30,11.83849422339847
2024-01-01 00:03:00,11.83849422339847
2024-01-01 00:03:30,11.83849422339847
2024-01-01 00:04:00,11.83849422339847
2024-01-01 00:04:30,11.83849422339847
2024-01-01 00:05:00,11.83849422339847
2024-01-01 00:05:30,11.83849422339847
2024-01-01 00:06:00,11.83849422339847
2024-01-01 00:06:30,11.83849422339847
2024-01-01 00:07:00,11.83849422339847
2024-01-01 00:07:30,11.83849422339847
2024-01-01 00:08:00,11.83849422339847
2024-01-01 00:08:30,11.83849422339847
2024-01-01 00:09:00,11.83849422339847
2024-01-01 00:09:30,11.83849422339847
2024-01-01 00:10:00,11.83849422339847
2024-01-01 00:10:30,11.83849422339847
2024-01-01 00:11:00,11.83849422339847
2024-01-01 00:11:30,11.83849422339847
2024-01-01 00:12:00,11.83849422339847
2024-01-01 00:12:30,11.83849422339847
2024-01-01 00:13:00,11.83849422339847
2024-01-01 00:13:30,11.83849422339847
2024-01-01 00:14:00,11.83849422339847
2024-01-01 00:14:30,11.83849422339847
2024-01-01 00:15:00,11.83849422339847
2024-01-01 00:15:30,11.83849422339847
2024-01-01 00:16:00,11.83849422339847
2024-01-01 00:16:30,11.83849422339847
2024-01-01 00:17:00,11.83849422339847
2024-01-01 00:17:30,11.83849422339847
2024-01-01 00:18:00,11.83849422339847
2024-01-01 00:18:30,11.83849422339847
2024-01-01 00:19:00,11.83849422339847
2024-01-01 00:19:30,11.83849422339847
2024-01-01 00:20:00,11.83849422339847
2024-01-01 00:20:30,11.83849422339847
2024-01-01 00:21:00,11.83849422339847
2024-01-01 00:21:30,11.83849422339847
2024-01-01 00:22:00,11.83849422339847
2024-01-01 00:22:30,11.83849422339847
2024-01-01 00:23:00,11.83849422339847
2024-01-01 00:23:30,11.83849422339847
2024-01-01 00:24:00,11.83849422339847
2024-01-01 00:24:30,11.83849422339847
2024-01-01 00:25:00,11.83849422339847
2024-01-01 00:25:30,11.83849422339847
2024-01-01 00:26:00,11.83849422339847
2024-01-01 00:26:30,11.83849422339847
2024-01-01 00:27:00,11.83849422339847
2024-01-01 00:27:30,11.83849422339847
2024-01-01 00:28:00,11.83849422339847
2024-01-01 00:28:30,11.83849422339847
2024-01-01 00:29:00,11.83849422339847
2024-01-01 00:29:30,11.83849422339847
2024-01-01 00:30:00,11.83849422339847
2024-01-01 00:30:30,11.83849422339847
2024-01-01 00:31:00,11.83849422339847
2024-01-01 00:31:30,11.83849422339847
2024-01-01 00:32:00,11.83849422339847
2024-01-01 00:32:30,11.83849422339847
2024-01-01 00:33:00,11.83849422339847
2024-01-01 00:33:30,11.83849422339847
2024-01-01 00:34:00,11.83849422339847
2024-01-01 00:34:30,11.83849422339847
2024-01-01 00:35:00,11.83849422339847
2024-01-01 00:35:30,11.83849422339847
2024-01-01 00:36:00,11.83849422339847
2024-01-01 00:36:30,11.83849422339847
2024-01-01 00:37:00,11.83849422339847
2024-01-01 00:37:30,11.83849422339847
2024-01-01 00:38:00,11.83849422339847
2024-01-01 00:38:30,11.83849422339847
2024-01-01 00:39:00,11.83849422339847
2024-01-01 00:39:30,11.83849422339847
2024-01-01 00:40:00,11.83849422339847
2024-01-01 00:40:30,11.83849422339847
2024-01-01 00:41:00,11.83849422339847
2024-01-01 00:41:30,11.83849422339847
2024-01-01 00:42:00,11.83849422339847
2024-01-01 00:42:30,11.83849422339847
2024-01-01 00:43:00,11.83849422339847
2024-01-01 00:43:30,11.83849422339847
2024-01-01 00:44:00,11.83849422339847
2024-01-01 00:44:30,11.83849422339847
2024-01-01 00:45:00,11.83849422339847
2024-01-01 00:45:30,11.83849422339847
2024-01-01 00:46:00,11.83849422339847
2024-01-01 00:46:30,11.83849422339847
2024-01-01 00:47:00,11.83849422339847
2024-01-01 00:47:30,11.83849422339847
2024-01-01 00:48:00,11.83849422339847
2024-01-01 00:48:30,11.83849422339847
2024-01-01 00:49:00,11.83849422339847
2024-01-01 00:49:30,11.83849422339847
2024-01-01 00:50:00,11.83849422339847
2024-01-01 00:50:30,11.83849422339847
2024-01-01 00:51:00,11.83849422339847
2024-01-01 00:51:30,11.83849422339847
2024-01-01 00:52:00,11.83849422339847
