timestamp,hvac_reaAhu_TCooCoiRet_y
2024-01-01 00:00:00,11.840243803167255
2024-01-01 00:00:30,11.840243803167255
2024-01-01 00:01:00,11.840243803167255
2024-01-01 00:01:30,11.840243803167255
2024-01-01 00:02:00,11.840243803167255
2024-01-01 00:02:30,11.840243803167255
2024-01-01 00:03:00,11.840243803167255
2024-01-01 00:03:30,11.840243803167255
2024-01-01 00:04:00,11.840243803167255
2024-01-01 00:04:30,11.840243803167255
2024-01-01 00:05:00,11.840243803167255
2024-01-01 00:05:30,11.840243803167255
2024-01-01 00:06:00,11.840243803167255
2024-01-01 00:06:30,11.840243803167255
2024-01-01 00:07:00,11.840243803167255
2024-01-01 00:07:30,11.840243803167255
2024-01-01 00:08:00,11.840243803167255
2024-01-01 00:08:30,11.840243803167255
2024-01-01 00:09:00,11.840243803167255
2024-01-01 00:09:30,11.840243803167255
2024-01-01 00:10:00,11.840243803167255
2024-01-01 00:10:30,11.840243803167255
2024-01-01 00:11:00,11.840243803167255
2024-01-01 00:11:30,11.840243803167255
2024-01-01 00:12:00,11.840243803167255
2024-01-01 00:12:30,11.840243803167255
2024-01-01 00:13:00,11.840243803167255
2024-01-01 00:13:30,11.840243803167255
2024-01-01 00:14:00,11.840243803167255
2024-01-01 00:14:30,11.840243803167255
2024-01-01 00:15:00,11.840243803167255
2024-01-01 00:15:30,11.840243803167255
2024-01-01 00:16:00,11.840243803167255
2024-01-01 00:16:30,11.840243803167255
2024-01-01 00:17:00,11.840243803167255
2024-01-01 00:17:30,11.840243803167255
2024-01-01 00:18:00,11.840243803167255
2024-01-01 00:18:30,11.840243803167255
2024-01-01 00:19:00,11.840243803167255
2024-01-01 00:19:30,11.840243803167255
2024-01-01 00:20:00,11.840243803167255
2024-01-01 00:20:30,11.840243803167255
2024-01-01 00:21:00,11.840243803167255
2024-01-01 00:21:30,11.840243803167255
2024-01-01 00:22:00,11.840243803167255
2024-01-01 00:22:30,11.840243803167255
2024-01-01 00:23:00,11.840243803167255
2024-01-01 00:23:30,11.840243803167255
2024-01-01 00:24:00,11.840243803167255
2024-01-01 00:24:30,11.840243803167255
2024-01-01 00:25:00,11.840243803167255
2024-01-01 00:25:30,11.840243803167255
2024-01-01 00:26:00,11.840243803167255
2024-01-01 00:26:30,11.840243803167255
2024-01-01 00:27:00,11.840243803167255
2024-01-01 00:27:30,11.840243803167255
2024-01-01 00:28:00,11.840243803167255
2024-01-01 00:28:30,11.840243803167255
2024-01-01 00:29:00,11.840243803167255
2024-01-01 00:29:30,11.840243803167255
