timestamp,hvac_reaZonEas_TZon_y
2024-01-01 00:00:00,23.02536028979074
2024-01-01 00:00:30,23.02483562854553
2024-01-01 00:01:00,23.02431868067572
2024-01-01 00:01:30,23.023809868753347
2024-01-01 00:02:00,23.02330892773557
2024-01-01 00:02:30,23.02281553913093
2024-01-01 00:03:00,23.022329347046366
2024-01-01 00:03:30,23.021849983474283
2024-01-01 00:04:00,23.021377075939654
2024-01-01 00:04:30,23.020910287071672
2024-01-01 00:05:00,23.020449187352256
2024-01-01 00:05:30,23.019993414519718
2024-01-01 00:06:00,23.019542621837104
2024-01-01 00:06:30,23.019096465036114
2024-01-01 00:07:00,23.01865461341083
2024-01-01 00:07:30,23.018216754517937
2024-01-01 00:08:00,23.017782591983234
2024-01-01 00:08:30,23.01735184476979
2024-01-01 00:09:00,23.016924248923488
2024-01-01 00:09:30,23.01649955900018
2024-01-01 00:10:00,23.016077548320197
2024-01-01 00:10:30,23.015658008813432
2024-01-01 00:11:00,23.015240750946475
2024-01-01 00:11:30,23.01482560298905
2024-01-01 00:12:00,23.014412410359114
2024-01-01 00:12:30,23.014001037358582
2024-01-01 00:13:00,23.01359136578361
2024-01-01 00:13:30,23.0131832924244
2024-01-01 00:14:00,23.012776728018935
2024-01-01 00:14:30,23.012371596991727
2024-01-01 00:15:00,23.011967836643237
2024-01-01 00:15:30,23.011565395833145
2024-01-01 00:16:00,23.011164233771296
2024-01-01 00:16:30,23.01076431906182
2024-01-01 00:17:00,23.010365628790737
2024-01-01 00:17:30,23.00996814752898
2024-01-01 00:18:00,23.009571866355714
2024-01-01 00:18:30,23.009176781975555
2024-01-01 00:19:00,23.008782895909405
2024-01-01 00:19:30,23.00839021372309
2024-01-01 00:20:00,23.0079987443047
2024-01-01 00:20:30,23.00760849918703
2024-01-01 00:21:00,23.007219491952867
2024-01-01 00:21:30,23.006831737671916
2024-01-01 00:22:00,23.00644525240392
2024-01-01 00:22:30,23.006060052740338
2024-01-01 00:23:00,23.00567615539751
2024-01-01 00:23:30,23.00529357685474
2024-01-01 00:24:00,23.0049123330283
2024-01-01 00:24:30,23.004532438995568
2024-01-01 00:25:00,23.0041539087386
2024-01-01 00:25:30,23.003776754929504
2024-01-01 00:26:00,23.003400988745057
2024-01-01 00:26:30,23.003026619704485
