timestamp,hvac_reaZonSou_TSup_y
2024-01-01 00:00:00,11.839428289597038
2024-01-01 00:00:30,11.839428292058642
2024-01-01 00:01:00,11.839426522806377
2024-01-01 00:01:30,11.83942644475593
2024-01-01 00:02:00,11.839426368608088
2024-01-01 00:02:30,11.83942619697001
2024-01-01 00:03:00,11.839425985543357
2024-01-01 00:03:30,11.839425773891492
2024-01-01 00:04:00,11.839425588068025
2024-01-01 00:04:30,11.839415418842691
2024-01-01 00:05:00,11.839411410021967
2024-01-01 00:05:30,11.839413566823339
2024-01-01 00:06:00,11.83941996307567
2024-01-01 00:06:30,11.839430809819532
2024-01-01 00:07:00,11.839446096639335
2024-01-01 00:07:30,11.83946474580614
2024-01-01 00:08:00,11.839485570001159
2024-01-01 00:08:30,11.839507815694617
2024-01-01 00:09:00,11.839530971443764
2024-01-01 00:09:30,11.839554556219923
2024-01-01 00:10:00,11.839578143665278
2024-01-01 00:10:30,11.839601426802346
2024-01-01 00:11:00,11.839624203258552
2024-01-01 00:11:30,11.83964649237862
2024-01-01 00:12:00,11.839668614118182
2024-01-01 00:12:30,11.839690519856447
2024-01-01 00:13:00,11.83971191034658
2024-01-01 00:13:30,11.839732659978495
2024-01-01 00:14:00,11.839752849549257
2024-01-01 00:14:30,11.839772566324768
2024-01-01 00:15:00,11.83979183076184
2024-01-01 00:15:30,11.839810659963916
2024-01-01 00:16:00,11.8398291079734
2024-01-01 00:16:30,11.839847242282076
2024-01-01 00:17:00,11.839865117083605
2024-01-01 00:17:30,11.83988277565652
2024-01-01 00:18:00,11.839900261882178
2024-01-01 00:18:30,11.839917620569622
2024-01-01 00:19:00,11.839934891412042
2024-01-01 00:19:30,11.839952106647559
2024-01-01 00:20:00,11.839969293110471
2024-01-01 00:20:30,11.839986473816055
2024-01-01 00:21:00,11.840003666944085
2024-01-01 00:21:30,11.840020885405352
2024-01-01 00:22:00,11.840038136559201
2024-01-01 00:22:30,11.840055423646334
2024-01-01 00:23:00,11.840072745484179
2024-01-01 00:23:30,11.840090096988945
2024-01-01 00:24:00,11.840107469160955
2024-01-01 00:24:30,11.84012484908476
2024-01-01 00:25:00,11.840142221089877
2024-01-01 00:25:30,11.840159566571344
2024-01-01 00:26:00,11.840176864382158
2024-01-01 00:26:30,11.840194090610112
2024-01-01 00:27:00,11.840211219735124
2024-01-01 00:27:30,11.840228224542614
2024-01-01 00:28:00,11.8402450760168
2024-01-01 00:28:30,11.840261744161808
2024-01-01 00:29:00,11.840278197845294
2024-01-01 00:29:30,11.840294404800204
2024-01-01 00:30:00,11.840310332939794
2024-01-01 00:30:30,11.840325948963596
2024-01-01 00:31:00,11.840341219423237
2024-01-01 00:31:30,11.840356111179858
2024-01-01 00:32:00,11.840371509147872
2024-01-01 00:32:30,11.840376642140427
2024-01-01 00:33:00,11.840378354373456
2024-01-01 00:33:30,11.84038765301193
2024-01-01 00:34:00,11.840398615657364
2024-01-01 00:34:30,11.840410086112854
2024-01-01 00:35:00,11.840421197236196
2024-01-01 00:35:30,11.84043178196481
2024-01-01 00:36:00,11.840441720459012
2024-01-01 00:36:30,11.840450975827821
2024-01-01 00:37:00,11.840459507049616
2024-01-01 00:37:30,11.84046728606802
2024-01-01 00:38:00,11.840474282362436
2024-01-01 00:38:30,11.840480468221642
2024-01-01 00:39:00,11.840485816251203
2024-01-01 00:39:30,11.84049029945362
2024-01-01 00:40:00,11.840493890688208
2024-01-01 00:40:30,11.84049656415965
2024-01-01 00:41:00,11.840498293258179
2024-01-01 00:41:30,11.840499052028747
2024-01-01 00:42:00,11.840498814463274
2024-01-01 00:42:30,11.840497554473643
2024-01-01 00:43:00,11.840495245772729
2024-01-01 00:43:30,11.84049186209603
2024-01-01 00:44:00,11.840487375959015
2024-01-01 00:44:30,11.840481761050512
2024-01-01 00:45:00,11.840474988072117
2024-01-01 00:45:30,11.840467029557715
2024-01-01 00:46:00,11.840457854426745
2024-01-01 00:46:30,11.840447433493921
2024-01-01 00:47:00,11.840435733090601
2024-01-01 00:47:30,11.840422721910045
2024-01-01 00:48:00,11.840408362638243
2024-01-01 00:48:30,11.840392621844217
2024-01-01 00:49:00,11.84037545745332
2024-01-01 00:49:30,11.840356833446322
2024-01-01 00:50:00,11.840336702182128
2024-01-01 00:50:30,11.840315024408937
2024-01-01 00:51:00,11.840291746035291
2024-01-01 00:51:30,11.840266824817945
2024-01-01 00:52:00,11.84024019798585
2024-01-01 00:52:30,11.84021182100281
2024-01-01 00:53:00,11.840181620474539
2024-01-01 00:53:30,11.840149550805222
2024-01-01 00:54:00,11.84011552445736
2024-01-01 00:54:30,11.84007949710957
2024-01-01 00:55:00,11.840041363407408
2024-01-01 00:55:30,11.840001083590039
2024-01-01 00:56:00,11.839958527726026
2024-01-01 00:56:30,11.839913668568443
2024-01-01 00:57:00,11.839866340296737
2024-01-01 00:57:30,11.83981653985802
2024-01-01 00:58:00,11.839764049782275
2024-01-01 00:58:30,11.839708909551746
2024-01-01 00:59:00,11.839650825545107
2024-01-01 00:59:30,11.839589908919493
2024-01-01 01:00:00,11.839525751912163
