timestamp,damper_position
2024-01-01 00:00:00,-6.994819792741093e-08
2024-01-01 00:00:30,-6.376907816102917e-08
2024-01-01 00:01:00,-5.4650309379333275e-08
2024-01-01 00:01:30,-4.7086138610994405e-08
2024-01-01 00:02:00,-3.988882746614819e-08
2024-01-01 00:02:30,-3.295492748783936e-08
2024-01-01 00:03:00,-2.622696721840065e-08
2024-01-01 00:03:30,-1.978923744604164e-08
2024-01-01 00:04:00,-1.3568941123394453e-08
2024-01-01 00:04:30,-7.540216019703542e-09
2024-01-01 00:05:00,-1.6800734846509522e-09
2024-01-01 00:05:30,4.0229808823440726e-09
2024-01-01 00:06:00,9.590019992827145e-09
2024-01-01 00:06:30,1.5032538219553724e-08
2024-01-01 00:07:00,2.036681918759819e-08
2024-01-01 00:07:30,2.5604357250461416e-08
2024-01-01 00:08:00,3.075856245977764e-08
2024-01-01 00:08:30,3.5840929156548686e-08
2024-01-01 00:09:00,4.086390953031444e-08
2024-01-01 00:09:30,4.58332507992036e-08
2024-01-01 00:10:00,5.076523655878807e-08
2024-01-01 00:10:30,5.5668487582924414e-08
2024-01-01 00:11:00,6.054779323431361e-08
2024-01-01 00:11:30,6.541847925760405e-08
2024-01-01 00:12:00,7.028533501870648e-08
2024-01-01 00:12:30,7.515698129733653e-08
2024-01-01 00:13:00,8.00410810240639e-08
2024-01-01 00:13:30,8.494912854651747e-08
2024-01-01 00:14:00,8.98859132458617e-08
2024-01-01 00:14:30,9.486101377512862e-08
2024-01-01 00:15:00,9.987826167378882e-08
2024-01-01 00:15:30,1.0494819346265736e-07
2024-01-01 00:16:00,1.100755985496882e-07
2024-01-01 00:16:30,1.1527005562005972e-07
2024-01-01 00:17:00,1.2053443839165315e-07
2024-01-01 00:17:30,1.258764098612715e-07
2024-01-01 00:18:00,1.3130075947412213e-07
2024-01-01 00:18:30,1.3681610810382447e-07
2024-01-01 00:19:00,1.424205402360432e-07
2024-01-01 00:19:30,1.4812267676662675e-07
2024-01-01 00:20:00,1.53923475765759e-07
2024-01-01 00:20:30,1.598277267339131e-07
2024-01-01 00:21:00,1.6583064062960183e-07
2024-01-01 00:21:30,1.71937006972292e-07
2024-01-01 00:22:00,1.7813820531145786e-07
2024-01-01 00:22:30,1.8443136233268745e-07
2024-01-01 00:23:00,1.9083371970462076e-07
2024-01-01 00:23:30,1.9727631203703757e-07
2024-01-01 00:24:00,2.0377446526232004e-07
2024-01-01 00:24:30,2.1031093819095497e-07
2024-01-01 00:25:00,2.168646581806304e-07
2024-01-01 00:25:30,2.2340593184131484e-07
2024-01-01 00:26:00,2.2989548715619904e-07
2024-01-01 00:26:30,2.3628830489335183e-07
2024-01-01 00:27:00,2.425374500242241e-07
2024-01-01 00:27:30,2.4858449312219886e-07
2024-01-01 00:28:00,2.5436813106780665e-07
2024-01-01 00:28:30,2.5981939773666984e-07
2024-01-01 00:29:00,2.6485879039787415e-07
2024-01-01 00:29:30,2.6941638475181797e-07
2024-01-01 00:30:00,2.734098041488146e-07
2024-01-01 00:30:30,2.7676337678181206e-07
2024-01-01 00:31:00,2.7940909356062843e-07
2024-01-01 00:31:30,2.812856502695788e-07
2024-01-01 00:32:00,2.8208557202473896e-07
2024-01-01 00:32:30,2.823395130016031e-07
2024-01-01 00:33:00,2.8168923156832464e-07
2024-01-01 00:33:30,2.802554170926596e-07
2024-01-01 00:34:00,2.7781967549014517e-07
2024-01-01 00:34:30,2.747287520293302e-07
2024-01-01 00:35:00,2.7112057816580033e-07
2024-01-01 00:35:30,2.666972572718882e-07
2024-01-01 00:36:00,2.6168292869782426e-07
2024-01-01 00:36:30,2.562021142103443e-07
2024-01-01 00:37:00,2.5034772625929174e-07
2024-01-01 00:37:30,2.4420693029051194e-07
2024-01-01 00:38:00,2.3785827112666559e-07
2024-01-01 00:38:30,2.313802937386488e-07
2024-01-01 00:39:00,2.2483717523198175e-07
2024-01-01 00:39:30,2.1828447201436268e-07
2024-01-01 00:40:00,2.117739091071805e-07
2024-01-01 00:40:30,2.0537349535004014e-07
2024-01-01 00:41:00,1.990726945007539e-07
2024-01-01 00:41:30,1.929184423857862e-07
2024-01-01 00:42:00,1.8688296114905576e-07
2024-01-01 00:42:30,1.8102947040386476e-07
2024-01-01 00:43:00,1.7535126539649292e-07
2024-01-01 00:43:30,1.698607987317179e-07
2024-01-01 00:44:00,1.6453508185512353e-07
2024-01-01 00:44:30,1.593808201260407e-07
2024-01-01 00:45:00,1.5440280315468808e-07
2024-01-01 00:45:30,1.4960007332435908e-07
2024-01-01 00:46:00,1.4491707442662363e-07
2024-01-01 00:46:30,1.4089787676788002e-07
2024-01-01 00:47:00,1.3611142291597655e-07
2024-01-01 00:47:30,1.318977730542719e-07
2024-01-01 00:48:00,1.2780002339497043e-07
2024-01-01 00:48:30,1.2382104770083775e-07
2024-01-01 00:49:00,1.199464780560352e-07
2024-01-01 00:49:30,1.1618110394397191e-07
2024-01-01 00:50:00,1.1249331574943265e-07
2024-01-01 00:50:30,1.0890035525575401e-07
2024-01-01 00:51:00,1.0536773920847543e-07
2024-01-01 00:51:30,1.019069621503011e-07
2024-01-01 00:52:00,9.850557184146961e-08
2024-01-01 00:52:30,9.514920028969339e-08
2024-01-01 00:53:00,9.18378475659817e-08
2024-01-01 00:53:30,8.855427204928438e-08
2024-01-01 00:54:00,8.530709464534018e-08
2024-01-01 00:54:30,8.208961031191324e-08
2024-01-01 00:55:00,7.887787230968971e-08
2024-01-01 00:55:30,7.568529089464904e-08
2024-01-01 00:56:00,7.250132952622733e-08
2024-01-01 00:56:30,6.932119889202819e-08
2024-01-01 00:57:00,6.613915180568112e-08
2024-01-01 00:57:30,6.295039895113629e-08
2024-01-01 00:58:00,5.975110888332554e-08
2024-01-01 00:58:30,5.6537450156489175e-08
2024-01-01 00:59:00,5.330654919672744e-08
2024-01-01 00:59:30,5.0057448174742924e-08
2024-01-01 01:00:00,4.6780568410824454e-08
2024-01-01 01:00:30,4.308701376024916e-08
2024-01-01 01:01:00,3.910897062120503e-08
2024-01-01 01:01:30,3.528035523103404e-08
2024-01-01 01:02:00,3.151591702044491e-08
2024-01-01 01:02:30,2.778787775635242e-08
2024-01-01 01:03:00,2.4100068991486865e-08
2024-01-01 01:03:30,2.0452490786879074e-08
2024-01-01 01:04:00,1.6847058946060708e-08
2024-01-01 01:04:30,1.3282815653199949e-08
2024-01-01 01:05:00,9.766466068771415e-09
2024-01-01 01:05:30,6.291305138273333e-09
2024-01-01 01:06:00,2.862122272680835e-09
2024-01-01 01:06:30,-5.182088644414669e-10
2024-01-01 01:07:00,-3.853519717553725e-09
2024-01-01 01:07:30,-7.140936627955109e-09
2024-01-01 01:08:00,-1.0380459556062533e-08
2024-01-01 01:08:30,-1.3568256976625041e-08
2024-01-01 01:09:00,-1.6703370983549852e-08
2024-01-01 01:09:30,-1.9790590904705723e-08
2024-01-01 01:10:00,-2.2826085222694374e-08
2024-01-01 01:10:30,-2.5807938167040934e-08
2024-01-01 01:11:00,-2.8738065456862622e-08
2024-01-01 01:11:30,-3.1614551326673425e-08
2024-01-01 01:12:00,-3.44373957569277e-08
2024-01-01 01:12:30,-3.7206598730365694e-08
2024-01-01 01:13:00,-3.991928661806334e-08
2024-01-01 01:13:30,-4.257641727930732e-08
2024-01-01 01:14:00,-4.5177990704111833e-08
2024-01-01 01:14:30,-4.772400688466569e-08
2024-01-01 01:15:00,-5.021446581528993e-08
2024-01-01 01:15:30,-5.264840962161319e-08
2024-01-01 01:16:00,-5.502296469043524e-08
2024-01-01 01:16:30,-5.73410046352815e-08
2024-01-01 01:17:00,-5.960252945896994e-08
2024-01-01 01:17:30,-6.180370768503056e-08
2024-01-01 01:18:00,-6.394932867248549e-08
2024-01-01 01:18:30,-6.603460307919489e-08
2024-01-01 01:19:00,-6.806144665682525e-08
2024-01-01 01:19:30,-7.002985941819592e-08
2024-01-01 01:20:00,-7.193984137783292e-08
2024-01-01 01:20:30,-7.379043468241835e-08
2024-01-01 01:21:00,-7.5582597219519e-08
2024-01-01 01:21:30,-7.731441327005271e-08
2024-01-01 01:22:00,-7.89877985938626e-08
2024-01-01 01:22:30,-8.060275321323496e-08
2024-01-01 01:23:00,-8.215736141432247e-08
2024-01-01 01:23:30,-8.365162322305436e-08
2024-01-01 01:24:00,-8.508745440356055e-08
2024-01-01 01:24:30,-8.646293924678473e-08
2024-01-01 01:25:00,-8.777999351864427e-08
2024-01-01 01:25:30,-8.903765938098551e-08
2024-01-01 01:26:00,-9.023593686517154e-08
2024-01-01 01:26:30,-9.137769960650794e-08
2024-01-01 01:27:00,-9.245624256448712e-08
2024-01-01 01:27:30,-9.347827084650785e-08
2024-01-01 01:28:00,-9.444282661899047e-08
2024-01-01 01:28:30,-9.534607844888355e-08
2024-01-01 01:29:00,-9.618994210739934e-08
2024-01-01 01:29:30,-9.697824909832826e-08
2024-01-01 01:30:00,-9.770716799166272e-08
2024-01-01 01:30:30,-9.83795724247076e-08
2024-01-01 01:31:00,-9.899258883653413e-08
2024-01-01 01:31:30,-9.954813299843575e-08
2024-01-01 01:32:00,-1.0004812068070949e-07
2024-01-01 01:32:30,-1.0048967832467648e-07
2024-01-01 01:33:00,-1.0087567956650619e-07
2024-01-01 01:33:30,-1.0120516657957388e-07
2024-01-01 01:34:00,-1.0147813940320611e-07
2024-01-01 01:34:30,-1.0169459807687119e-07
2024-01-01 01:35:00,-1.0185837409892092e-07
2024-01-01 01:35:30,-1.0196372031970667e-07
2024-01-01 01:36:00,-1.0201734183029044e-07
2024-01-01 01:36:30,-1.0201732293922426e-07
2024-01-01 01:37:00,-1.0196270582036936e-07
2024-01-01 01:37:30,-1.0185540623958533e-07
2024-01-01 01:38:00,-1.0169350850658994e-07
2024-01-01 01:38:30,-1.0147988624957313e-07
2024-01-01 01:39:00,-1.0121645523105424e-07
2024-01-01 01:39:30,-1.0090321548562347e-07
2024-01-01 01:40:00,-1.0053537773285899e-07
2024-01-01 01:40:30,-1.0012060491130047e-07
2024-01-01 01:41:00,-9.965410773988175e-08
2024-01-01 01:41:30,-9.913875983984459e-08
2024-01-01 01:42:00,-9.857647696762103e-08
2024-01-01 01:42:30,-9.79663012915322e-08
2024-01-01 01:43:00,-9.731206428953636e-08
2024-01-01 01:43:30,-9.660897668069461e-08
2024-01-01 01:44:00,-9.586278566405194e-08
2024-01-01 01:44:30,-9.506965981999065e-08
2024-01-01 01:45:00,-9.423726206570938e-08
2024-01-01 01:45:30,-9.336080311853335e-08
2024-01-01 01:46:00,-9.244219872471307e-08
2024-01-01 01:46:30,-9.148623821073053e-08
2024-01-01 01:47:00,-9.048717443262378e-08
2024-01-01 01:47:30,-8.945267029556797e-08
2024-01-01 01:48:00,-8.837889437559687e-08
2024-01-01 01:48:30,-8.727063599158455e-08
2024-01-01 01:49:00,-8.613076873860262e-08
2024-01-01 01:49:30,-8.49545033305631e-08
2024-01-01 01:50:00,-8.375237623836609e-08
2024-01-01 01:50:30,-8.251480887556729e-08
2024-01-01 01:51:00,-8.12532955671909e-08
2024-01-01 01:51:30,-7.99659206012162e-08
2024-01-01 01:52:00,-7.865555756152168e-08
2024-01-01 01:52:30,-7.732316431165669e-08
2024-01-01 01:53:00,-7.597257229036774e-08
2024-01-01 01:53:30,-7.460569721621609e-08
2024-01-01 01:54:00,-7.322828624003835e-08
2024-01-01 01:54:30,-7.183650792502379e-08
2024-01-01 01:55:00,-7.044281442648166e-08
2024-01-01 01:55:30,-6.904145858765248e-08
2024-01-01 01:56:00,-6.764393469890608e-08
2024-01-01 01:56:30,-6.625024274922473e-08
2024-01-01 01:57:00,-6.486804558962629e-08
2024-01-01 01:57:30,-6.350213249393741e-08
2024-01-01 01:58:00,-6.215633487584523e-08
2024-01-01 01:58:30,-6.083831557679068e-08
2024-01-01 01:59:00,-5.955669529179507e-08
2024-01-01 01:59:30,-5.83172211401683e-08
2024-01-01 02:00:00,-5.712851380996543e-08
2024-01-01 02:00:30,-4.7872735447934355e-08
2024-01-01 02:01:00,-3.812366329743156e-08
2024-01-01 02:01:30,-2.8942602446462155e-08
2024-01-01 02:02:00,-2.013510744054493e-08
2024-01-01 02:02:30,-1.2646582446350678e-08
2024-01-01 02:03:00,-4.3553743885247916e-09
2024-01-01 02:03:30,3.528743958165625e-09
2024-01-01 02:04:00,9.73469711742687e-09
2024-01-01 02:04:30,1.6943526102941473e-08
2024-01-01 02:05:00,2.282572373448936e-08
2024-01-01 02:05:30,2.8051789801276893e-08
2024-01-01 02:06:00,3.279701215554827e-08
2024-01-01 02:06:30,3.68171373890788e-08
2024-01-01 02:07:00,4.004032623586537e-08
2024-01-01 02:07:30,4.254799645721738e-08
2024-01-01 02:08:00,4.420317444552849e-08
2024-01-01 02:08:30,4.494072580503933e-08
2024-01-01 02:09:00,4.468497968523269e-08
2024-01-01 02:09:30,4.334589736316976e-08
2024-01-01 02:10:00,4.084972367816764e-08
2024-01-01 02:10:30,3.7103546348632045e-08
2024-01-01 02:11:00,3.202786313208327e-08
2024-01-01 02:11:30,2.5569991855838504e-08
2024-01-01 02:12:00,1.7738553304873896e-08
2024-01-01 02:12:30,9.704048907938678e-09
2024-01-01 02:13:00,-2.4616923382932994e-09
2024-01-01 02:13:30,-1.4982797648858397e-08
2024-01-01 02:14:00,-2.754125782345909e-08
2024-01-01 02:14:30,-4.1630370798952004e-08
2024-01-01 02:15:00,-5.628557364033816e-08
2024-01-01 02:15:30,-7.090533131965092e-08
2024-01-01 02:16:00,-8.490918197532624e-08
2024-01-01 02:16:30,-9.768505498751158e-08
