timestamp,hvac_reaAhu_TMix_y
2024-01-01 00:00:00,292.99658628106226
2024-01-01 00:00:30,292.9965862743361
2024-01-01 00:01:00,292.99658780118244
2024-01-01 00:01:30,292.99658786824887
2024-01-01 00:02:00,292.9965879298258
2024-01-01 00:02:30,292.9965880712266
2024-01-01 00:03:00,292.9965882460659
2024-01-01 00:03:30,292.9965884211399
2024-01-01 00:04:00,292.99658857456484
2024-01-01 00:04:30,292.996597163835
2024-01-01 00:05:00,292.9966005477222
2024-01-01 00:05:30,292.99659872352527
2024-01-01 00:06:00,292.99659331641203
2024-01-01 00:06:30,292.9965841493399
2024-01-01 00:07:00,292.99657123073246
2024-01-01 00:07:30,292.9965554711773
2024-01-01 00:08:00,292.9965378740799
2024-01-01 00:08:30,292.9965190759241
2024-01-01 00:09:00,292.9964995090268
2024-01-01 00:09:30,292.9964795792807
2024-01-01 00:10:00,292.99645964781695
2024-01-01 00:10:30,292.99643997307146
2024-01-01 00:11:00,292.9964207269216
2024-01-01 00:11:30,292.99640189239045
2024-01-01 00:12:00,292.99638319960707
2024-01-01 00:12:30,292.9963646891594
2024-01-01 00:13:00,292.99634661403985
2024-01-01 00:13:30,292.9963290806691
2024-01-01 00:14:00,292.9963120206021
2024-01-01 00:14:30,292.99629535981416
2024-01-01 00:15:00,292.9962790815745
2024-01-01 00:15:30,292.99626317098523
2024-01-01 00:16:00,292.9962475826158
2024-01-01 00:16:30,292.99623225910125
2024-01-01 00:17:00,292.99621715525643
2024-01-01 00:17:30,292.9962022339348
2024-01-01 00:18:00,292.99618745838814
2024-01-01 00:18:30,292.99617279068485
2024-01-01 00:19:00,292.9961581972183
2024-01-01 00:19:30,292.9961436506753
2024-01-01 00:20:00,292.9961291286189
2024-01-01 00:20:30,292.9961146112276
2024-01-01 00:21:00,292.996100083666
2024-01-01 00:21:30,292.9960855347176
2024-01-01 00:22:00,292.99607095796057
2024-01-01 00:22:30,292.99605635121327
2024-01-01 00:23:00,292.99604171472964
2024-01-01 00:23:30,292.99602705353993
2024-01-01 00:24:00,292.9960123748684
2024-01-01 00:24:30,292.995997689417
2024-01-01 00:25:00,292.99598301103583
2024-01-01 00:25:30,292.99596835475205
2024-01-01 00:26:00,292.995953739217
2024-01-01 00:26:30,292.9959391836741
2024-01-01 00:27:00,292.99592471056064
2024-01-01 00:27:30,292.9959103423651
2024-01-01 00:28:00,292.99589610363194
2024-01-01 00:28:30,292.99588202019555
2024-01-01 00:29:00,292.9958681175236
2024-01-01 00:29:30,292.99585442348433
2024-01-01 00:30:00,292.9958409651581
2024-01-01 00:30:30,292.9958277705042
2024-01-01 00:31:00,292.995814867772
2024-01-01 00:31:30,292.9958022850995
2024-01-01 00:32:00,292.9957891661352
2024-01-01 00:32:30,292.9957847926676
2024-01-01 00:33:00,292.9957833335828
2024-01-01 00:33:30,292.9957753817703
2024-01-01 00:34:00,292.9957660051313
2024-01-01 00:34:30,292.99575619382875
2024-01-01 00:35:00,292.9957466897515
2024-01-01 00:35:30,292.9957376359881
2024-01-01 00:36:00,292.99572913499594
2024-01-01 00:36:30,292.99572121804675
2024-01-01 00:37:00,292.9957139207841
2024-01-01 00:37:30,292.99570726681594
2024-01-01 00:38:00,292.99570128241044
2024-01-01 00:38:30,292.9956959910989
2024-01-01 00:39:00,292.9956914165137
2024-01-01 00:39:30,292.9956875818373
2024-01-01 00:40:00,292.995684509782
2024-01-01 00:40:30,292.99568222284097
2024-01-01 00:41:00,292.9956807439002
2024-01-01 00:41:30,292.99568009460035
2024-01-01 00:42:00,292.9956802977982
2024-01-01 00:42:30,292.9956813753236
2024-01-01 00:43:00,292.9956833498921
2024-01-01 00:43:30,292.9956862441188
2024-01-01 00:44:00,292.9956900810327
2024-01-01 00:44:30,292.99569488366177
2024-01-01 00:45:00,292.9957006768742
2024-01-01 00:45:30,292.99570748398867
2024-01-01 00:46:00,292.99571533166363
2024-01-01 00:46:30,292.9957242451046
2024-01-01 00:47:00,292.9957342528376
2024-01-01 00:47:30,292.99574538183737
2024-01-01 00:48:00,292.9957576636001
2024-01-01 00:48:30,292.995771127378
2024-01-01 00:49:00,292.9957858087035
2024-01-01 00:49:30,292.995801738503
2024-01-01 00:50:00,292.995818957544
2024-01-01 00:50:30,292.995837499195
2024-01-01 00:51:00,292.99585740998924
2024-01-01 00:51:30,292.9958787260837
2024-01-01 00:52:00,292.99590150091285
2024-01-01 00:52:30,292.9959257727468
2024-01-01 00:53:00,292.9959516043022
2024-01-01 00:53:30,292.99597903464985
2024-01-01 00:54:00,292.9960081386322
