timestamp,hvac_reaAhu_TSup_y
2024-01-01 00:00:00,11.851821902941197
2024-01-01 00:00:30,11.851821905877216
2024-01-01 00:01:00,11.851823558348201
2024-01-01 00:01:30,11.851823639382872
2024-01-01 00:02:00,11.851823714935733
2024-01-01 00:02:30,11.851823876637923
2024-01-01 00:03:00,11.851824074224282
2024-01-01 00:03:30,11.85182427173794
2024-01-01 00:04:00,11.8518244455272
2024-01-01 00:04:30,11.85183373493237
2024-01-01 00:05:00,11.851837399059718
2024-01-01 00:05:30,11.851835434690827
2024-01-01 00:06:00,11.851829598475433
2024-01-01 00:06:30,11.851819698690463
2024-01-01 00:07:00,11.851805744838032
2024-01-01 00:07:30,11.851788720639718
2024-01-01 00:08:00,11.851769710603605
2024-01-01 00:08:30,11.851749402290295
2024-01-01 00:09:00,11.851728263053019
2024-01-01 00:09:30,11.851706731727688
2024-01-01 00:10:00,11.851685198148687
2024-01-01 00:10:30,11.851663941828008
2024-01-01 00:11:00,11.851643148465143
2024-01-01 00:11:30,11.851622799774077
2024-01-01 00:12:00,11.851602603892161
2024-01-01 00:12:30,11.85158260504329
2024-01-01 00:13:00,11.851563076465595
2024-01-01 00:13:30,11.851544133065715
2024-01-01 00:14:00,11.851525700909463
2024-01-01 00:14:30,11.851507700309241
2024-01-01 00:15:00,11.851490112702209
2024-01-01 00:15:30,11.85147292232648
2024-01-01 00:16:00,11.851456080067521
2024-01-01 00:16:30,11.85143952392508
2024-01-01 00:17:00,11.851423204865398
2024-01-01 00:17:30,11.851407083114964
2024-01-01 00:18:00,11.85139111864811
2024-01-01 00:18:30,11.851375270562812
2024-01-01 00:19:00,11.851359502707226
2024-01-01 00:19:30,11.851343785420966
2024-01-01 00:20:00,11.851328094543646
2024-01-01 00:20:30,11.85131240856549
2024-01-01 00:21:00,11.851296711480188
2024-01-01 00:21:30,11.851280991214935
2024-01-01 00:22:00,11.851265240900034
2024-01-01 00:22:30,11.85124945786464
2024-01-01 00:23:00,11.851233642866418
2024-01-01 00:23:30,11.851217801032021
2024-01-01 00:24:00,11.851201940132853
2024-01-01 00:24:30,11.851186072016446
2024-01-01 00:25:00,11.85117021127337
2024-01-01 00:25:30,11.851154374536293
2024-01-01 00:26:00,11.85113858155347
2024-01-01 00:26:30,11.851122853630216
2024-01-01 00:27:00,11.851107214486149
2024-01-01 00:27:30,11.85109168877699
2024-01-01 00:28:00,11.851076302984495
2024-01-01 00:28:30,11.851061084703645
2024-01-01 00:29:00,11.851046062009573
2024-01-01 00:29:30,11.851031264629228
2024-01-01 00:30:00,11.851016721959411
2024-01-01 00:30:30,11.851002464018677
2024-01-01 00:31:00,11.850988521688805
2024-01-01 00:31:30,11.850974925040248
2024-01-01 00:32:00,11.850962059717574
2024-01-01 00:32:30,11.850957771115645
2024-01-01 00:33:00,11.850956340670223
2024-01-01 00:33:30,11.850948893161785
2024-01-01 00:34:00,11.850940130567722
2024-01-01 00:34:30,11.85093096702684
2024-01-01 00:35:00,11.850922092070562
2024-01-01 00:35:30,11.850913638074644
2024-01-01 00:36:00,11.850905700457304
2024-01-01 00:36:30,11.850898308295882
2024-01-01 00:37:00,11.850891494606117
2024-01-01 00:37:30,11.85088528167256
2024-01-01 00:38:00,11.850879693911168
2024-01-01 00:38:30,11.85087475332574
2024-01-01 00:39:00,11.850870481950096
2024-01-01 00:39:30,11.85086690141685
2024-01-01 00:40:00,11.850864033022049
2024-01-01 00:40:30,11.850861897696063
2024-01-01 00:41:00,11.850860516731132
2024-01-01 00:41:30,11.850859910584859
2024-01-01 00:42:00,11.850860100346154
2024-01-01 00:42:30,11.850861106576701
2024-01-01 00:43:00,11.850862950365126
2024-01-01 00:43:30,11.850865652861387
2024-01-01 00:44:00,11.850869235586515
2024-01-01 00:44:30,11.850873720131176
2024-01-01 00:45:00,11.850879129466762
2024-01-01 00:45:30,11.85088548570343
2024-01-01 00:46:00,11.850892813452333
2024-01-01 00:46:30,11.850901136460834
2024-01-01 00:47:00,11.85091048112622
2024-01-01 00:47:30,11.850920872878476
2024-01-01 00:48:00,11.850932341064151
2024-01-01 00:48:30,11.85094491289641
2024-01-01 00:49:00,11.850958621608584
2024-01-01 00:49:30,11.850973496164727
2024-01-01 00:50:00,11.85098957440772
2024-01-01 00:50:30,11.851006887886399
2024-01-01 00:51:00,11.851025479695977
2024-01-01 00:51:30,11.851045383691428
2024-01-01 00:52:00,11.851066649816516
2024-01-01 00:52:30,11.85108931389209
2024-01-01 00:53:00,11.851113434301965
2024-01-01 00:53:30,11.851139047597428
2024-01-01 00:54:00,11.85116622369651
2024-01-01 00:54:30,11.851194997810126
2024-01-01 00:55:00,11.851225454473138
2024-01-01 00:55:30,11.85125762495528
2024-01-01 00:56:00,11.851291613454123
2024-01-01 00:56:30,11.851327441433739
2024-01-01 00:57:00,11.851365241627832
2024-01-01 00:57:30,11.851405016107606
2024-01-01 00:58:00,11.85144693899224
2024-01-01 00:58:30,11.851490978317827
2024-01-01 00:59:00,11.851537368935738
2024-01-01 00:59:30,11.851586021952699
2024-01-01 01:00:00,11.851637262853956
2024-01-01 01:00:30,11.85164878637704
2024-01-01 01:01:00,11.851641939799663
2024-01-01 01:01:30,11.851642320929614
2024-01-01 01:02:00,11.851642944899027
2024-01-01 01:02:30,11.851645091260536
2024-01-01 01:03:00,11.851649634906039
2024-01-01 01:03:30,11.851655150899433
2024-01-01 01:04:00,11.851661053065868
2024-01-01 01:04:30,11.851667184175767
2024-01-01 01:05:00,11.851673495315538
2024-01-01 01:05:30,11.851679972157683
2024-01-01 01:06:00,11.851686611833827
2024-01-01 01:06:30,11.851693415025409
2024-01-01 01:07:00,11.851700383540447
2024-01-01 01:07:30,11.851707518594935
2024-01-01 01:08:00,11.851714821139524
2024-01-01 01:08:30,11.851722290510338
2024-01-01 01:09:00,11.85172992588906
2024-01-01 01:09:30,11.85173772476844
2024-01-01 01:10:00,11.85174568370985
2024-01-01 01:10:30,11.851753797875574
2024-01-01 01:11:00,11.851762060550072
2024-01-01 01:11:30,11.851770464178685
2024-01-01 01:12:00,11.851778998627651
2024-01-01 01:12:30,11.851787652273174
2024-01-01 01:13:00,11.851796411244834
2024-01-01 01:13:30,11.851805259244713
2024-01-01 01:14:00,11.851814177778067
2024-01-01 01:14:30,11.85182314518562
2024-01-01 01:15:00,11.851832137336544
2024-01-01 01:15:30,11.851841126604995
2024-01-01 01:16:00,11.851850081967939
2024-01-01 01:16:30,11.851858968675117
2024-01-01 01:17:00,11.851867748168047
2024-01-01 01:17:30,11.851876377204007
2024-01-01 01:18:00,11.851884808312036
2024-01-01 01:18:30,11.851892988751501
2024-01-01 01:19:00,11.851900860652108
2024-01-01 01:19:30,11.851908360446998
2024-01-01 01:20:00,11.8519154185866
2024-01-01 01:20:30,11.851921958688763
2024-01-01 01:21:00,11.851927898256633
2024-01-01 01:21:30,11.85193314695914
2024-01-01 01:22:00,11.851937607279012
2024-01-01 01:22:30,11.851941173549108
2024-01-01 01:23:00,11.851943731759548
2024-01-01 01:23:30,11.851945159407364
2024-01-01 01:24:00,11.85194532449242
2024-01-01 01:24:30,11.851944086833157
2024-01-01 01:25:00,11.8519412955784
2024-01-01 01:25:30,11.851936791448054
2024-01-01 01:26:00,11.851930404566986
2024-01-01 01:26:30,11.851921956773879
2024-01-01 01:27:00,11.8519112595514
2024-01-01 01:27:30,11.851898116450798
2024-01-01 01:28:00,11.851882322148015
2024-01-01 01:28:30,11.851863664224538
2024-01-01 01:29:00,11.85184192354086
2024-01-01 01:29:30,11.851816876251803
2024-01-01 01:30:00,11.851788294335506
2024-01-01 01:30:30,11.851755948570826
2024-01-01 01:31:00,11.851719609942336
2024-01-01 01:31:30,11.851679052795248
2024-01-01 01:32:00,11.851634056818341
2024-01-01 01:32:30,11.851626070538202
2024-01-01 01:33:00,11.851623680226908
2024-01-01 01:33:30,11.851623689912742
2024-01-01 01:34:00,11.851625221987831
2024-01-01 01:34:30,11.851622309692232
2024-01-01 01:35:00,11.851619045822417
2024-01-01 01:35:30,11.851620752305962
2024-01-01 01:36:00,11.851619982224918
2024-01-01 01:36:30,11.85161799791814
2024-01-01 01:37:00,11.851617909732852
2024-01-01 01:37:30,11.851617490719718
2024-01-01 01:38:00,11.851617032379352
2024-01-01 01:38:30,11.851611283853515
2024-01-01 01:39:00,11.851610811589353
2024-01-01 01:39:30,11.851610761342897
2024-01-01 01:40:00,11.851610761285883
2024-01-01 01:40:30,11.851610761217614
2024-01-01 01:41:00,11.851610761145764
2024-01-01 01:41:30,11.851610761041115
2024-01-01 01:42:00,11.85161076103526
2024-01-01 01:42:30,11.85161076103634
2024-01-01 01:43:00,11.85161076086348
2024-01-01 01:43:30,11.851610760448466
2024-01-01 01:44:00,11.851610760168114
2024-01-01 01:44:30,11.851610761360405
2024-01-01 01:45:00,11.85161076737387
2024-01-01 01:45:30,11.851610777806115
2024-01-01 01:46:00,11.851610760360131
2024-01-01 01:46:30,11.851610717686356
2024-01-01 01:47:00,11.851610667971386
2024-01-01 01:47:30,11.851610624950581
2024-01-01 01:48:00,11.85161060223254
2024-01-01 01:48:30,11.851610616232222
2024-01-01 01:49:00,11.851610686998526
2024-01-01 01:49:30,11.851610838685701
2024-01-01 01:50:00,11.851611100183277
2024-01-01 01:50:30,11.851611505435642
2024-01-01 01:51:00,11.851611640663293
2024-01-01 01:51:30,11.851611690968355
2024-01-01 01:52:00,11.851611737204564
2024-01-01 01:52:30,11.851611834525443
2024-01-01 01:53:00,11.851611710583711
2024-01-01 01:53:30,11.851611669254055
2024-01-01 01:54:00,11.851611656298871
2024-01-01 01:54:30,11.851611666098108
2024-01-01 01:55:00,11.851611701195054
2024-01-01 01:55:30,11.85161177479921
2024-01-01 01:56:00,11.851611905430161
2024-01-01 01:56:30,11.85161211389044
2024-01-01 01:57:00,11.851612422267692
2024-01-01 01:57:30,11.851612852785877
2024-01-01 01:58:00,11.851613426633435
2024-01-01 01:58:30,11.851614162558064
2024-01-01 01:59:00,11.85161507572883
2024-01-01 01:59:30,11.851616177089511
2024-01-01 02:00:00,11.85161747245428
2024-01-01 02:00:30,11.851617904295892
2024-01-01 02:01:00,11.851618048370483
2024-01-01 02:01:30,11.851618117235716
2024-01-01 02:02:00,11.851618739925755
2024-01-01 02:02:30,11.851627960328756
2024-01-01 02:03:00,11.851631200271015
2024-01-01 02:03:30,11.851629213231092
2024-01-01 02:04:00,11.851623372851748
2024-01-01 02:04:30,11.851615553938359
2024-01-01 02:05:00,11.851608085958048
2024-01-01 02:05:30,11.851603015144804
2024-01-01 02:06:00,11.85160183488017
2024-01-01 02:06:30,11.851605582143804
2024-01-01 02:07:00,11.85161493133785
2024-01-01 02:07:30,11.851630229612397
2024-01-01 02:08:00,11.8516515212753
2024-01-01 02:08:30,11.851678569198157
2024-01-01 02:09:00,11.851710860306582
2024-01-01 02:09:30,11.85174759185685
2024-01-01 02:10:00,11.851787643457385
2024-01-01 02:10:30,11.851829535411412
2024-01-01 02:11:00,11.8518713709542
2024-01-01 02:11:30,11.851910761431725
2024-01-01 02:12:00,11.851944736495625
2024-01-01 02:12:30,11.85196963438375
2024-01-01 02:13:00,11.851980976736115
2024-01-01 02:13:30,11.851973326814857
2024-01-01 02:14:00,11.851940134757456
2024-01-01 02:14:30,11.851873579101323
2024-01-01 02:15:00,11.851764410875091
2024-01-01 02:15:30,11.851604799820848
2024-01-01 02:16:00,11.851591715326265
2024-01-01 02:16:30,11.851591881807963
2024-01-01 02:17:00,11.851592137207547
2024-01-01 02:17:30,11.851592022258899
2024-01-01 02:18:00,11.851591885042978
2024-01-01 02:18:30,11.851591639489243
2024-01-01 02:19:00,11.851591702871247
2024-01-01 02:19:30,11.85159185041806
2024-01-01 02:20:00,11.851591922860734
2024-01-01 02:20:30,11.851591933356246
2024-01-01 02:21:00,11.851591926378148
2024-01-01 02:21:30,11.851591910824766
2024-01-01 02:22:00,11.851591904517818
2024-01-01 02:22:30,11.85159189919068
2024-01-01 02:23:00,11.851591879292073
2024-01-01 02:23:30,11.851591852115689
2024-01-01 02:24:00,11.851591861906002
2024-01-01 02:24:30,11.851591800796086
2024-01-01 02:25:00,11.85159178033524
