timestamp,hvac_reaZonCor_TZon_y
2024-01-01 00:00:00,23.319666133659666
2024-01-01 00:00:30,23.319362858110196
2024-01-01 00:01:00,23.31906042071313
2024-01-01 00:01:30,23.31875854488618
2024-01-01 00:02:00,23.318456927834063
2024-01-01 00:02:30,23.318155413848956
2024-01-01 00:03:00,23.31785389602726
2024-01-01 00:03:30,23.317552334161405
2024-01-01 00:04:00,23.317250752208054
2024-01-01 00:04:30,23.316949253306007
2024-01-01 00:05:00,23.31664793202765
2024-01-01 00:05:30,23.316346952425533
2024-01-01 00:06:00,23.316046528667925
2024-01-01 00:06:30,23.315746892877485
2024-01-01 00:07:00,23.315448297289038
2024-01-01 00:07:30,23.31515101127286
2024-01-01 00:08:00,23.314855313658825
2024-01-01 00:08:30,23.314561486823436
2024-01-01 00:09:00,23.314269813388933
2024-01-01 00:09:30,23.3139805734329
2024-01-01 00:10:00,23.313694041515134
2024-01-01 00:10:30,23.31341048404346
2024-01-01 00:11:00,23.313130157292676
2024-01-01 00:11:30,23.31285330544614
2024-01-01 00:12:00,23.312580159152162
2024-01-01 00:12:30,23.31231093636086
2024-01-01 00:13:00,23.31204584117694
2024-01-01 00:13:30,23.311785062165768
2024-01-01 00:14:00,23.311528772010035
2024-01-01 00:14:30,23.311277127980645
2024-01-01 00:15:00,23.31103027217563
2024-01-01 00:15:30,23.310788331508036
2024-01-01 00:16:00,23.310551417875615
2024-01-01 00:16:30,23.310319628592936
2024-01-01 00:17:00,23.310093046902125
2024-01-01 00:17:30,23.30987174244541
2024-01-01 00:18:00,23.309655771756127
2024-01-01 00:18:30,23.309445178810165
2024-01-01 00:19:00,23.309239995609744
2024-01-01 00:19:30,23.309040242762023
2024-01-01 00:20:00,23.308845930052144
2024-01-01 00:20:30,23.308657057003416
2024-01-01 00:21:00,23.30847361344587
2024-01-01 00:21:30,23.308295580055642
2024-01-01 00:22:00,23.308122928885382
2024-01-01 00:22:30,23.30795562386669
2024-01-01 00:23:00,23.30779362129431
2024-01-01 00:23:30,23.307636870286444
2024-01-01 00:24:00,23.30748531321825
2024-01-01 00:24:30,23.307338886138325
2024-01-01 00:25:00,23.307197519149383
2024-01-01 00:25:30,23.307061136771893
2024-01-01 00:26:00,23.30692965828291
2024-01-01 00:26:30,23.30680299802924
2024-01-01 00:27:00,23.30668106571852
2024-01-01 00:27:30,23.306563766689067
2024-01-01 00:28:00,23.30645100215895
2024-01-01 00:28:30,23.306342669453784
2024-01-01 00:29:00,23.30623866221697
2024-01-01 00:29:30,23.306138870602695
2024-01-01 00:30:00,23.306043181448445
2024-01-01 00:30:30,23.305951478436214
2024-01-01 00:31:00,23.30586364224098
2024-01-01 00:31:30,23.305779550654847
2024-01-01 00:32:00,23.305699074975564
2024-01-01 00:32:30,23.305622118111216
2024-01-01 00:33:00,23.305548530344026
2024-01-01 00:33:30,23.305478148298846
2024-01-01 00:34:00,23.30541085404832
2024-01-01 00:34:30,23.305346513680263
2024-01-01 00:35:00,23.305284990070334
2024-01-01 00:35:30,23.305226141868275
2024-01-01 00:36:00,23.30516982543412
2024-01-01 00:36:30,23.30511589480517
2024-01-01 00:37:00,23.305064201998675
2024-01-01 00:37:30,23.30501459700986
2024-01-01 00:38:00,23.304966927899557
2024-01-01 00:38:30,23.304921040821966
2024-01-01 00:39:00,23.304876780074892
2024-01-01 00:39:30,23.304833988139706
2024-01-01 00:40:00,23.30479250572415
2024-01-01 00:40:30,23.30475217180532
2024-01-01 00:41:00,23.30471282367779
2024-01-01 00:41:30,23.304674296996836
2024-01-01 00:42:00,23.304636425832427
2024-01-01 00:42:30,23.304599042719758
2024-01-01 00:43:00,23.304561978718255
2024-01-01 00:43:30,23.30452506347109
2024-01-01 00:44:00,23.304488125267767
2024-01-01 00:44:30,23.30445099098887
2024-01-01 00:45:00,23.304413485947805
2024-01-01 00:45:30,23.30437543433868
2024-01-01 00:46:00,23.30433665968161
2024-01-01 00:46:30,23.304296984653263
2024-01-01 00:47:00,23.30425623111961
2024-01-01 00:47:30,23.304214220191966
2024-01-01 00:48:00,23.30417077236052
2024-01-01 00:48:30,23.304125707557432
2024-01-01 00:49:00,23.304078845260676
2024-01-01 00:49:30,23.30403000456795
2024-01-01 00:50:00,23.30397900438612
2024-01-01 00:50:30,23.303925663523387
2024-01-01 00:51:00,23.303869800904693
2024-01-01 00:51:30,23.30381123565371
2024-01-01 00:52:00,23.30374978733971
2024-01-01 00:52:30,23.303685276035026
2024-01-01 00:53:00,23.303617522610125
2024-01-01 00:53:30,23.303546348750558
2024-01-01 00:54:00,23.303471577322796
2024-01-01 00:54:30,23.303393032323697
2024-01-01 00:55:00,23.303310539348104
2024-01-01 00:55:30,23.3032239254361
2024-01-01 00:56:00,23.30313301968789
2024-01-01 00:56:30,23.30303765294127
2024-01-01 00:57:00,23.302937658626206
2024-01-01 00:57:30,23.30283287215684
2024-01-01 00:58:00,23.30272313216085
2024-01-01 00:58:30,23.302608279419644
2024-01-01 00:59:00,23.302488158680717
2024-01-01 00:59:30,23.30236261688242
2024-01-01 01:00:00,23.302231505875795
