timestamp,damper_position
2024-01-01 00:00:00,-6.569084287810867e-08
2024-01-01 00:00:30,-6.496974314000254e-08
2024-01-01 00:01:00,-6.410844934047786e-08
2024-01-01 00:01:30,-6.318617452077293e-08
2024-01-01 00:02:00,-6.220731943170165e-08
2024-01-01 00:02:30,-6.116685470519802e-08
2024-01-01 00:03:00,-6.00899273296568e-08
2024-01-01 00:03:30,-5.898973947045009e-08
2024-01-01 00:04:00,-5.7876978587960425e-08
2024-01-01 00:04:30,-5.6756674070626744e-08
2024-01-01 00:05:00,-5.563008326105782e-08
2024-01-01 00:05:30,-5.4511036973308827e-08
2024-01-01 00:06:00,-5.339764917427322e-08
2024-01-01 00:06:30,-5.229369189326966e-08
2024-01-01 00:07:00,-5.120042246387563e-08
2024-01-01 00:07:30,-5.0119098219127336e-08
2024-01-01 00:08:00,-4.905286251154141e-08
2024-01-01 00:08:30,-4.800045797988564e-08
2024-01-01 00:09:00,-4.696251328326474e-08
2024-01-01 00:09:30,-4.593651371541035e-08
2024-01-01 00:10:00,-4.4928745993750707e-08
2024-01-01 00:10:30,-4.3930408682542916e-08
2024-01-01 00:11:00,-4.294653115362367e-08
2024-01-01 00:11:30,-4.19764847216687e-08
2024-01-01 00:12:00,-4.101901202914952e-08
2024-01-01 00:12:30,-4.007474173745592e-08
2024-01-01 00:13:00,-3.914304516276704e-08
2024-01-01 00:13:30,-3.8222664949219594e-08
2024-01-01 00:14:00,-3.731360108676468e-08
2024-01-01 00:14:30,-3.641648223810535e-08
2024-01-01 00:15:00,-3.553130839356707e-08
2024-01-01 00:15:30,-3.46549361818488e-08
2024-01-01 00:16:00,-3.379176630084755e-08
2024-01-01 00:16:30,-3.2938026707669864e-08
2024-01-01 00:17:00,-3.209434606644316e-08
2024-01-01 00:17:30,-3.1261353041313206e-08
2024-01-01 00:18:00,-3.043904762431183e-08
2024-01-01 00:18:30,-2.9626172463490028e-08
2024-01-01 00:19:00,-2.8823984895653772e-08
2024-01-01 00:19:30,-2.8031227569420676e-08
2024-01-01 00:20:00,-2.7251043837713167e-08
2024-01-01 00:20:30,-2.647840431775907e-08
2024-01-01 00:21:00,-2.571708103469951e-08
2024-01-01 00:21:30,-2.496644530995751e-08
2024-01-01 00:22:00,-2.422523979347538e-08
2024-01-01 00:22:30,-2.3495350494567704e-08
2024-01-01 00:23:00,-2.2774891391820668e-08
2024-01-01 00:23:30,-2.206511982297338e-08
2024-01-01 00:24:00,-2.1365407110624376e-08
2024-01-01 00:24:30,-2.067638192097157e-08
2024-01-01 00:25:00,-1.999930159187761e-08
2024-01-01 00:25:30,-1.9330394088409886e-08
2024-01-01 00:26:00,-1.8672174092122714e-08
2024-01-01 00:26:30,-1.802464159813201e-08
2024-01-01 00:27:00,-1.7387167930206715e-08
2024-01-01 00:27:30,-1.6761010426828697e-08
2024-01-01 00:28:00,-1.6143654397680342e-08
2024-01-01 00:28:30,-1.5536985853031228e-08
2024-01-01 00:29:00,-1.4940376117363013e-08
2024-01-01 00:29:30,-1.4351310501223405e-08
2024-01-01 00:30:00,-1.3774189700702424e-08
2024-01-01 00:30:30,-1.3205241683903e-08
2024-01-01 00:31:00,-1.2645723790182571e-08
2024-01-01 00:31:30,-1.2093750002313775e-08
2024-01-01 00:32:00,-1.1552463673727177e-08
2024-01-01 00:32:30,-1.1016206759833983e-08
2024-01-01 00:33:00,-1.0488751285578312e-08
2024-01-01 00:33:30,-9.969468576926229e-09
2024-01-01 00:34:00,-9.45710128879454e-09
2024-01-01 00:34:30,-8.951649418735256e-09
2024-01-01 00:35:00,-8.45311296439191e-09
2024-01-01 00:35:30,-7.958348567554144e-09
2024-01-01 00:36:00,-7.471756924446409e-09
2024-01-01 00:36:30,-6.989566005895922e-09
2024-01-01 00:37:00,-6.510518467687162e-09
2024-01-01 00:37:30,-6.03650032146087e-09
2024-01-01 00:38:00,-5.566254223120739e-09
2024-01-01 00:38:30,-5.098522828696003e-09
2024-01-01 00:39:00,-4.632677465442787e-09
2024-01-01 00:39:30,-4.16997547401152e-09
2024-01-01 00:40:00,-3.7091595106123222e-09
2024-01-01 00:40:30,-3.2470862182437524e-09
2024-01-01 00:41:00,-2.7862702798621253e-09
2024-01-01 00:41:30,-2.3241970096482336e-09
2024-01-01 00:42:00,-1.862752419441922e-09
2024-01-01 00:42:30,-1.3975358102366837e-09
2024-01-01 00:43:00,-9.304331938741645e-10
2024-01-01 00:43:30,-4.61444568915545e-10
2024-01-01 00:44:00,1.3830763613866257e-11
2024-01-01 00:44:30,4.928781208946817e-10
2024-01-01 00:45:00,9.769548466027896e-10
2024-01-01 00:45:30,1.4666896133926827e-09
2024-01-01 00:46:00,1.965225778281202e-09
2024-01-01 00:46:30,2.4700486587075046e-09
2024-01-01 00:47:00,2.984930282953716e-09
2024-01-01 00:47:30,3.5067272975629207e-09
2024-01-01 00:48:00,4.041726415411416e-09
2024-01-01 00:48:30,4.586784283303095e-09
2024-01-01 00:49:00,5.145044259056103e-09
2024-01-01 00:49:30,5.715249003034792e-09
2024-01-01 00:50:00,6.300541873496982e-09
2024-01-01 00:50:30,6.900922873443579e-09
2024-01-01 00:51:00,7.51764934834384e-09
2024-01-01 00:51:30,8.150721301694996e-09
2024-01-01 00:52:00,8.8045394352835e-09
2024-01-01 00:52:30,9.475960397563896e-09
2024-01-01 00:53:00,1.0169384891132551e-08
2024-01-01 00:53:30,1.0884812920971058e-08
2024-01-01 00:54:00,1.162287316363335e-08
2024-01-01 00:54:30,1.2387966323428538e-08
2024-01-01 00:55:00,1.3176949050758037e-08
2024-01-01 00:55:30,1.3994222051176112e-08
2024-01-01 00:56:00,1.4841671346180848e-08
2024-01-01 00:56:30,1.5719925615502725e-08
2024-01-01 00:57:00,1.6628984868277302e-08
2024-01-01 00:57:30,1.757324981365548e-08
2024-01-01 00:58:00,1.8552091791313756e-08
2024-01-01 00:58:30,1.9569282841331448e-08
2024-01-01 00:59:00,2.062796633389003e-08
2024-01-01 00:59:30,2.1725627597748797e-08
2024-01-01 01:00:00,2.2867924691374492e-08
2024-01-01 01:00:30,2.3334400072835414e-08
2024-01-01 01:01:00,2.3732350324959822e-08
2024-01-01 01:01:30,2.4152932814883672e-08
2024-01-01 01:02:00,2.4577287399560613e-08
2024-01-01 01:02:30,2.500352806606283e-08
2024-01-01 01:03:00,2.5436684189398096e-08
2024-01-01 01:03:30,2.5874241085334683e-08
2024-01-01 01:04:00,2.631682742780599e-08
2024-01-01 01:04:30,2.6763814547398448e-08
2024-01-01 01:05:00,2.721520244641194e-08
2024-01-01 01:05:30,2.7673505814565236e-08
2024-01-01 01:06:00,2.8135581295312945e-08
2024-01-01 01:06:30,2.860331490675665e-08
2024-01-01 01:07:00,2.907670665164429e-08
2024-01-01 01:07:30,2.95544991887956e-08
2024-01-01 01:08:00,3.003983588102457e-08
2024-01-01 01:08:30,3.052957337125287e-08
2024-01-01 01:09:00,3.102559767859588e-08
2024-01-01 01:09:30,3.152853747841381e-08
2024-01-01 01:10:00,3.203776410190624e-08
2024-01-01 01:10:30,3.2550762863441076e-08
2024-01-01 01:11:00,3.3071934471943874e-08
2024-01-01 01:11:30,3.3600021586642817e-08
2024-01-01 01:12:00,3.4135024211252276e-08
2024-01-01 01:12:30,3.467568500471696e-08
2024-01-01 01:13:00,3.522388998805424e-08
2024-01-01 01:13:30,3.5778381820324645e-08
2024-01-01 01:14:00,3.633916050542766e-08
2024-01-01 01:14:30,3.690748339257803e-08
2024-01-01 01:15:00,3.74833504861321e-08
2024-01-01 01:15:30,3.806613311781443e-08
2024-01-01 01:16:00,3.865520261922978e-08
2024-01-01 01:16:30,3.9250558994676014e-08
2024-01-01 01:17:00,3.9852830921399374e-08
2024-01-01 01:17:30,4.046201840400254e-08
2024-01-01 01:18:00,4.107686410119207e-08
2024-01-01 01:18:30,4.169799669041716e-08
2024-01-01 01:19:00,4.232604484940581e-08
2024-01-01 01:19:30,4.2957865217249776e-08
2024-01-01 01:20:00,4.359597249083137e-08
2024-01-01 01:20:30,4.423910932837432e-08
2024-01-01 01:21:00,4.488601838765548e-08
2024-01-01 01:21:30,4.5536699672758214e-08
2024-01-01 01:22:00,4.619115318775549e-08
2024-01-01 01:22:30,4.684686424264158e-08
2024-01-01 01:23:00,4.750509018782618e-08
2024-01-01 01:23:30,4.816394500595252e-08
2024-01-01 01:24:00,4.882280002621769e-08
2024-01-01 01:24:30,4.947914055612608e-08
2024-01-01 01:25:00,5.013296659733112e-08
2024-01-01 01:25:30,5.078364947739857e-08
2024-01-01 01:26:00,5.142867450149149e-08
2024-01-01 01:26:30,5.206552697342971e-08
2024-01-01 01:27:00,5.2694835566199677e-08
2024-01-01 01:27:30,5.33134569076319e-08
2024-01-01 01:28:00,5.3918876298025354e-08
2024-01-01 01:28:30,5.450920771044028e-08
2024-01-01 01:29:00,5.508256511660126e-08
2024-01-01 01:29:30,5.563643381236829e-08
2024-01-01 01:30:00,5.6167041742761477e-08
2024-01-01 01:30:30,5.667187419965772e-08
2024-01-01 01:31:00,5.714967382248589e-08
2024-01-01 01:31:30,5.7594153851156375e-08
2024-01-01 01:32:00,5.800468559550029e-08
2024-01-01 01:32:30,5.836429481703343e-08
2024-01-01 01:33:00,5.8691213065825324e-08
2024-01-01 01:33:30,5.892885956747486e-08
2024-01-01 01:34:00,5.920925606760512e-08
2024-01-01 01:34:30,5.939220799610484e-08
2024-01-01 01:35:00,5.94877741138323e-08
2024-01-01 01:35:30,5.9565737350072984e-08
2024-01-01 01:36:00,5.956385881685098e-08
2024-01-01 01:36:30,5.9502256092897486e-08
2024-01-01 01:37:00,5.9327491716770444e-08
2024-01-01 01:37:30,5.910117585660175e-08
2024-01-01 01:38:00,6.045157891590806e-08
2024-01-01 01:38:30,6.132984688010635e-08
2024-01-01 01:39:00,6.166745382225303e-08
2024-01-01 01:39:30,6.157378909199409e-08
2024-01-01 01:40:00,6.085836358556507e-08
2024-01-01 01:40:30,5.968274678309438e-08
2024-01-01 01:41:00,5.815569945400731e-08
2024-01-01 01:41:30,5.6212467766084133e-08
2024-01-01 01:42:00,5.3866253756197966e-08
2024-01-01 01:42:30,5.125348008689343e-08
2024-01-01 01:43:00,4.8461532733708605e-08
2024-01-01 01:43:30,4.5584713172865004e-08
2024-01-01 01:44:00,4.273429720476273e-08
2024-01-01 01:44:30,4.003853495322058e-08
2024-01-01 01:45:00,3.7645165570118574e-08
2024-01-01 01:45:30,3.545108618446957e-08
2024-01-01 01:46:00,3.2636502213406864e-08
2024-01-01 01:46:30,2.9380586474542884e-08
2024-01-01 01:47:00,2.5911548668537627e-08
2024-01-01 01:47:30,2.235638157963032e-08
2024-01-01 01:48:00,1.8818188304506227e-08
2024-01-01 01:48:30,1.539881460644937e-08
2024-01-01 01:49:00,1.2191933455774565e-08
2024-01-01 01:49:30,9.282416341383443e-09
2024-01-01 01:50:00,6.746333262009174e-09
2024-01-01 01:50:30,4.654724782730281e-09
2024-01-01 01:51:00,3.0660579079796e-09
2024-01-01 01:51:30,2.029998144286446e-09
2024-01-01 01:52:00,1.5742072861179955e-09
2024-01-01 01:52:30,1.7181743167630072e-09
2024-01-01 01:53:00,7.493830117379996e-10
2024-01-01 01:53:30,-1.362971771807587e-09
2024-01-01 01:54:00,-2.971127537402903e-09
2024-01-01 01:54:30,-4.471779474744713e-09
2024-01-01 01:55:00,-5.9001334861581435e-09
2024-01-01 01:55:30,-7.253674855586032e-09
2024-01-01 01:56:00,-8.529260192613239e-09
2024-01-01 01:56:30,-9.726889494106917e-09
2024-01-01 01:57:00,-1.0846562759095843e-08
2024-01-01 01:57:30,-1.1888908665510836e-08
2024-01-01 01:58:00,-1.2853927216178189e-08
2024-01-01 01:58:30,-1.3744761799821028e-08
2024-01-01 01:59:00,-1.4560783745273942e-08
2024-01-01 01:59:30,-1.5307022473916707e-08
2024-01-01 02:00:00,-1.5987250053901332e-08
2024-01-01 02:00:30,-1.3508377028274109e-08
2024-01-01 02:01:00,-8.714716630210227e-09
2024-01-01 02:01:30,-4.815663524278256e-09
2024-01-01 02:02:00,-9.889084341407517e-10
2024-01-01 02:02:30,2.8548208315225666e-09
2024-01-01 02:03:00,6.704836867874718e-09
2024-01-01 02:03:30,1.0551080947183635e-08
2024-01-01 02:04:00,1.4392924491683244e-08
2024-01-01 02:04:30,1.823162495329557e-08
2024-01-01 02:05:00,2.206781110699269e-08
2024-01-01 02:05:30,2.5905255111526017e-08
2024-01-01 02:06:00,2.9750872510473017e-08
2024-01-01 02:06:30,3.360466340418744e-08
2024-01-01 02:07:00,3.747165730905474e-08
2024-01-01 02:07:30,4.135625506721668e-08
2024-01-01 02:08:00,4.526348620089892e-08
2024-01-01 02:08:30,4.919586552798288e-08
2024-01-01 02:09:00,5.315905125533533e-08
2024-01-01 02:09:30,5.7153672177405715e-08
2024-01-01 02:10:00,6.118161444635162e-08
2024-01-01 02:10:30,6.524162083139835e-08
2024-01-01 02:11:00,6.933620616846609e-08
2024-01-01 02:11:30,7.345845513435192e-08
2024-01-01 02:12:00,7.760270975875507e-08
2024-01-01 02:12:30,8.176142603528448e-08
2024-01-01 02:13:00,8.592140185116494e-08
2024-01-01 02:13:30,9.006503433586925e-08
2024-01-01 02:14:00,9.417094853195623e-08
2024-01-01 02:14:30,9.820645324878204e-08
2024-01-01 02:15:00,1.0213822857780807e-07
2024-01-01 02:15:30,1.0592729645892384e-07
2024-01-01 02:16:00,1.0943157547611868e-07
2024-01-01 02:16:30,1.1248509425854793e-07
2024-01-01 02:17:00,1.1568195406466962e-07
2024-01-01 02:17:30,1.1813886083523287e-07
2024-01-01 02:18:00,1.2009659807842794e-07
2024-01-01 02:18:30,1.2140428221670267e-07
2024-01-01 02:19:00,1.2181924224533922e-07
2024-01-01 02:19:30,1.255498598800851e-07
2024-01-01 02:20:00,1.2755475408651104e-07
2024-01-01 02:20:30,1.2668029472433874e-07
2024-01-01 02:21:00,1.233615252311014e-07
2024-01-01 02:21:30,1.14886315512605e-07
2024-01-01 02:22:00,1.0312058513695887e-07
2024-01-01 02:22:30,8.843211022866071e-08
2024-01-01 02:23:00,7.17714553180034e-08
2024-01-01 02:23:30,5.470215035111111e-08
2024-01-01 02:24:00,3.900336411830479e-08
2024-01-01 02:24:30,2.068297456422546e-08
2024-01-01 02:25:00,-1.308285063391249e-09
2024-01-01 02:25:30,-2.3476203142190097e-08
2024-01-01 02:26:00,-4.372789791264874e-08
2024-01-01 02:26:30,-6.035524175319297e-08
2024-01-01 02:27:00,-7.18852359236779e-08
2024-01-01 02:27:30,-7.721454838011286e-08
2024-01-01 02:28:00,-7.913766748977377e-08
2024-01-01 02:28:30,-8.940651579447166e-08
2024-01-01 02:29:00,-9.701729832517393e-08
2024-01-01 02:29:30,-1.0261378515785937e-07
2024-01-01 02:30:00,-1.0682088562940867e-07
2024-01-01 02:30:30,-1.0977816785269212e-07
2024-01-01 02:31:00,-1.1161891307503913e-07
2024-01-01 02:31:30,-1.1249526281384977e-07
2024-01-01 02:32:00,-1.12553071628172e-07
2024-01-01 02:32:30,-1.1193379314280627e-07
2024-01-01 02:33:00,-1.1076630721783806e-07
2024-01-01 02:33:30,-1.0916314789009418e-07
2024-01-01 02:34:00,-1.0722238943272004e-07
2024-01-01 02:34:30,-1.050257603440468e-07
2024-01-01 02:35:00,-1.026405294099194e-07
2024-01-01 02:35:30,-1.0012390647555723e-07
2024-01-01 02:36:00,-9.751927039666123e-08
2024-01-01 02:36:30,-9.486119848432495e-08
2024-01-01 02:37:00,-9.217798123094673e-08
