timestamp,hvac_reaZonSou_CO2Zon_y
2024-01-01 00:00:00,607.8667021985149
2024-01-01 00:00:30,607.9413727799026
2024-01-01 00:01:00,608.0156798086683
2024-01-01 00:01:30,608.0896041113261
2024-01-01 00:02:00,608.163158355697
2024-01-01 00:02:30,608.2363565370985
2024-01-01 00:03:00,608.3092139007166
2024-01-01 00:03:30,608.3817457706358
2024-01-01 00:04:00,608.4539672171719
2024-01-01 00:04:30,608.5258933969947
2024-01-01 00:05:00,608.5975377727357
2024-01-01 00:05:30,608.6689140774499
2024-01-01 00:06:00,608.7400356075619
2024-01-01 00:06:30,608.8109150355435
2024-01-01 00:07:00,608.8815645119101
2024-01-01 00:07:30,608.9519957045914
2024-01-01 00:08:00,609.0222197586168
2024-01-01 00:08:30,609.0922472776361
2024-01-01 00:09:00,609.162088342804
2024-01-01 00:09:30,609.231752534977
2024-01-01 00:10:00,609.3012489481098
2024-01-01 00:10:30,609.3705862020742
2024-01-01 00:11:00,609.4397724605814
2024-01-01 00:11:30,609.5088154430574
2024-01-01 00:12:00,609.5777224382421
2024-01-01 00:12:30,609.6465003535484
2024-01-01 00:13:00,609.7151557287052
2024-01-01 00:13:30,609.7836947349336
2024-01-01 00:14:00,609.8521231920142
2024-01-01 00:14:30,609.920446596237
2024-01-01 00:15:00,609.9886701422321
2024-01-01 00:15:30,610.0567987381196
2024-01-01 00:16:00,610.1248370211778
2024-01-01 00:16:30,610.1927893759546
2024-01-01 00:17:00,610.2606599521399
2024-01-01 00:17:30,610.3284526803706
2024-01-01 00:18:00,610.3961712870597
2024-01-01 00:18:30,610.463819309122
2024-01-01 00:19:00,610.5314001083249
2024-01-01 00:19:30,610.5989168847825
2024-01-01 00:20:00,610.6663726896951
2024-01-01 00:20:30,610.733770437268
2024-01-01 00:21:00,610.8011129163226
2024-01-01 00:21:30,610.8684028009684
2024-01-01 00:22:00,610.9356426608052
2024-01-01 00:22:30,611.0028349703506
2024-01-01 00:23:00,611.0699821178916
2024-01-01 00:23:30,611.1370864137313
2024-01-01 00:24:00,611.2041500977643
2024-01-01 00:24:30,611.2711753466251
2024-01-01 00:25:00,611.3381642800653
2024-01-01 00:25:30,611.405118966897
2024-01-01 00:26:00,611.4720414304004
2024-01-01 00:26:30,611.5389336531732
2024-01-01 00:27:00,611.6057975815005
2024-01-01 00:27:30,611.6726351292397
2024-01-01 00:28:00,611.7394481812631
2024-01-01 00:28:30,611.8062385964249
2024-01-01 00:29:00,611.8730082101392
2024-01-01 00:29:30,611.9397588365497
2024-01-01 00:30:00,612.0064922702608
2024-01-01 00:30:30,612.0732102877638
2024-01-01 00:31:00,612.1399146485657
2024-01-01 00:31:30,612.2066070957763
2024-01-01 00:32:00,612.2732893049936
2024-01-01 00:32:30,612.3399635119415
2024-01-01 00:33:00,612.4066310895751
2024-01-01 00:33:30,612.4732931835825
2024-01-01 00:34:00,612.539951733985
2024-01-01 00:34:30,612.6066084367003
2024-01-01 00:35:00,612.6732649563896
2024-01-01 00:35:30,612.739922904626
2024-01-01 00:36:00,612.8065838693769
2024-01-01 00:36:30,612.8732494114386
2024-01-01 00:37:00,612.9399210668345
2024-01-01 00:37:30,613.0066003440248
2024-01-01 00:38:00,613.0732887226224
2024-01-01 00:38:30,613.1399876510054
2024-01-01 00:39:00,613.2066985442415
2024-01-01 00:39:30,613.2734227817595
2024-01-01 00:40:00,613.3401617049876
2024-01-01 00:40:30,613.4069166149294
2024-01-01 00:41:00,613.4736887697377
2024-01-01 00:41:30,613.540479382157
2024-01-01 00:42:00,613.6072896170697
2024-01-01 00:42:30,613.6741205889195
2024-01-01 00:43:00,613.7409733592275
2024-01-01 00:43:30,613.8078489340603
2024-01-01 00:44:00,613.8747482614887
2024-01-01 00:44:30,613.9416722267473
2024-01-01 00:45:00,614.0086216490241
2024-01-01 00:45:30,614.0755972796311
2024-01-01 00:46:00,614.1425998006675
2024-01-01 00:46:30,614.2096298236389
2024-01-01 00:47:00,614.2766878880859
2024-01-01 00:47:30,614.3437744593064
2024-01-01 00:48:00,614.410889926841
2024-01-01 00:48:30,614.4780346020709
2024-01-01 00:49:00,614.5452087170505
2024-01-01 00:49:30,614.6124124220976
2024-01-01 00:50:00,614.6796457850987
2024-01-01 00:50:30,614.7469087890938
2024-01-01 00:51:00,614.8142013321257
2024-01-01 00:51:30,614.881523224779
2024-01-01 00:52:00,614.9488741907587
2024-01-01 00:52:30,615.0162538641674
2024-01-01 00:53:00,615.083661791117
2024-01-01 00:53:30,615.1510974264683
2024-01-01 00:54:00,615.2185601368844
2024-01-01 00:54:30,615.2860491965599
2024-01-01 00:55:00,615.3535637922892
2024-01-01 00:55:30,615.421103017574
2024-01-01 00:56:00,615.4886658805474
2024-01-01 00:56:30,615.5562512952589
2024-01-01 00:57:00,615.6238580941152
2024-01-01 00:57:30,615.6914850143013
2024-01-01 00:58:00,615.7591307171535
2024-01-01 00:58:30,615.8267937667446
2024-01-01 00:59:00,615.8944726599112
2024-01-01 00:59:30,615.9621657922994
2024-01-01 01:00:00,616.02987150488
2024-01-01 01:00:30,616.0975872969983
2024-01-01 01:01:00,616.165317491647
2024-01-01 01:01:30,616.2330678020791
2024-01-01 01:02:00,616.3008421430486
2024-01-01 01:02:30,616.3686454080944
2024-01-01 01:03:00,616.4364811896055
2024-01-01 01:03:30,616.5043531436837
2024-01-01 01:04:00,616.5722649473565
2024-01-01 01:04:30,616.6402202100056
2024-01-01 01:05:00,616.7082224370574
2024-01-01 01:05:30,616.7762750233509
2024-01-01 01:06:00,616.8443812548111
2024-01-01 01:06:30,616.9125443130226
2024-01-01 01:07:00,616.9807672806794
2024-01-01 01:07:30,617.0490531473988
2024-01-01 01:08:00,617.1174048156922
2024-01-01 01:08:30,617.1858251068575
2024-01-01 01:09:00,617.2543167669718
2024-01-01 01:09:30,617.3228824726925
