timestamp,weaSta_reaWeaTWetBul_y
2024-01-01 00:00:00,11.100000000000023
2024-01-01 00:00:30,11.098905162738504
2024-01-01 00:01:00,11.097607343274035
2024-01-01 00:01:30,11.096110389610374
2024-01-01 00:02:00,11.094418149751505
2024-01-01 00:02:30,11.092534471701128
2024-01-01 00:03:00,11.09046320346323
2024-01-01 00:03:30,11.08820819304151
2024-01-01 00:04:00,11.08577328844001
2024-01-01 00:04:30,11.083162337662316
2024-01-01 00:05:00,11.080379188712527
2024-01-01 00:05:30,11.077427689594344
2024-01-01 00:06:00,11.074311688311695
2024-01-01 00:06:30,11.071035032868394
2024-01-01 00:07:00,11.067601571268256
2024-01-01 00:07:30,11.06401515151515
2024-01-01 00:08:00,11.060279621612949
2024-01-01 00:08:30,11.056398829565524
2024-01-01 00:09:00,11.052376623376631
2024-01-01 00:09:30,11.0482168510502
2024-01-01 00:10:00,11.043923360590043
2024-01-01 00:10:30,11.039499999999975
2024-01-01 00:11:00,11.034950617283926
2024-01-01 00:11:30,11.030279060445707
2024-01-01 00:12:00,11.025489177489249
2024-01-01 00:12:30,11.020584816418136
2024-01-01 00:13:00,11.015569825236469
2024-01-01 00:13:30,11.01044805194806
2024-01-01 00:14:00,11.005223344556669
2024-01-01 00:14:30,10.999899551066221
2024-01-01 00:15:00,10.994480519480533
2024-01-01 00:15:30,10.988970097803417
2024-01-01 00:16:00,10.983372134038802
2024-01-01 00:16:30,10.977690476190503
2024-01-01 00:17:00,10.971928972262276
2024-01-01 00:17:30,10.966091470258164
2024-01-01 00:18:00,10.960181818181809
2024-01-01 00:18:30,10.954203864037197
2024-01-01 00:19:00,10.948161455828142
2024-01-01 00:19:30,10.942058441558459
2024-01-01 00:20:00,10.935898669232017
2024-01-01 00:20:30,10.929685986852633
2024-01-01 00:21:00,10.923424242424232
2024-01-01 00:21:30,10.917117283950631
2024-01-01 00:22:00,10.910768959435643
2024-01-01 00:22:30,10.904383116883139
2024-01-01 00:23:00,10.897963604296933
2024-01-01 00:23:30,10.891514269680954
2024-01-01 00:24:00,10.885038961038958
2024-01-01 00:24:30,10.878541526374875
2024-01-01 00:25:00,10.87202581369246
2024-01-01 00:25:30,10.865495670995642
2024-01-01 00:26:00,10.858954946288293
2024-01-01 00:26:30,10.852407487574169
2024-01-01 00:27:00,10.845857142857142
2024-01-01 00:27:30,10.839307760141082
2024-01-01 00:28:00,10.832763187429862
2024-01-01 00:28:30,10.826227272727294
2024-01-01 00:29:00,10.819703864037251
2024-01-01 00:29:30,10.81319680936349
2024-01-01 00:30:00,10.806709956709938
2024-01-01 00:30:30,10.800247154080466
2024-01-01 00:31:00,10.79381224947889
2024-01-01 00:31:30,10.78740909090908
2024-01-01 00:32:00,10.78104152637485
2024-01-01 00:32:30,10.774713403880071
2024-01-01 00:33:00,10.768428571428558
2024-01-01 00:33:30,10.762190877024182
2024-01-01 00:34:00,10.756004168670813
2024-01-01 00:34:30,10.749872294372267
2024-01-01 00:35:00,10.743799102132414
