timestamp,hvac_reaZonEas_TSup_y
2024-01-01 00:00:00,11.838770837346317
2024-01-01 00:00:30,11.838770839774327
2024-01-01 00:01:00,11.838769094765894
2024-01-01 00:01:30,11.83876901778541
2024-01-01 00:02:00,11.838768942681327
2024-01-01 00:02:30,11.838768773395316
2024-01-01 00:03:00,11.838768564866143
2024-01-01 00:03:30,11.838768356114826
2024-01-01 00:04:00,11.838768172838115
2024-01-01 00:04:30,11.838758142952315
2024-01-01 00:05:00,11.838754189061206
2024-01-01 00:05:30,11.838756316310821
2024-01-01 00:06:00,11.838762624922367
2024-01-01 00:06:30,11.838773323044734
2024-01-01 00:07:00,11.838788400405065
2024-01-01 00:07:30,11.838806794041489
2024-01-01 00:08:00,11.838827332903918
2024-01-01 00:08:30,11.838849273787389
2024-01-01 00:09:00,11.838872112256922
2024-01-01 00:09:30,11.838895373874948
2024-01-01 00:10:00,11.83891863812562
2024-01-01 00:10:30,11.83894160223764
2024-01-01 00:11:00,11.838964066611368
2024-01-01 00:11:30,11.838986050326412
2024-01-01 00:12:00,11.839007868954411
2024-01-01 00:12:30,11.839029474540723
2024-01-01 00:13:00,11.83905057193897
2024-01-01 00:13:30,11.839071037260055
2024-01-01 00:14:00,11.83909095019385
2024-01-01 00:14:30,11.83911039681061
2024-01-01 00:15:00,11.83912939728691
2024-01-01 00:15:30,11.83914796849183
2024-01-01 00:16:00,11.83916616372727
2024-01-01 00:16:30,11.839184049560117
2024-01-01 00:17:00,11.8392016794416
2024-01-01 00:17:30,11.839219096057263
2024-01-01 00:18:00,11.839236342687173
2024-01-01 00:18:30,11.839253463526347
2024-01-01 00:19:00,11.839270497724044
2024-01-01 00:19:30,11.83928747707688
2024-01-01 00:20:00,11.83930442805132
2024-01-01 00:20:30,11.839321373347275
2024-01-01 00:21:00,11.83933833089543
2024-01-01 00:21:30,11.839355313429678
2024-01-01 00:22:00,11.839372328208526
2024-01-01 00:22:30,11.83938937842828
2024-01-01 00:23:00,11.839406462922511
2024-01-01 00:23:30,11.839423576677177
2024-01-01 00:24:00,11.839440710815893
2024-01-01 00:24:30,11.839457852600162
2024-01-01 00:25:00,11.83947498657426
2024-01-01 00:25:30,11.83949209438805
2024-01-01 00:26:00,11.83950915518443
2024-01-01 00:26:30,11.839526145378727
2024-01-01 00:27:00,11.83954303980056
2024-01-01 00:27:30,11.83955981160824
2024-01-01 00:28:00,11.839576432183492
2024-01-01 00:28:30,11.839592871941647
2024-01-01 00:29:00,11.839609100176745
2024-01-01 00:29:30,11.839625085063972
2024-01-01 00:30:00,11.839640794956097
2024-01-01 00:30:30,11.839656197009106
2024-01-01 00:31:00,11.83967125823284
2024-01-01 00:31:30,11.839685945942563
2024-01-01 00:32:00,11.839701145138747
2024-01-01 00:32:30,11.839706211869782
2024-01-01 00:33:00,11.839707902000157
2024-01-01 00:33:30,11.839717083895835
2024-01-01 00:34:00,11.839727909089106
2024-01-01 00:34:30,11.839739235776563
2024-01-01 00:35:00,11.839750207650809
2024-01-01 00:35:30,11.839760659732292
2024-01-01 00:36:00,11.839770473679607
2024-01-01 00:36:30,11.839779613062717
2024-01-01 00:37:00,11.839788037373864
2024-01-01 00:37:30,11.839795718908078
2024-01-01 00:38:00,11.839802627527149
2024-01-01 00:38:30,11.83980873586711
2024-01-01 00:39:00,11.839814016876858
2024-01-01 00:39:30,11.83981844389723
2024-01-01 00:40:00,11.839821990127632
2024-01-01 00:40:30,11.839824630095961
2024-01-01 00:41:00,11.839826337525949
2024-01-01 00:41:30,11.839827086787864
2024-01-01 00:42:00,11.839826852199508
2024-01-01 00:42:30,11.839825607999671
2024-01-01 00:43:00,11.839823328230636
2024-01-01 00:43:30,11.839819986957139
2024-01-01 00:44:00,11.839815557039003
2024-01-01 00:44:30,11.839810012494809
2024-01-01 00:45:00,11.839803324393245
2024-01-01 00:45:30,11.83979546561244
2024-01-01 00:46:00,11.839786405461268
2024-01-01 00:46:30,11.839776115120287
2024-01-01 00:47:00,11.839764561342747
2024-01-01 00:47:30,11.839751713214184
2024-01-01 00:48:00,11.83973753388824
2024-01-01 00:48:30,11.839721990352928
2024-01-01 00:49:00,11.839705041060768
2024-01-01 00:49:30,11.839686650444037
2024-01-01 00:50:00,11.839666771458496
2024-01-01 00:50:30,11.839645365344438
2024-01-01 00:51:00,11.839622378688034
2024-01-01 00:51:30,11.839597769775537
2024-01-01 00:52:00,11.83957147662261
2024-01-01 00:52:30,11.83954345525109
2024-01-01 00:53:00,11.839513633186414
2024-01-01 00:53:30,11.839481965404161
2024-01-01 00:54:00,11.839448365463852
2024-01-01 00:54:30,11.839412789599521
2024-01-01 00:55:00,11.839375133777025
2024-01-01 00:55:30,11.839335358733763
2024-01-01 00:56:00,11.839293336166634
2024-01-01 00:56:30,11.83924903917
2024-01-01 00:57:00,11.83920230400156
2024-01-01 00:57:30,11.839153127646512
2024-01-01 00:58:00,11.839101295360194
2024-01-01 00:58:30,11.839046846130032
2024-01-01 00:59:00,11.838989490014285
2024-01-01 00:59:30,11.838929336777142
2024-01-01 01:00:00,11.838865983765743
2024-01-01 01:00:30,11.838851735981962
2024-01-01 01:01:00,11.838859132039204
2024-01-01 01:01:30,11.838858691100711
2024-01-01 01:02:00,11.838857998747073
2024-01-01 01:02:30,11.838855623032714
2024-01-01 01:03:00,11.838850594163091
2024-01-01 01:03:30,11.838844489597136
2024-01-01 01:04:00,11.838837957622673
2024-01-01 01:04:30,11.838831172285666
2024-01-01 01:05:00,11.838824187763294
2024-01-01 01:05:30,11.838817019739167
2024-01-01 01:06:00,11.838809671669878
2024-01-01 01:06:30,11.838802142550776
2024-01-01 01:07:00,11.838794430471921
2024-01-01 01:07:30,11.838786534098006
2024-01-01 01:08:00,11.83877845243694
2024-01-01 01:08:30,11.838770186158229
2024-01-01 01:09:00,11.838761736171648
2024-01-01 01:09:30,11.838753105167598
2024-01-01 01:10:00,11.838744297072594
2024-01-01 01:10:30,11.83873531734531
2024-01-01 01:11:00,11.838726173059683
2024-01-01 01:11:30,11.838716872937312
2024-01-01 01:12:00,11.838707428121268
2024-01-01 01:12:30,11.838697851366533
2024-01-01 01:13:00,11.838688157956199
2024-01-01 01:13:30,11.838678366277122
2024-01-01 01:14:00,11.83866849641737
2024-01-01 01:14:30,11.838658572507256
2024-01-01 01:15:00,11.838648621288144
2024-01-01 01:15:30,11.83863867348731
2024-01-01 01:16:00,11.838628763173972
2024-01-01 01:16:30,11.838618928843346
2024-01-01 01:17:00,11.838609213240545
2024-01-01 01:17:30,11.838599664400249
2024-01-01 01:18:00,11.838590334514606
2024-01-01 01:18:30,11.838581282285134
2024-01-01 01:19:00,11.838572571471957
2024-01-01 01:19:30,11.838564272892256
2024-01-01 01:20:00,11.83855646294353
2024-01-01 01:20:30,11.838549226701844
2024-01-01 01:21:00,11.838542655052947
2024-01-01 01:21:30,11.83853684826687
2024-01-01 01:22:00,11.838531914106625
2024-01-01 01:22:30,11.838527969740483
2024-01-01 01:23:00,11.838525141199739
2024-01-01 01:23:30,11.838523564145362
2024-01-01 01:24:00,11.838523384488553
2024-01-01 01:24:30,11.838524757830612
2024-01-01 01:25:00,11.83852785076499
2024-01-01 01:25:30,11.838532839593427
2024-01-01 01:26:00,11.838539912500153
2024-01-01 01:26:30,11.838549266664074
2024-01-01 01:27:00,11.838561110701335
2024-01-01 01:27:30,11.838575662172957
