timestamp,hvac_reaZonCor_TSup_y
2024-01-01 00:00:00,11.842205197099645
2024-01-01 00:00:30,11.842205199591433
2024-01-01 00:01:00,11.84220340872497
2024-01-01 00:01:30,11.842203329720917
2024-01-01 00:02:00,11.842203252643458
2024-01-01 00:02:30,11.842203078909847
2024-01-01 00:03:00,11.842202864902049
2024-01-01 00:03:30,11.842202650666252
2024-01-01 00:04:00,11.842202462574505
2024-01-01 00:04:30,11.84219216915045
2024-01-01 00:05:00,11.842188111370149
2024-01-01 00:05:30,11.842190294514467
2024-01-01 00:06:00,11.842196768887732
2024-01-01 00:06:30,11.842207748107796
2024-01-01 00:07:00,11.842223221631855
2024-01-01 00:07:30,11.84224209856842
2024-01-01 00:08:00,11.842263177097493
2024-01-01 00:08:30,11.842285694486293
2024-01-01 00:09:00,11.842309133045546
2024-01-01 00:09:30,11.842333005871637
2024-01-01 00:10:00,11.84235688139961
2024-01-01 00:10:30,11.842380448902645
2024-01-01 00:11:00,11.84240350353656
2024-01-01 00:11:30,11.842426064882318
2024-01-01 00:12:00,11.842448456803368
2024-01-01 00:12:30,11.842470630084904
2024-01-01 00:13:00,11.842492281825628
2024-01-01 00:13:30,11.842513284881022
2024-01-01 00:14:00,11.842533721034954
2024-01-01 00:14:30,11.842553678619254
2024-01-01 00:15:00,11.842573178340615
2024-01-01 00:15:30,11.842592237511269
2024-01-01 00:16:00,11.842610910833685
2024-01-01 00:16:30,11.84262926662393
2024-01-01 00:17:00,11.842647359737498
2024-01-01 00:17:30,11.842665233981563
2024-01-01 00:18:00,11.84268293377346
2024-01-01 00:18:30,11.842700504469406
2024-01-01 00:19:00,11.84271798624735
2024-01-01 00:19:30,11.84273541173934
2024-01-01 00:20:00,11.842752808107207
2024-01-01 00:20:30,11.842770198647486
2024-01-01 00:21:00,11.842787601761756
2024-01-01 00:21:30,11.842805030518662
2024-01-01 00:22:00,11.842822492367361
2024-01-01 00:22:30,11.842839990588232
2024-01-01 00:23:00,11.84285752398415
2024-01-01 00:23:30,11.842875087409254
2024-01-01 00:24:00,11.842892671754043
2024-01-01 00:24:30,11.842910263945214
2024-01-01 00:25:00,11.842927848121008
2024-01-01 00:25:30,11.842945405449143
2024-01-01 00:26:00,11.842962914524321
2024-01-01 00:26:30,11.84298035114233
2024-01-01 00:27:00,11.84299768947136
2024-01-01 00:27:30,11.843014901964523
2024-01-01 00:28:00,11.843031959251675
2024-01-01 00:28:30,11.843048830970645
2024-01-01 00:29:00,11.84306548560869
2024-01-01 00:29:30,11.843081890504777
2024-01-01 00:30:00,11.843098013180168
2024-01-01 00:30:30,11.84311381992785
2024-01-01 00:31:00,11.84312927689075
2024-01-01 00:31:30,11.843144350525563
2024-01-01 00:32:00,11.843159961303854
2024-01-01 00:32:30,11.84316516523802
2024-01-01 00:33:00,11.843166901136271
2024-01-01 00:33:30,11.843176334962664
2024-01-01 00:34:00,11.843187457356805
