timestamp,hvac_oveZonActNor_yDam_u
2024-01-11 00:00:00,0.1744981751824816
2024-01-11 00:00:30,0.1744981751824816
2024-01-11 00:01:00,0.1744981751824816
2024-01-11 00:01:30,0.1744981751824816
2024-01-11 00:02:00,0.1744981751824816
2024-01-11 00:02:30,0.1744981751824816
2024-01-11 00:03:00,0.1744981751824816
2024-01-11 00:03:30,0.1744981751824816
2024-01-11 00:04:00,0.1744981751824816
2024-01-11 00:04:30,0.1744981751824816
2024-01-11 00:05:00,0.1744981751824816
2024-01-11 00:05:30,0.1744981751824816
2024-01-11 00:06:00,0.1744981751824816
2024-01-11 00:06:30,0.1744981751824816
2024-01-11 00:07:00,0.1744981751824816
2024-01-11 00:07:30,0.1744981751824816
2024-01-11 00:08:00,0.1744981751824816
2024-01-11 00:08:30,0.1744981751824816
2024-01-11 00:09:00,0.1744981751824816
2024-01-11 00:09:30,0.1744981751824816
2024-01-11 00:10:00,0.1744981751824816
2024-01-11 00:10:30,0.1744981751824816
2024-01-11 00:11:00,0.1744981751824816
2024-01-11 00:11:30,0.1744981751824816
2024-01-11 00:12:00,0.1744981751824816
2024-01-11 00:12:30,0.1744981751824816
2024-01-11 00:13:00,0.1744981751824816
2024-01-11 00:13:30,0.1744981751824816
2024-01-11 00:14:00,0.1744981751824816
2024-01-11 00:14:30,0.1744981751824816
2024-01-11 00:15:00,0.1744981751824816
2024-01-11 00:15:30,0.1744981751824816
2024-01-11 00:16:00,0.1744981751824816
2024-01-11 00:16:30,0.1744981751824816
2024-01-11 00:17:00,0.1744981751824816
2024-01-11 00:17:30,0.1744981751824816
2024-01-11 00:18:00,0.1744981751824816
2024-01-11 00:18:30,0.1744981751824816
2024-01-11 00:19:00,0.1744981751824816
2024-01-11 00:19:30,0.1744981751824816
2024-01-11 00:20:00,0.1744981751824816
2024-01-11 00:20:30,0.1744981751824816
2024-01-11 00:21:00,0.1744981751824816
2024-01-11 00:21:30,0.1744981751824816
2024-01-11 00:22:00,0.1744981751824816
2024-01-11 00:22:30,0.1744981751824816
2024-01-11 00:23:00,0.1744981751824816
2024-01-11 00:23:30,0.1744981751824816
2024-01-11 00:24:00,0.1744981751824816
2024-01-11 00:24:30,0.1744981751824816
2024-01-11 00:25:00,0.1744981751824816
2024-01-11 00:25:30,0.1744981751824816
2024-01-11 00:26:00,0.1744981751824816
2024-01-11 00:26:30,0.1744981751824816
2024-01-11 00:27:00,0.1744981751824816
2024-01-11 00:27:30,0.1744981751824816
2024-01-11 00:28:00,0.1744981751824816
2024-01-11 00:28:30,0.1744981751824816
2024-01-11 00:29:00,0.1744981751824816
2024-01-11 00:29:30,0.1744981751824816
2024-01-11 00:30:00,0.1744981751824816
2024-01-11 00:30:30,0.1744981751824816
2024-01-11 00:31:00,0.1744981751824816
2024-01-11 00:31:30,0.1744981751824816
2024-01-11 00:32:00,0.1744981751824816
2024-01-11 00:32:30,0.1744981751824816
2024-01-11 00:33:00,0.1744981751824816
2024-01-11 00:33:30,0.1744981751824816
