timestamp,hvac_reaAhu_THeaCoiSup_y
2024-01-01 00:00:00,12.803300748015943
2024-01-01 00:00:30,12.803300748015943
2024-01-01 00:01:00,12.803300748015943
2024-01-01 00:01:30,12.803300748015943
2024-01-01 00:02:00,12.803300748015943
2024-01-01 00:02:30,12.803300748015943
2024-01-01 00:03:00,12.803300748015943
2024-01-01 00:03:30,12.803300748015943
2024-01-01 00:04:00,12.803300748015943
2024-01-01 00:04:30,12.803300748015943
2024-01-01 00:05:00,12.803300748015943
2024-01-01 00:05:30,12.803300748015943
2024-01-01 00:06:00,12.803300748015943
2024-01-01 00:06:30,12.803300748015943
2024-01-01 00:07:00,12.803300748015943
2024-01-01 00:07:30,12.803300748015943
2024-01-01 00:08:00,12.803300748015943
2024-01-01 00:08:30,12.803300748015943
2024-01-01 00:09:00,12.803300748015943
2024-01-01 00:09:30,12.803300748015943
2024-01-01 00:10:00,12.803300748015943
2024-01-01 00:10:30,13.566433499718073
2024-01-01 00:11:00,13.554057184927444
2024-01-01 00:11:30,13.556465569474256
2024-01-01 00:12:00,13.558892412932835
2024-01-01 00:12:30,13.5613151044941
2024-01-01 00:13:00,13.5637412920874
2024-01-01 00:13:30,13.566167730510244
2024-01-01 00:14:00,13.568592930335342
2024-01-01 00:14:30,13.571017882316028
2024-01-01 00:15:00,13.573442749247647
2024-01-01 00:15:30,13.575867632582515
2024-01-01 00:16:00,13.578292488882425
2024-01-01 00:16:30,13.580717324416867
2024-01-01 00:17:00,13.5831421233475
2024-01-01 00:17:30,13.58556689155165
2024-01-01 00:18:00,13.58799162460349
2024-01-01 00:18:30,13.590416325699266
2024-01-01 00:19:00,13.59284099285287
2024-01-01 00:19:30,13.595265627526544
2024-01-01 00:20:00,13.5976902287087
2024-01-01 00:20:30,13.600114787268524
2024-01-01 00:21:00,13.602539316301204
2024-01-01 00:21:30,13.604963817100213
2024-01-01 00:22:00,13.607388286114201
2024-01-01 00:22:30,13.609812722095796
2024-01-01 00:23:00,13.612237114307732
2024-01-01 00:23:30,13.614661484096473
2024-01-01 00:24:00,13.617085812583241
2024-01-01 00:24:30,13.619510110941349
2024-01-01 00:25:00,13.621934381527353
2024-01-01 00:25:30,13.624358619074542
2024-01-01 00:26:00,13.62678282355256
2024-01-01 00:26:30,13.629206994960157
2024-01-01 00:27:00,13.63163112962269
2024-01-01 00:27:30,13.634055222978134
2024-01-01 00:28:00,13.63647929399042
2024-01-01 00:28:30,13.638903332917096
2024-01-01 00:29:00,13.641327338911651
2024-01-01 00:29:30,13.643751311883761
2024-01-01 00:30:00,13.646175251803811
