timestamp,hvac_reaZonNor_TSup_y
2024-01-01 00:00:00,11.838123502919416
2024-01-01 00:00:30,11.838123505274837
2024-01-01 00:01:00,11.838121812491636
2024-01-01 00:01:30,11.838121737815754
2024-01-01 00:02:00,11.838121664960454
2024-01-01 00:02:30,11.838121500742261
2024-01-01 00:03:00,11.838121298455576
2024-01-01 00:03:30,11.838121095953568
2024-01-01 00:04:00,11.838120918164066
2024-01-01 00:04:30,11.83811118845091
2024-01-01 00:05:00,11.838107352892848
2024-01-01 00:05:30,11.838109416481757
2024-01-01 00:06:00,11.838115536294765
2024-01-01 00:06:30,11.838125914251236
2024-01-01 00:07:00,11.838140540385837
2024-01-01 00:07:30,11.838158383548432
2024-01-01 00:08:00,11.838178307735689
2024-01-01 00:08:30,11.838199591985017
2024-01-01 00:09:00,11.838221746957856
2024-01-01 00:09:30,11.83824431241544
2024-01-01 00:10:00,11.838266880427
2024-01-01 00:10:30,11.838289157282361
2024-01-01 00:11:00,11.838310949355389
2024-01-01 00:11:30,11.838332275154698
2024-01-01 00:12:00,11.83835344080768
2024-01-01 00:12:30,11.838374399794816
2024-01-01 00:13:00,11.838394865802684
2024-01-01 00:13:30,11.838414718649858
2024-01-01 00:14:00,11.838434035641399
2024-01-01 00:14:30,11.838452900271648
2024-01-01 00:15:00,11.838471332113272
2024-01-01 00:15:30,11.838489347530526
2024-01-01 00:16:00,11.838506998230116
2024-01-01 00:16:30,11.838524348786905
2024-01-01 00:17:00,11.838541451052151
2024-01-01 00:17:30,11.838558346434013
2024-01-01 00:18:00,11.83857507691738
2024-01-01 00:18:30,11.838591685374467
2024-01-01 00:19:00,11.838608209783047
2024-01-01 00:19:30,11.838624680988005
2024-01-01 00:20:00,11.838641124663809
2024-01-01 00:20:30,11.838657562831031
2024-01-01 00:21:00,11.838674012883644
2024-01-01 00:21:30,11.838690487174517
2024-01-01 00:22:00,11.838706992744847
2024-01-01 00:22:30,11.838723532695383
2024-01-01 00:23:00,11.838740105894601
2024-01-01 00:23:30,11.838756707478467
2024-01-01 00:24:00,11.838773328836169
2024-01-01 00:24:30,11.838789957610516
2024-01-01 00:25:00,11.838806578808374
2024-01-01 00:25:30,11.838823174628715
2024-01-01 00:26:00,11.838839724838635
2024-01-01 00:26:30,11.838856206559342
2024-01-01 00:27:00,11.838872595373743
2024-01-01 00:27:30,11.838888865243462
2024-01-01 00:28:00,11.838904988406739
2024-01-01 00:28:30,11.838920936164186
2024-01-01 00:29:00,11.838936678728942
2024-01-01 00:29:30,11.838952185228436
2024-01-01 00:30:00,11.838967424962846
2024-01-01 00:30:30,11.838982366070809
2024-01-01 00:31:00,11.838996976549595
2024-01-01 00:31:30,11.839011224692797
2024-01-01 00:32:00,11.83902602680564
2024-01-01 00:32:30,11.839030961167452
2024-01-01 00:33:00,11.839032607145157
2024-01-01 00:33:30,11.839041564733407
2024-01-01 00:34:00,11.83905212633465
2024-01-01 00:34:30,11.839063177460503
2024-01-01 00:35:00,11.839073882477066
2024-01-01 00:35:30,11.839084080366604
2024-01-01 00:36:00,11.83909365564881
2024-01-01 00:36:30,11.839102572774038
2024-01-01 00:37:00,11.839110792217753
2024-01-01 00:37:30,11.839118286948008
2024-01-01 00:38:00,11.839125027559476
2024-01-01 00:38:30,11.839130987353485
2024-01-01 00:39:00,11.839136139936727
2024-01-01 00:39:30,11.839140459298449
2024-01-01 00:40:00,11.839143919289654
2024-01-01 00:40:30,11.839146495057719
2024-01-01 00:41:00,11.839148160965522
2024-01-01 00:41:30,11.839148892006506
2024-01-01 00:42:00,11.839148663122955
2024-01-01 00:42:30,11.839147449180246
2024-01-01 00:43:00,11.839145224851904
2024-01-01 00:43:30,11.839141964833289
2024-01-01 00:44:00,11.839137642644346
