timestamp,hvac_reaZonWes_TSup_y
2024-01-01 00:00:00,11.838214475187215
2024-01-01 00:00:30,11.838214477639326
2024-01-01 00:01:00,11.838212714721351
2024-01-01 00:01:30,11.83821263694756
2024-01-01 00:02:00,11.83821256106836
2024-01-01 00:02:30,11.8382123900397
2024-01-01 00:03:00,11.83821217936395
2024-01-01 00:03:30,11.838211968462815
2024-01-01 00:04:00,11.8382117832968
2024-01-01 00:04:30,11.838201650475753
2024-01-01 00:05:00,11.83819765600009
2024-01-01 00:05:30,11.838199805068541
2024-01-01 00:06:00,11.838206178407177
2024-01-01 00:06:30,11.83821698630095
2024-01-01 00:07:00,11.838232218371672
2024-01-01 00:07:30,11.838250800749506
2024-01-01 00:08:00,11.83827155036721
2024-01-01 00:08:30,11.838293716393139
2024-01-01 00:09:00,11.838316789215924
2024-01-01 00:09:30,11.83834028952947
2024-01-01 00:10:00,11.838363792502719
2024-01-01 00:10:30,11.838386992257313
2024-01-01 00:11:00,11.838409687145315
2024-01-01 00:11:30,11.83843189644233
2024-01-01 00:12:00,11.838453938958367
2024-01-01 00:12:30,11.838475766246631
2024-01-01 00:13:00,11.838497080132072
2024-01-01 00:13:30,11.83851775545412
2024-01-01 00:14:00,11.838537872720849
2024-01-01 00:14:30,11.838557518885352
2024-01-01 00:15:00,11.838576714331452
2024-01-01 00:15:30,11.838595476101261
2024-01-01 00:16:00,11.8386138580438
2024-01-01 00:16:30,11.838631927409097
2024-01-01 00:17:00,11.838649738196693
2024-01-01 00:17:30,11.838667333530339
2024-01-01 00:18:00,11.83868475713416
2024-01-01 00:18:30,11.838702053656732
2024-01-01 00:19:00,11.838719262649136
2024-01-01 00:19:30,11.838736416234156
2024-01-01 00:20:00,11.838753541149913
2024-01-01 00:20:30,11.83877066032926
2024-01-01 00:21:00,11.838787791886887
2024-01-01 00:21:30,11.838804948687368
2024-01-01 00:22:00,11.838822138063676
2024-01-01 00:22:30,11.838839363244915
2024-01-01 00:23:00,11.83885662305272
2024-01-01 00:23:30,11.838873912421548
2024-01-01 00:24:00,11.838891222383836
2024-01-01 00:24:30,11.838908540070463
2024-01-01 00:25:00,11.838925849867053
2024-01-01 00:25:30,11.838943133235148
2024-01-01 00:26:00,11.838960369103575
2024-01-01 00:26:30,11.838977533645732
2024-01-01 00:27:00,11.83899460143283
2024-01-01 00:27:30,11.83901154534783
2024-01-01 00:28:00,11.839028336478691
2024-01-01 00:28:30,11.839044944937143
2024-01-01 00:29:00,11.839061339702141
2024-01-01 00:29:30,11.839077488622195
2024-01-01 00:30:00,11.839093359725439
2024-01-01 00:30:30,11.839108919830664
2024-01-01 00:31:00,11.839124135609211
2024-01-01 00:31:30,11.839138974041077
2024-01-01 00:32:00,11.83915422762152
2024-01-01 00:32:30,11.839159312480831
2024-01-01 00:33:00,11.8391610086544
2024-01-01 00:33:30,11.839170196030523
2024-01-01 00:34:00,11.83918102617315
2024-01-01 00:34:30,11.839192357614365
2024-01-01 00:35:00,11.839203333967305
2024-01-01 00:35:30,11.839213790274243
2024-01-01 00:36:00,11.839223608175644
2024-01-01 00:36:30,11.839232751236693
2024-01-01 00:37:00,11.839241178936561
2024-01-01 00:37:30,11.839248863560215
2024-01-01 00:38:00,11.839255774957735
2024-01-01 00:38:30,11.83926188575424
2024-01-01 00:39:00,11.839267168887716
2024-01-01 00:39:30,11.83927159768848
2024-01-01 00:40:00,11.839275145345027
2024-01-01 00:40:30,11.839277786375021
2024-01-01 00:41:00,11.839279494491677
2024-01-01 00:41:30,11.839280244054919
2024-01-01 00:42:00,11.839280009372203
2024-01-01 00:42:30,11.839278764671974
2024-01-01 00:43:00,11.839276483986168
2024-01-01 00:43:30,11.839273141368892
2024-01-01 00:44:00,11.839268709669227
2024-01-01 00:44:30,11.839263162895236
2024-01-01 00:45:00,11.839256472103955
2024-01-01 00:45:30,11.839248610162656
2024-01-01 00:46:00,11.839239546367878
2024-01-01 00:46:30,11.839229251888526
2024-01-01 00:47:00,11.83921769346449
2024-01-01 00:47:30,11.839204840168918
2024-01-01 00:48:00,11.839190655140612
2024-01-01 00:48:30,11.839175105354286
2024-01-01 00:49:00,11.839158149245748
2024-01-01 00:49:30,11.839139751233006
2024-01-01 00:50:00,11.839119864252893
2024-01-01 00:50:30,11.839098449530013
2024-01-01 00:51:00,11.839075453629277
2024-01-01 00:51:30,11.83905083482
2024-01-01 00:52:00,11.839024531092889
2024-01-01 00:52:30,11.838996498452161
2024-01-01 00:53:00,11.838966664394093
2024-01-01 00:53:30,11.838934983876186
2024-01-01 00:54:00,11.838901370423116
2024-01-01 00:54:30,11.838865780251353
2024-01-01 00:55:00,11.838828109284862
2024-01-01 00:55:30,11.838788318245292
2024-01-01 00:56:00,11.838746278777933
2024-01-01 00:56:30,11.838701963966344
2024-01-01 00:57:00,11.838655210002287
2024-01-01 00:57:30,11.838606013869821
2024-01-01 00:58:00,11.838554160737829
2024-01-01 00:58:30,11.838499689609478
2024-01-01 00:59:00,11.83844231042633
2024-01-01 00:59:30,11.838382132996685
2024-01-01 01:00:00,11.838318754505792
2024-01-01 01:00:30,11.838304500969855
2024-01-01 01:01:00,11.838311878057596
2024-01-01 01:01:30,11.838311437554182
2024-01-01 01:02:00,11.838310746550803
2024-01-01 01:02:30,11.838308375638633
2024-01-01 01:03:00,11.838303356967174
2024-01-01 01:03:30,11.83829726478632
2024-01-01 01:04:00,11.838290746065525
2024-01-01 01:04:30,11.838283974496619
2024-01-01 01:05:00,11.838277004146619
2024-01-01 01:05:30,11.838269850667132
2024-01-01 01:06:00,11.838262517507758
2024-01-01 01:06:30,11.838255003665893
2024-01-01 01:07:00,11.83824730723535
2024-01-01 01:07:30,11.838239426883547
2024-01-01 01:08:00,11.838231361620444
