timestamp,hvac_reaAhu_PFanSup_y
2024-01-01 00:00:00,-3.9508475285325535e-16
2024-01-01 00:00:30,-3.864018365181513e-16
2024-01-01 00:01:00,-3.7355835610580993e-16
2024-01-01 00:01:30,-3.6093194860184613e-16
2024-01-01 00:02:00,-3.485226140062599e-16
2024-01-01 00:02:30,-3.403703203360788e-16
2024-01-01 00:03:00,-3.2435516354022023e-16
2024-01-01 00:03:30,-3.125970476697669e-16
2024-01-01 00:04:00,-3.0105600470769113e-16
2024-01-01 00:04:30,-2.8973203465399284e-16
2024-01-01 00:05:00,-2.74971076884316e-16
2024-01-01 00:05:30,-2.6415361028349886e-16
2024-01-01 00:06:00,-2.570625619431638e-16
2024-01-01 00:06:30,-2.4660688352297603e-16
2024-01-01 00:07:00,-2.3300364793131313e-16
2024-01-01 00:07:30,-2.1978631973232127e-16
2024-01-01 00:08:00,-2.133223709050772e-16
2024-01-01 00:08:30,-2.1012657530951806e-16
2024-01-01 00:09:00,-2.006839037950924e-16
2024-01-01 00:09:30,-1.8843134407777887e-16
2024-01-01 00:10:00,-1.8542850217855544e-16
2024-01-01 00:10:30,-1.7656469175313671e-16
2024-01-01 00:11:00,-1.650839468211658e-16
2024-01-01 00:11:30,-1.6227405861827796e-16
2024-01-01 00:12:00,-1.5127569792714614e-16
2024-01-01 00:12:30,-1.4328017913523783e-16
2024-01-01 00:13:00,-1.4066324462868562e-16
2024-01-01 00:13:30,-1.3550173325170715e-16
2024-01-01 00:14:00,-1.2546814104225356e-16
2024-01-01 00:14:30,-1.2302004101999502e-16
2024-01-01 00:15:00,-1.1819619861160392e-16
2024-01-01 00:15:30,-1.1114132908933187e-16
2024-01-01 00:16:00,-1.0430353247543743e-16
2024-01-01 00:16:30,-1.0207250536155654e-16
2024-01-01 00:17:00,-9.768280876992059e-17
2024-01-01 00:17:30,-9.127915797278136e-17
2024-01-01 00:18:00,-8.713065350156498e-17
2024-01-01 00:18:30,-8.30786258785164e-17
2024-01-01 00:19:00,-7.912307510363567e-17
2024-01-01 00:19:30,-7.337064303162923e-17
2024-01-01 00:20:00,-7.337064303162923e-17
2024-01-01 00:20:30,-6.783528386800041e-17
2024-01-01 00:21:00,-6.603840257087472e-17
2024-01-01 00:21:30,-6.079247395174935e-17
2024-01-01 00:22:00,-5.909206950279147e-17
2024-01-01 00:22:30,-5.576361824100157e-17
2024-01-01 00:23:00,-5.413557142816958e-17
2024-01-01 00:23:30,-4.9396146261925275e-17
2024-01-01 00:24:00,-4.635712554463886e-17
2024-01-01 00:24:30,-4.3414581675520256e-17
2024-01-01 00:25:00,-4.19794885590239e-17
2024-01-01 00:25:30,-4.056851465456949e-17
2024-01-01 00:26:00,-3.6480308213458e-17
2024-01-01 00:26:30,-3.5165811157171405e-17
2024-01-01 00:27:00,-3.2609174680724106e-17
2024-01-01 00:27:30,-3.136703526056339e-17
2024-01-01 00:28:00,-3.0149015052444625e-17
2024-01-01 00:28:30,-2.778533227233297e-17
2024-01-01 00:29:00,-2.6639669700340077e-17
2024-01-01 00:29:30,-2.442070219248015e-17
2024-01-01 00:30:00,-2.334739725661312e-17
2024-01-01 00:30:30,-2.2298211532788045e-17
2024-01-01 00:31:00,-2.1273145021004925e-17
2024-01-01 00:31:30,-1.9295369633564562e-17
2024-01-01 00:32:00,-1.8342660757907308e-17
2024-01-01 00:32:30,-1.7414071094292018e-17
2024-01-01 00:33:00,-1.650960064271868e-17
2024-01-01 00:33:30,-1.5629249403187298e-17
2024-01-01 00:34:00,-1.3940904560250396e-17
2024-01-01 00:34:30,-1.313291095684488e-17
2024-01-01 00:35:00,-1.313291095684488e-17
2024-01-01 00:35:30,-1.1589281386159716e-17
2024-01-01 00:36:00,-1.0853645418880067e-17
2024-01-01 00:36:30,-1.0142128663642372e-17
2024-01-01 00:37:00,-8.791452789292853e-18
2024-01-01 00:37:30,-8.152293670181026e-18
2024-01-01 00:38:00,-8.152293670181026e-18
2024-01-01 00:38:30,-6.946333068083242e-18
2024-01-01 00:39:00,-6.946333068083242e-18
2024-01-01 00:39:30,-5.318286255251231e-18
2024-01-01 00:40:00,-5.83684931415328e-18
2024-01-01 00:40:30,-5.83684931415328e-18
2024-01-01 00:41:00,-4.823842408391141e-18
2024-01-01 00:41:30,-3.907312350796823e-18
2024-01-01 00:42:00,-3.485226140062599e-18
2024-01-01 00:42:30,-2.7134113547200164e-18
2024-01-01 00:43:00,-2.7134113547200164e-18
2024-01-01 00:43:30,-2.7134113547200164e-18
2024-01-01 00:44:00,-2.038073417545257e-18
2024-01-01 00:44:30,-1.7365832670208105e-18
2024-01-01 00:45:00,-1.45921232853832e-18
2024-01-01 00:45:30,-1.2059606020977853e-18
2024-01-01 00:46:00,-9.768280876992061e-19
2024-01-01 00:46:30,-9.768280876992061e-19
2024-01-01 00:47:00,-5.909206950279147e-19
2024-01-01 00:47:30,-4.341458167552026e-19
2024-01-01 00:48:00,-3.0149015052444633e-19
2024-01-01 00:48:30,-1.9295369633564565e-19
2024-01-01 00:49:00,-4.82384240839114e-20
2024-01-01 00:49:30,-1.0853645418880066e-19
2024-01-01 00:50:00,0.0
2024-01-01 00:50:30,-1.205960602097785e-20
2024-01-01 00:51:00,-4.82384240839114e-20
2024-01-01 00:51:30,-1.0853645418880066e-19
2024-01-01 00:52:00,-4.341458167552026e-19
2024-01-01 00:52:30,-3.0149015052444633e-19
2024-01-01 00:53:00,-5.909206950279147e-19
2024-01-01 00:53:30,-5.909206950279147e-19
2024-01-01 00:54:00,-7.718147853425825e-19
2024-01-01 00:54:30,-1.45921232853832e-18
2024-01-01 00:55:00,-1.7365832670208105e-18
2024-01-01 00:55:30,-1.7365832670208105e-18
2024-01-01 00:56:00,-2.7134113547200164e-18
2024-01-01 00:56:30,-3.485226140062599e-18
2024-01-01 00:57:00,-4.353517773573005e-18
2024-01-01 00:57:30,-4.823842408391141e-18
2024-01-01 00:58:00,-5.318286255251231e-18
2024-01-01 00:58:30,-5.83684931415328e-18
2024-01-01 00:59:00,-7.537253763111156e-18
2024-01-01 00:59:30,-9.454731120446637e-18
2024-01-01 01:00:00,-1.0853645418880067e-17
2024-01-01 01:00:30,-1.0853645418880067e-17
2024-01-01 01:01:00,-1.1589281386159716e-17
2024-01-01 01:01:30,-1.1589281386159716e-17
2024-01-01 01:02:00,-1.2349036565481319e-17
2024-01-01 01:02:30,-1.3132910956844877e-17
2024-01-01 01:03:00,-1.2349036565481319e-17
2024-01-01 01:03:30,-1.3132910956844877e-17
2024-01-01 01:04:00,-1.3940904560250396e-17
2024-01-01 01:04:30,-1.3940904560250396e-17
2024-01-01 01:05:00,-1.3940904560250396e-17
2024-01-01 01:05:30,-1.5629249403187298e-17
2024-01-01 01:06:00,-1.650960064271868e-17
2024-01-01 01:06:30,-1.7414071094292018e-17
2024-01-01 01:07:00,-1.8342660757907308e-17
2024-01-01 01:07:30,-1.7414071094292018e-17
2024-01-01 01:08:00,-1.9295369633564562e-17
2024-01-01 01:08:30,-1.8342660757907308e-17
2024-01-01 01:09:00,-2.0272197721263765e-17
2024-01-01 01:09:30,-2.1273145021004925e-17
2024-01-01 01:10:00,-2.2298211532788045e-17
2024-01-01 01:10:30,-2.0272197721263765e-17
2024-01-01 01:11:00,-2.1273145021004925e-17
2024-01-01 01:11:30,-2.1273145021004925e-17
2024-01-01 01:12:00,-2.334739725661312e-17
2024-01-01 01:12:30,-2.334739725661312e-17
2024-01-01 01:13:00,-2.442070219248015e-17
2024-01-01 01:13:30,-2.5518126340389132e-17
2024-01-01 01:14:00,-2.6639669700340077e-17
2024-01-01 01:14:30,-2.6639669700340077e-17
2024-01-01 01:15:00,-2.6639669700340077e-17
2024-01-01 01:15:30,-2.8955114056367807e-17
2024-01-01 01:16:00,-3.0149015052444625e-17
2024-01-01 01:16:30,-3.0149015052444625e-17
2024-01-01 01:17:00,-3.136703526056339e-17
2024-01-01 01:17:30,-3.2609174680724106e-17
2024-01-01 01:18:00,-3.387543331292679e-17
2024-01-01 01:18:30,-3.387543331292679e-17
2024-01-01 01:19:00,-3.6480308213458e-17
2024-01-01 01:19:30,-3.6480308213458e-17
2024-01-01 01:20:00,-3.5165811157171405e-17
2024-01-01 01:20:30,-3.7818924481786535e-17
2024-01-01 01:21:00,-3.7818924481786535e-17
2024-01-01 01:21:30,-4.056851465456949e-17
2024-01-01 01:22:00,-4.19794885590239e-17
2024-01-01 01:22:30,-4.19794885590239e-17
2024-01-01 01:23:00,-4.19794885590239e-17
2024-01-01 01:23:30,-4.635712554463886e-17
2024-01-01 01:24:00,-4.635712554463886e-17
2024-01-01 01:24:30,-4.487379400405858e-17
2024-01-01 01:25:00,-4.487379400405858e-17
2024-01-01 01:25:30,-4.7864576297261087e-17
2024-01-01 01:26:00,-5.095183543863142e-17
2024-01-01 01:26:30,-4.9396146261925275e-17
2024-01-01 01:27:00,-5.095183543863142e-17
2024-01-01 01:27:30,-5.253164382737952e-17
2024-01-01 01:28:00,-5.253164382737952e-17
2024-01-01 01:28:30,-5.253164382737952e-17
2024-01-01 01:29:00,-5.4135571428169566e-17
2024-01-01 01:29:30,-5.576361824100157e-17
2024-01-01 01:30:00,-5.576361824100157e-17
2024-01-01 01:30:30,-5.741578426587555e-17
2024-01-01 01:31:00,-5.741578426587555e-17
2024-01-01 01:31:30,-5.576361824100157e-17
2024-01-01 01:32:00,-5.576361824100157e-17
2024-01-01 01:32:30,-5.741578426587555e-17
2024-01-01 01:33:00,-5.576361824100157e-17
2024-01-01 01:33:30,-5.576361824100157e-17
2024-01-01 01:34:00,-5.576361824100157e-17
2024-01-01 01:34:30,-5.576361824100157e-17
2024-01-01 01:35:00,-5.576361824100157e-17
2024-01-01 01:35:30,-5.576361824100157e-17
2024-01-01 01:36:00,-5.413557142816958e-17
2024-01-01 01:36:30,-5.095183543863142e-17
2024-01-01 01:37:00,-4.7864576297261087e-17
2024-01-01 01:37:30,-4.7864576297261087e-17
2024-01-01 01:38:00,-5.0951835438631405e-17
2024-01-01 01:38:30,-5.253164382737952e-17
2024-01-01 01:39:00,-5.253164382737952e-17
2024-01-01 01:39:30,-5.095183543863142e-17
2024-01-01 01:40:00,-4.635712554463886e-17
2024-01-01 01:40:30,-4.3414581675520256e-17
2024-01-01 01:41:00,-3.6480308213458e-17
2024-01-01 01:41:30,-3.2609174680724106e-17
2024-01-01 01:42:00,-2.5518126340389132e-17
2024-01-01 01:42:30,-1.9295369633564562e-17
2024-01-01 01:43:00,-1.3940904560250396e-17
2024-01-01 01:43:30,-9.454731120446637e-18
2024-01-01 01:44:00,-5.318286255251231e-18
2024-01-01 01:44:30,-2.3636827801116592e-18
2024-01-01 01:45:00,-1.2059606020977853e-18
2024-01-01 01:45:30,-3.0149015052444633e-19
2024-01-01 01:46:00,-1.205960602097785e-20
2024-01-01 01:46:30,-7.718147853425824e-19
2024-01-01 01:47:00,-3.0872591413703297e-18
2024-01-01 01:47:30,-6.3795315850972846e-18
2024-01-01 01:48:00,-1.0853645418880067e-17
2024-01-01 01:48:30,-1.7414071094292018e-17
2024-01-01 01:49:00,-2.442070219248015e-17
2024-01-01 01:49:30,-3.0149015052444625e-17
2024-01-01 01:50:00,-3.918165996215704e-17
2024-01-01 01:50:30,-4.19794885590239e-17
2024-01-01 01:51:00,-4.939614626192528e-17
2024-01-01 01:51:30,-5.0951835438631405e-17
2024-01-01 01:52:00,-5.2531643827379514e-17
2024-01-01 01:52:30,-5.0951835438631405e-17
2024-01-01 01:53:00,-5.4135571428169566e-17
2024-01-01 01:53:30,-6.426564048579095e-17
2024-01-01 01:54:00,-6.783528386800041e-17
2024-01-01 01:54:30,-7.337064303162923e-17
2024-01-01 01:55:00,-8.30786258785164e-17
2024-01-01 01:55:30,-8.50925800840197e-17
2024-01-01 01:56:00,-9.127915797278136e-17
2024-01-01 01:56:30,-9.338958902645247e-17
2024-01-01 01:57:00,-9.768280876992059e-17
2024-01-01 01:57:30,-1.0430353247543743e-16
2024-01-01 01:58:00,-1.0655867880136031e-16
2024-01-01 01:58:30,-1.1346883305138058e-16
2024-01-01 01:59:00,-1.1114132908933187e-16
2024-01-01 01:59:30,-1.1582045622547128e-16
2024-01-01 02:00:00,-1.2302004101999502e-16
2024-01-01 02:00:30,-1.0655867880136031e-16
2024-01-01 02:01:00,-8.919284613115217e-17
2024-01-01 02:01:30,-6.783528386800041e-17
2024-01-01 02:02:00,-5.741578426587555e-17
2024-01-01 02:02:30,-4.487379400405858e-17
2024-01-01 02:03:00,-3.387543331292679e-17
2024-01-01 02:03:30,-2.334739725661312e-17
2024-01-01 02:04:00,-1.7414071094292018e-17
2024-01-01 02:04:30,-1.0142128663642372e-17
2024-01-01 02:05:00,-6.3795315850972846e-18
2024-01-01 02:05:30,-2.7134113547200164e-18
2024-01-01 02:06:00,-4.341458167552026e-19
2024-01-01 02:06:30,0.0
2024-01-01 02:07:00,-9.768280876992061e-19
2024-01-01 02:07:30,-3.0872591413703297e-18
2024-01-01 02:08:00,-6.3795315850972846e-18
2024-01-01 02:08:30,-1.0142128663642372e-17
2024-01-01 02:09:00,-1.7414071094292018e-17
2024-01-01 02:09:30,-2.442070219248015e-17
2024-01-01 02:10:00,-3.387543331292679e-17
2024-01-01 02:10:30,-4.19794885590239e-17
2024-01-01 02:11:00,-5.4135571428169566e-17
2024-01-01 02:11:30,-6.603840257087472e-17
2024-01-01 02:12:00,-8.108879088505506e-17
2024-01-01 02:12:30,-9.552413929216555e-17
2024-01-01 02:13:00,-1.1582045622547123e-16
2024-01-01 02:13:30,-1.3043669872289642e-16
2024-01-01 02:14:00,-1.5398910928186615e-16
2024-01-01 02:14:30,-1.7077608086306735e-16
2024-01-01 02:15:00,-1.8542850217855544e-16
2024-01-01 02:15:30,-2.069548989260009e-16
2024-01-01 02:16:00,-2.296631370635022e-16
2024-01-01 02:16:30,-2.431698958069974e-16
2024-01-01 02:17:00,-2.7134113547200164e-16
2024-01-01 02:17:30,-2.7134113547200164e-16
2024-01-01 02:18:00,-2.823033173450705e-16
2024-01-01 02:18:30,-2.860056163935107e-16
2024-01-01 02:19:00,-2.8973203465399284e-16
2024-01-01 02:19:30,-3.0487889981634104e-16
2024-01-01 02:20:00,-3.28322773921122e-16
2024-01-01 02:20:30,-3.08725914137033e-16
2024-01-01 02:21:00,-2.7134113547200164e-16
2024-01-01 02:21:30,-2.1012657530951806e-16
2024-01-01 02:22:00,-1.380704293341754e-16
2024-01-01 02:22:30,-6.965628437716807e-17
2024-01-01 02:23:00,-1.9295369633564562e-17
2024-01-01 02:23:30,-4.341458167552026e-19
2024-01-01 02:24:00,-8.791452789292853e-18
2024-01-01 02:24:30,-4.7864576297261087e-17
2024-01-01 02:25:00,-1.4592123285383199e-16
2024-01-01 02:25:30,-2.8973203465399284e-16
2024-01-01 02:26:00,-4.538753322055223e-16
2024-01-01 02:26:30,-6.214194386549678e-16
2024-01-01 02:27:00,-7.477076329066476e-16
2024-01-01 02:27:30,-8.089704314932151e-16
2024-01-01 02:28:00,-8.341508888650169e-16
2024-01-01 02:28:30,-9.590281092122426e-16
2024-01-01 02:29:00,-1.0566144411339957e-15
2024-01-01 02:29:30,-1.129213269380282e-15
2024-01-01 02:30:00,-1.181467542269179e-15
2024-01-01 02:30:30,-1.2118577494420434e-15
2024-01-01 02:31:00,-1.2426338640075786e-15
2024-01-01 02:31:30,-1.234903656548132e-15
2024-01-01 02:32:00,-1.234903656548132e-15
2024-01-01 02:32:30,-1.2042240188307645e-15
2024-01-01 02:33:00,-1.1739302885060677e-15
2024-01-01 02:33:30,-1.1366058078711414e-15
2024-01-01 02:34:00,-1.099884307537264e-15
2024-01-01 02:34:30,-1.078140837881441e-15
2024-01-01 02:35:00,-1.0142128663642374e-15
2024-01-01 02:35:30,-9.658417866140952e-16
2024-01-01 02:36:00,-9.18652548254009e-16
2024-01-01 02:36:30,-8.726451512839781e-16
2024-01-01 02:37:00,-8.278195957040035e-16
2024-01-01 02:37:30,-7.96524918079566e-16
2024-01-01 02:38:00,-7.477076329066476e-16
2024-01-01 02:38:30,-7.06258767012547e-16
2024-01-01 02:39:00,-6.77376010592305e-16
2024-01-01 02:39:30,-6.379531585097282e-16
2024-01-01 02:40:00,-6.051027917085848e-16
2024-01-01 02:40:30,-5.731207165409513e-16
2024-01-01 02:41:00,-5.36905719659955e-16
2024-01-01 02:41:30,-5.11761441106216e-16
2024-01-01 02:42:00,-4.775724580367439e-16
2024-01-01 02:42:30,-4.538753322055223e-16
2024-01-01 02:43:00,-4.2623471520544124e-16
2024-01-01 02:43:30,-3.9946238983887033e-16
2024-01-01 02:44:00,-3.7355835610580993e-16
2024-01-01 02:44:30,-3.485226140062599e-16
2024-01-01 02:45:00,-3.2435516354022023e-16
2024-01-01 02:45:30,-3.08725914137033e-16
2024-01-01 02:46:00,-2.7862513750867233e-16
2024-01-01 02:46:30,-2.6415361028349886e-16
2024-01-01 02:47:00,-2.3975702730306065e-16
2024-01-01 02:47:30,-2.2634674540773327e-16
2024-01-01 02:48:00,-2.0380734175452567e-16
2024-01-01 02:48:30,-1.914583051890444e-16
2024-01-01 02:49:00,-1.7077608086306735e-16
2024-01-01 02:49:30,-1.5948828962743203e-16
2024-01-01 02:50:00,-1.4328017913523783e-16
2024-01-01 02:50:30,-1.3043669872289642e-16
2024-01-01 02:51:00,-1.1819619861160392e-16
2024-01-01 02:51:30,-1.0883794433932512e-16
2024-01-01 02:52:00,-9.768280876992059e-17
2024-01-01 02:52:30,-8.713065350156498e-17
2024-01-01 02:53:00,-7.526400117692277e-17
2024-01-01 02:53:30,-6.965628437716807e-17
2024-01-01 02:54:00,-6.079247395174934e-17
2024-01-01 02:54:30,-5.2531643827379514e-17
2024-01-01 02:55:00,-4.7864576297261087e-17
2024-01-01 02:55:30,-4.19794885590239e-17
2024-01-01 02:56:00,-3.5165811157171405e-17
2024-01-01 02:56:30,-3.0149015052444625e-17
2024-01-01 02:57:00,-2.778533227233297e-17
2024-01-01 02:57:30,-2.442070219248015e-17
2024-01-01 02:58:00,-2.0272197721263765e-17
2024-01-01 02:58:30,-1.7414071094292018e-17
2024-01-01 02:59:00,-1.3940904560250396e-17
2024-01-01 02:59:30,-1.1589281386159716e-17
2024-01-01 03:00:00,-9.454731120446637e-18
2024-01-01 03:00:30,-9.454731120446637e-18
2024-01-01 03:01:00,-1.234903656548132e-17
2024-01-01 03:01:30,-1.3940904560250396e-17
2024-01-01 03:02:00,-1.3132910956844879e-17
2024-01-01 03:02:30,-1.4773017375697865e-17
2024-01-01 03:03:00,-1.650960064271868e-17
2024-01-01 03:03:30,-1.650960064271868e-17
2024-01-01 03:04:00,-1.9295369633564562e-17
2024-01-01 03:04:30,-1.8342660757907308e-17
2024-01-01 03:05:00,-2.0272197721263765e-17
2024-01-01 03:05:30,-2.334739725661312e-17
2024-01-01 03:06:00,-2.442070219248015e-17
2024-01-01 03:06:30,-2.5518126340389132e-17
2024-01-01 03:07:00,-2.6639669700340077e-17
2024-01-01 03:07:30,-2.778533227233297e-17
2024-01-01 03:08:00,-3.136703526056339e-17
2024-01-01 03:08:30,-3.136703526056339e-17
2024-01-01 03:09:00,-3.2609174680724106e-17
2024-01-01 03:09:30,-3.6480308213458e-17
2024-01-01 03:10:00,-3.5165811157171405e-17
2024-01-01 03:10:30,-3.7818924481786535e-17
2024-01-01 03:11:00,-4.056851465456949e-17
2024-01-01 03:11:30,-4.056851465456949e-17
2024-01-01 03:12:00,-4.056851465456949e-17
2024-01-01 03:12:30,-4.487379400405858e-17
2024-01-01 03:13:00,-4.487379400405858e-17
2024-01-01 03:13:30,-4.939614626192528e-17
2024-01-01 03:14:00,-4.7864576297261087e-17
2024-01-01 03:14:30,-4.939614626192528e-17
2024-01-01 03:15:00,-5.0951835438631405e-17
2024-01-01 03:15:30,-5.2531643827379514e-17
2024-01-01 03:16:00,-5.2531643827379514e-17
