time,hvac_reaZonNor_TSup_y
6652800,286.1521126365844
6652830,286.1521126177697
6652860,286.15211180781074
6652890,286.1521118517338
6652920,286.1521129306234
6652950,286.1521145905313
6652980,286.15211521057176
6653010,286.1521155653753
6653040,286.1521158497152
6653070,286.15211611349537
6653100,286.1521163701558
6653130,286.1521166208177
6653160,286.1521168624612
6653190,286.1521170913637
6653220,286.1521173041365
6653250,286.1521174981187
6653280,286.15211767151544
6653310,286.1521178231955
6653340,286.15211795278464
6653370,286.15211806059506
6653400,286.15211814744754
6653430,286.15211821464965
6653460,286.1521182639933
6653490,286.1521182976009
6653520,286.1521222999004
6653550,286.1521251190625
6653580,286.1521260568418
6653610,286.152121446027
6653640,286.1521118026771
6653670,286.15209787047706
6653700,286.15207978086914
6653730,286.1520576160128
6653760,286.15203151903785
6653790,286.1520016333178
6653820,286.1519681074335
6653850,286.1519311113085
6653880,286.15189084467795
6653910,286.15184754559647
6653940,286.1518015010401
6653970,286.15175305890966
6654000,286.15170264237025
6654030,286.1516507657508
6654060,286.1515980533985
6654090,286.1515452601002
6654120,286.1514932952111
6654150,286.1514432474504
6654180,286.1514375858431
6654210,286.1514363256465
6654240,286.1514342852116
6654270,286.1514257584349
6654300,286.1514228894924
6654330,286.15142378827164
6654360,286.1514243046572
6654390,286.15142506366413
6654420,286.15142532859403
6654450,286.1514254469781
6654480,286.1514255944517
6654510,286.1514259275304
6654540,286.1514260527592
6654570,286.15142613529815
6654600,286.1514262884055
6654630,286.15142635493726
6654660,286.15142640452467
6654690,286.1514264725175
6654720,286.1514265814271
6654750,286.15142719447226
6654780,286.1514273008325
6654810,286.15142739909624
6654840,286.1514267915762
6654870,286.1514304093819
6654900,286.1514315327124
6654930,286.1514319215611
6654960,286.1514320966615
6654990,286.15143228060646
6655020,286.1514325636778
6655050,286.1514329600836
6655080,286.1514334325244
6655110,286.1514339117058
6655140,286.1514343140742
6655170,286.1514345572507
6655200,286.1514279610396
6655230,286.15142568036146
6655260,286.1514258475092
6655290,286.15142108076697
6655320,286.1514187034735
6655350,286.1514183088272
6655380,286.1514180385009
6655410,286.1514175471208
6655440,286.15141520792923
6655470,286.15141099353013
6655500,286.15139966166606
6655530,286.15138831240836
6655560,286.1513845463621
6655590,286.1513860150878
